#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1     1.59667     1.59667           0
           2     1.59703     1.59685  0.00012608
           3     1.59698     1.59689 9.11694e-05
           4     1.59724     1.59698 0.000102249
           5     1.59675     1.59693 9.12967e-05
           6     1.59679     1.59691 7.90428e-05
           7     1.59685      1.5969 6.83033e-05
           8     1.59671     1.59688 6.38942e-05
           9     1.59724     1.59692  6.8572e-05
          10     1.59645     1.59687 7.60625e-05
          11     1.59704     1.59689 7.07255e-05
          12     1.59709      1.5969 6.67411e-05
          13     1.59699     1.59691  6.1974e-05
          14      1.5973     1.59694 6.33414e-05
          15     1.59688     1.59693 5.92244e-05
          16     1.59708     1.59694 5.62178e-05
          17     1.59673     1.59693 5.42428e-05
          18     1.59686     1.59693 5.13901e-05
          19     1.59679     1.59692 4.92232e-05
          20     1.59727     1.59694 4.97037e-05
          21     1.59667     1.59692 4.89057e-05
          22     1.59685     1.59692 4.67968e-05
          23      1.5969     1.59692 4.47738e-05
          24     1.59692     1.59692 4.29083e-05
          25     1.59687     1.59692 4.12423e-05
          26     1.59672     1.59691 4.03564e-05
          27     1.59697     1.59691  3.8931e-05
          28     1.59681     1.59691 3.76991e-05
          29     1.59665      1.5969 3.74223e-05
          30     1.59665     1.59689 3.71005e-05
          31     1.59686     1.59689 3.59173e-05
          32     1.59696     1.59689 3.48684e-05
          33      1.5969     1.59689 3.38119e-05
          34     1.59699      1.5969 3.29399e-05
          35     1.59682     1.59689 3.20653e-05
          36     1.59749     1.59691 3.52115e-05
          37     1.59658      1.5969 3.53604e-05
          38     1.59678      1.5969 3.45825e-05
          39     1.59714      1.5969 3.42487e-05
          40      1.5973     1.59691 3.47598e-05
          41     1.59666     1.59691 3.44776e-05
          42     1.59686     1.59691 3.36759e-05
          43     1.59702     1.59691 3.29945e-05
          44     1.59685     1.59691 3.22743e-05
          45     1.59716     1.59691  3.2027e-05
          46     1.59693     1.59691 3.13335e-05
          47     1.59691     1.59691 3.06669e-05
          48     1.59683     1.59691 3.00811e-05
          49     1.59695     1.59691 2.94753e-05
          50     1.59719     1.59692 2.94092e-05
          51     1.59675     1.59692 2.90139e-05
          52     1.59698     1.59692 2.84862e-05
          53     1.59693     1.59692 2.79494e-05
          54     1.59679     1.59691 2.75316e-05
          55     1.59672     1.59691 2.72661e-05
          56     1.59692     1.59691 2.67796e-05
          57     1.59707     1.59691 2.64581e-05
          58     1.59673     1.59691  2.6188e-05
          59     1.59704     1.59691 2.58396e-05
          60     1.59716     1.59692   2.574e-05
          61     1.59674     1.59691 2.54759e-05
          62     1.59688     1.59691 2.50719e-05
          63     1.59703     1.59692 2.47441e-05
          64     1.59697     1.59692 2.43723e-05
          65     1.59711     1.59692  2.4178e-05
          66     1.59697     1.59692 2.38223e-05
          67     1.59695     1.59692 2.34722e-05
          68     1.59695     1.59692 2.31301e-05
          69     1.59686     1.59692 2.28111e-05
          70     1.59681     1.59692 2.25351e-05
          71     1.59692     1.59692 2.22178e-05
          72     1.59716     1.59692 2.21537e-05
          73     1.59719     1.59693 2.21492e-05
          74     1.59713     1.59693 2.20258e-05
          75     1.59701     1.59693 2.17571e-05
          76      1.5968     1.59693 2.15342e-05
          77     1.59707     1.59693 2.13336e-05
          78     1.59698     1.59693 2.10702e-05
          79     1.59727     1.59693 2.12279e-05
          80      1.5967     1.59693 2.11565e-05
          81     1.59709     1.59693   2.098e-05
          82     1.59711     1.59694 2.08281e-05
          83     1.59715     1.59694 2.07352e-05
          84     1.59697     1.59694 2.04924e-05
          85     1.59712     1.59694 2.03574e-05
          86       1.597     1.59694  2.0131e-05
          87     1.59691     1.59694 1.99022e-05
          88     1.59679     1.59694 1.97514e-05
          89     1.59716     1.59694 1.96851e-05
          90     1.59712     1.59694  1.9567e-05
          91     1.59681     1.59694 1.94036e-05
          92     1.59674     1.59694 1.93199e-05
          93     1.59693     1.59694 1.91123e-05
          94     1.59701     1.59694 1.89218e-05
          95     1.59687     1.59694  1.8736e-05
          96     1.59698     1.59694 1.85456e-05
          97     1.59682     1.59694 1.83967e-05
          98     1.59679     1.59694 1.82695e-05
          99      1.5968     1.59694 1.81351e-05
         100     1.59689     1.59694 1.79604e-05
         101     1.59699     1.59694 1.77898e-05
         102     1.59733     1.59694 1.80238e-05
         103      1.5969     1.59694 1.78527e-05
         104     1.59718     1.59694  1.7828e-05
         105     1.59716     1.59694 1.77792e-05
         106     1.59724     1.59695 1.78317e-05
         107     1.59675     1.59695 1.77626e-05
         108      1.5969     1.59694 1.76034e-05
         109      1.5972     1.59695 1.75914e-05
