#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
          97   -0.433728   -0.402341  0.00395122
          98   -0.445221   -0.402779  0.00393505
          99   -0.461917   -0.403376  0.00394038
         100    -0.45908   -0.403933  0.00394016
         101   -0.469106   -0.404578  0.00395363
         102   -0.434219   -0.404869  0.00392553
         103   -0.419283   -0.405009  0.00388992
         104   -0.396696   -0.404929  0.00385333
         105   -0.372452    -0.40462  0.00382903
         106   -0.369713    -0.40429  0.00380704
         107   -0.376647   -0.404032  0.00378022
         108   -0.404084   -0.404032  0.00374521
         109   -0.398061   -0.403978  0.00371126
         110   -0.365595   -0.403629  0.00369388
         111   -0.366599   -0.403295  0.00367564
         112   -0.372615   -0.403021  0.00365301
         113   -0.403773   -0.403028  0.00362069
         114    -0.43232   -0.403285  0.00359804
         115   -0.424549    -0.40347   0.0035715
         116    -0.40629   -0.403494  0.00354079
         117   -0.377139   -0.403269  0.00351769
         118   -0.393547   -0.403186  0.00348884
         119   -0.409936   -0.403243  0.00345998
         120   -0.427362   -0.403444  0.00343698
         121   -0.452573    -0.40385  0.00343248
         122    -0.46183   -0.404325  0.00343709
         123   -0.489988   -0.405022  0.00347899
         124   -0.483094   -0.405651  0.00350744
         125   -0.506412   -0.406457  0.00357081
         126   -0.533529   -0.407466  0.00368213
         127   -0.532038   -0.408447  0.00378153
         128    -0.51526   -0.409281  0.00384296
         129    -0.49345   -0.409934  0.00386816
         130   -0.478303    -0.41046  0.00387399
         131   -0.440692    -0.41069  0.00385129
         132   -0.413954   -0.410715  0.00382219
         133   -0.392177   -0.410576  0.00379599
         134   -0.357419   -0.410179  0.00378834
         135   -0.381963    -0.40997  0.00376603
         136   -0.396948   -0.409874  0.00373956
         137     -0.3992   -0.409796  0.00371308
         138   -0.388896   -0.409645  0.00368926
         139   -0.412197   -0.409663  0.00366276
         140   -0.383201   -0.409474  0.00364147
         141   -0.396137    -0.40938  0.00361687
         142   -0.423995   -0.409483  0.00359287
         143    -0.40884   -0.409478  0.00356775
         144    -0.38612   -0.409316  0.00354666
         145   -0.393608   -0.409208  0.00352385
         146   -0.371342   -0.408948  0.00350925
         147   -0.386882   -0.408798  0.00348858
         148   -0.400775   -0.408744  0.00346543
         149    -0.41319   -0.408774   0.0034423
         150   -0.410653   -0.408786  0.00341938
         151   -0.407061   -0.408775  0.00339675
         152   -0.404572   -0.408747  0.00337452
         153    -0.44088   -0.408957  0.00335899
         154   -0.434794   -0.409125  0.00334136
         155   -0.399309   -0.409062  0.00332041
         156    -0.38992   -0.408939  0.00330139
         157   -0.394323   -0.408846  0.00328167
         158   -0.469765   -0.409231  0.00328348
         159   -0.503698   -0.409826  0.00331614
         160   -0.503742   -0.410413  0.00334696
         161   -0.495913   -0.410944  0.00336804
         162   -0.475028   -0.411339   0.0033704
         163   -0.469715   -0.411697   0.0033687
         164   -0.453275   -0.411951  0.00335768
         165   -0.447795   -0.412168  0.00334435
         166   -0.464458   -0.412483  0.00333901
         167   -0.447397   -0.412692  0.00332555
         168   -0.420146   -0.412737  0.00330605
         169   -0.410754   -0.412725  0.00328651
         170   -0.426244   -0.412804  0.00326814
         171   -0.428319   -0.412895  0.00325029
         172   -0.405482   -0.412852  0.00323168
         173   -0.400109   -0.412778  0.00321384
         174   -0.378917   -0.412584  0.00320125
         175   -0.371317   -0.412348  0.00319163
         176   -0.382369   -0.412178  0.00317804
         177   -0.363524   -0.411903  0.00317195
         178   -0.370129   -0.411668   0.0031628
         179   -0.337706   -0.411255  0.00317201
         180   -0.364486   -0.410995  0.00316501
         181   -0.380009   -0.410824  0.00315215
         182    -0.37837   -0.410645  0.00313987
         183   -0.388089   -0.410522  0.00312513
         184   -0.361692   -0.410257  0.00311939
         185   -0.352272   -0.409943  0.00311824
         186   -0.366982   -0.409712  0.00311002
         187    -0.37791   -0.409542  0.00309803
         188    -0.38517   -0.409413  0.00308426
         189   -0.380723   -0.409261  0.00307168
         190   -0.394887   -0.409185  0.00305644
         191   -0.411285   -0.409196  0.00304046
         192   -0.410535   -0.409203  0.00302463
         193   -0.403622   -0.409174   0.0030091
         194   -0.400692   -0.409131  0.00299391
         195   -0.424458   -0.409209  0.00297958
         196   -0.394708   -0.409135   0.0029653
         197   -0.378265   -0.408979  0.00295439
         198   -0.394543   -0.408906  0.00294036
         199   -0.420808   -0.408965   0.0029262
         200   -0.392462   -0.408883  0.00291273
         201   -0.365612   -0.408668  0.00290618
         202   -0.394746   -0.408599  0.00289261
         203   -0.434279   -0.408725  0.00288113
         204   -0.478373   -0.409067  0.00288716
         205   -0.517511   -0.409596  0.00292114
         206   -0.489705   -0.409985  0.00293273
         207   -0.459656   -0.410224  0.00292836
         208   -0.456978   -0.410449   0.0029229
         209   -0.464466   -0.410708  0.00292032
         210   -0.455649   -0.410922  0.00291424
         211   -0.416394   -0.410948  0.00290055
         212   -0.416684   -0.410975  0.00288699
         213   -0.439649   -0.411109  0.00287657
         214   -0.422622   -0.411163  0.00286363
         215   -0.388423   -0.411057  0.00285227
         216   -0.401708   -0.411014  0.00283939
         217   -0.407494   -0.410998  0.00282635
         218   -0.370304   -0.410811  0.00281955
         219    -0.36086   -0.410583  0.00281588
         220   -0.360737   -0.410357  0.00281218
         221   -0.380633   -0.410222  0.00280267
         222   -0.422751   -0.410278  0.00279061
         223   -0.436481   -0.410396  0.00278057
         224   -0.413252   -0.410409  0.00276819
         225    -0.43321    -0.41051  0.00275774
         226   -0.460817   -0.410733  0.00275451
         227   -0.472936   -0.411007  0.00275597
         228   -0.456631   -0.411207  0.00275114
         229   -0.460611   -0.411423  0.00274757
         230   -0.475824   -0.411703  0.00274985
         231   -0.443998   -0.411842   0.0027415
         232   -0.436835    -0.41195   0.0027318
         233   -0.451552    -0.41212  0.00272536
         234   -0.421992   -0.412162  0.00271404
         235   -0.410849   -0.412157  0.00270249
         236   -0.399634   -0.412104  0.00269156
         237   -0.393744   -0.412026  0.00268132
         238   -0.434774   -0.412122  0.00267176
         239   -0.426362   -0.412181  0.00266124
         240   -0.451202   -0.412344  0.00265512
         241   -0.469538   -0.412581  0.00265469
         242   -0.455601   -0.412759  0.00264966
         243   -0.413948   -0.412764  0.00263876
         244   -0.392182   -0.412679   0.0026293
         245   -0.383741   -0.412561  0.00262122
         246   -0.429817   -0.412631   0.0026115
         247   -0.476152   -0.412889  0.00261356
         248   -0.486019   -0.413184   0.0026196
         249   -0.484646   -0.413471  0.00262475
         250   -0.458324    -0.41365  0.00262038
