#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        1.93        1.93           0
           2     1.92993     1.92997 2.45591e-05
           3     1.92972     1.92988 6.81019e-05
           4     1.92938     1.92976 0.000121379
           5     1.92889     1.92958 0.000182967
           6     1.92827     1.92936 0.000251983
           7      1.9275      1.9291 0.000327846
           8     1.92659     1.92878 0.000410162
           9     1.92554     1.92842 0.000498661
          10     1.92434     1.92801 0.000593165
          11     1.92298     1.92756 0.000693565
          12     1.92147     1.92705 0.000799807
          13     1.91981     1.92649 0.000911882
          14     1.91798     1.92588  0.00102979
          15     1.91598     1.92522  0.00115354
          16     1.91381     1.92451  0.00128325
          17     1.91146     1.92374  0.00141898
          18     1.90892     1.92292  0.00156081
          19      1.9062     1.92204  0.00170891
          20     1.90327      1.9211  0.00186347
          21     1.90013      1.9201  0.00202471
          22     1.89677     1.91904  0.00219284
          23     1.89319     1.91792  0.00236809
          24     1.88937     1.91673  0.00255071
          25      1.8853     1.91547  0.00274096
          26     1.88098     1.91415  0.00293907
          27     1.87639     1.91275  0.00314534
          28     1.87152     1.91127  0.00336005
          29     1.86635     1.90973  0.00358351
          30     1.86088      1.9081    0.003816
          31      1.8551     1.90639  0.00405781
          32     1.84899     1.90459  0.00430924
          33     1.84254     1.90271  0.00457062
          34     1.83572     1.90074  0.00484228
          35     1.82854     1.89868  0.00512455
          36     1.82097     1.89652  0.00541778
          37       1.813     1.89426  0.00572228
          38     1.80463     1.89191  0.00603836
          39     1.79583     1.88944  0.00636628
          40     1.78659     1.88687  0.00670633
          41     1.77691     1.88419  0.00705874
          42     1.76676     1.88139  0.00742375
          43     1.75615     1.87848  0.00780157
          44     1.74506     1.87545  0.00819234
          45     1.73349     1.87229  0.00859621
          46     1.72143     1.86901  0.00901325
          47     1.70888     1.86561  0.00944351
          48     1.69583     1.86207  0.00988696
          49      1.6823      1.8584   0.0103435
          50     1.66827      1.8546   0.0108131
          51     1.65377     1.85066   0.0112954
          52      1.6388     1.84659   0.0117901
          53     1.62337     1.84237   0.0122969
          54     1.60751     1.83803   0.0128153
          55     1.59123     1.83354   0.0133448
          56     1.57455     1.82891   0.0138847
          57     1.55751     1.82415   0.0144345
          58     1.54014     1.81926   0.0149932
          59     1.52246     1.81422   0.0155601
          60     1.50452     1.80906   0.0161343
          61     1.48634     1.80377   0.0167146
          62     1.46798     1.79836   0.0173003
          63     1.44947     1.79282   0.0178901
          64     1.43085     1.78716   0.0184829
          65     1.41217     1.78139   0.0190777
          66     1.39346     1.77552   0.0196733
          67     1.37477     1.76953   0.0202685
          68     1.35615     1.76346   0.0208622
          69     1.33762     1.75728   0.0214533
          70     1.31924     1.75103   0.0220406
          71     1.30103     1.74469   0.0226231
          72     1.28304     1.73828   0.0231997
          73     1.26531      1.7318   0.0237694
          74     1.24786     1.72526   0.0243312
          75     1.23073     1.71866   0.0248842
          76     1.21395     1.71202   0.0254275
          77     1.19757     1.70534   0.0259602
          78      1.1816     1.69863   0.0264815
          79     1.16608     1.69189   0.0269907
          80     1.15104     1.68513   0.0274869
          81     1.13651     1.67835   0.0279696
          82     1.12252     1.67157   0.0284381
          83     1.10909      1.6648   0.0288916
          84     1.09626     1.65803   0.0293297
          85     1.08405     1.65128   0.0297519
          86     1.07249     1.64455   0.0301575
          87     1.06159     1.63785   0.0305462
          88     1.05139     1.63118   0.0309175
          89      1.0419     1.62456   0.0312711
          90     1.03314     1.61799   0.0316065
          91     1.02512     1.61147   0.0319236
          92     1.01786     1.60502   0.0322221
          93     1.01135     1.59864   0.0325018
          94     1.00561     1.59233   0.0327626
          95     1.00063      1.5861   0.0330044
          96      0.9964     1.57996   0.0332274
          97    0.992904     1.57391   0.0334314
          98    0.990125     1.56795   0.0336168
