#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1       2.895       2.895           0
           2      2.8949     2.89495 3.68387e-05
           3     2.89458     2.89483 0.000102153
           4     2.89406     2.89464 0.000182068
           5     2.89334     2.89438 0.000274451
           6      2.8924     2.89405 0.000377974
           7     2.89125     2.89365 0.000491769
           8     2.88989     2.89318 0.000615243
           9      2.8883     2.89264 0.000747991
          10      2.8865     2.89202 0.000889748
          11     2.88447     2.89134  0.00104035
          12     2.88221     2.89058  0.00119971
          13     2.87971     2.88974  0.00136782
          14     2.87697     2.88883  0.00154468
          15     2.87397     2.88784  0.00173032
          16     2.87071     2.88677  0.00192488
          17     2.86719     2.88562  0.00212847
          18     2.86339     2.88438  0.00234122
          19      2.8593     2.88306  0.00256336
          20      2.8549     2.88165   0.0027952
          21      2.8502     2.88015  0.00303706
          22     2.84516     2.87856  0.00328926
          23     2.83979     2.87688  0.00355213
          24     2.83406     2.87509  0.00382607
          25     2.82796     2.87321  0.00411143
          26     2.82147     2.87122   0.0044086
          27     2.81458     2.86912  0.00471801
          28     2.80728     2.86691  0.00504008
          29     2.79953     2.86459  0.00537527
          30     2.79133     2.86215  0.00572401
          31     2.78265     2.85958  0.00608672
          32     2.77348     2.85689  0.00646387
          33      2.7638     2.85407  0.00685594
          34     2.75359     2.85112  0.00726342
          35     2.74281     2.84802  0.00768683
          36     2.73146     2.84478  0.00812666
          37     2.71951      2.8414  0.00858342
          38     2.70694     2.83786  0.00905754
          39     2.69374     2.83416  0.00954942
          40     2.67988     2.83031   0.0100595
          41     2.66536     2.82628   0.0105881
          42     2.65014     2.82209   0.0111356
          43     2.63423     2.81772   0.0117023
          44      2.6176     2.81317   0.0122885
          45     2.60024     2.80844   0.0128943
          46     2.58215     2.80352   0.0135199
          47     2.56332     2.79841   0.0141653
          48     2.54375      2.7931   0.0148304
          49     2.52344      2.7876   0.0155153
          50     2.50241      2.7819   0.0162196
          51     2.48065     2.77599    0.016943
          52      2.4582     2.76988   0.0176851
          53     2.43506     2.76356   0.0184453
          54     2.41126     2.75704   0.0192229
          55     2.38684     2.75031   0.0200172
          56     2.36183     2.74337   0.0208271
          57     2.33627     2.73623   0.0216517
          58     2.31021     2.72888   0.0224898
          59     2.28369     2.72134   0.0233402
          60     2.25677     2.71359   0.0242014
          61     2.22952     2.70566    0.025072
          62     2.20197     2.69753   0.0259504
          63     2.17421     2.68923   0.0268351
          64     2.14628     2.68074   0.0277244
          65     2.11825     2.67209   0.0286166
          66     2.09019     2.66327   0.0295099
          67     2.06216      2.6543   0.0304028
          68     2.03422     2.64518   0.0312933
          69     2.00643     2.63593   0.0321799
          70     1.97886     2.62654   0.0330609
          71     1.95155     2.61703   0.0339346
          72     1.92456     2.60741   0.0347995
          73     1.89796      2.5977   0.0356541
          74     1.87179     2.58789   0.0364968
          75     1.84609       2.578   0.0373263
          76     1.82093     2.56803   0.0381412
          77     1.79635     2.55801   0.0389403
          78      1.7724     2.54794   0.0397223
          79     1.74912     2.53783    0.040486
          80     1.72656     2.52769   0.0412304
          81     1.70476     2.51753   0.0419544
          82     1.68378     2.50736   0.0426571
          83     1.66364      2.4972   0.0433374
          84     1.64439     2.48704   0.0439946
          85     1.62608     2.47691   0.0446278
          86     1.60873     2.46682   0.0452363
          87     1.59239     2.45677   0.0458193
          88     1.57708     2.44677   0.0463763
          89     1.56285     2.43684   0.0469066
          90     1.54971     2.42698   0.0474098
          91     1.53768     2.41721   0.0478854
          92     1.52679     2.40753   0.0483331
          93     1.51703     2.39796   0.0487527
          94     1.50842     2.38849   0.0491439
          95     1.50095     2.37915   0.0495067
          96      1.4946     2.36994   0.0498411
          97     1.48936     2.36086   0.0501472
          98     1.48519     2.35192   0.0504253
          99     1.48205     2.34314   0.0506756
         100     1.47991      2.3345   0.0508988
         101     1.47871     2.32603   0.0510953
         102     1.47838     2.31772   0.0512657
         103     1.47886     2.30958   0.0514108
         104     1.48007      2.3016   0.0515315
         105     1.48195     2.29379   0.0516286
         106     1.48441     2.28616   0.0517031
         107     1.48738     2.27869    0.051756
         108     1.49078      2.2714   0.0517884
         109     1.49454     2.26427   0.0518014
         110     1.49857     2.25731    0.051796
         111      1.5028     2.25051   0.0517735
         112     1.50718     2.24388   0.0517349
         113     1.51164      2.2374   0.0516813
         114     1.51612     2.23107   0.0516138
         115     1.52057     2.22489   0.0515334
         116     1.52496     2.21886   0.0514412
         117     1.52924     2.21296   0.0513381
         118     1.53339      2.2072    0.051225
         119     1.53738     2.20157   0.0511029
         120      1.5412     2.19607   0.0509725
         121     1.54482     2.19069   0.0508346
         122     1.54825     2.18542   0.0506899
         123     1.55147     2.18027   0.0505391
         124     1.55449     2.17522   0.0503829
         125     1.55731     2.17028   0.0502218
         126     1.55994     2.16544   0.0500562
         127     1.56239     2.16069   0.0498868
         128     1.56467     2.15603   0.0497139
         129     1.56679     2.15146   0.0495379
         130     1.56877     2.14698   0.0493592
         131     1.57062     2.14258   0.0491781
         132     1.57235     2.13826   0.0489949
         133     1.57397     2.13402   0.0488099
         134     1.57552     2.12985   0.0486233
         135     1.57699     2.12575   0.0484353
         136     1.57839     2.12173    0.048246
         137     1.57975     2.11777   0.0480558
         138     1.58106     2.11388   0.0478647
         139     1.58234     2.11006   0.0476729
         140     1.58358      2.1063   0.0474804
         141      1.5848      2.1026   0.0472875
         142     1.58599     2.09896   0.0470942
         143     1.58716     2.09538   0.0469007
         144      1.5883     2.09186    0.046707
         145     1.58941      2.0884   0.0465133
         146     1.59049     2.08499   0.0463195
         147     1.59154     2.08163   0.0461259
         148     1.59255     2.07833   0.0459325
         149     1.59352     2.07507   0.0457393
         150     1.59445     2.07187   0.0455465
         151     1.59534     2.06871    0.045354
         152     1.59618      2.0656   0.0451621
         153     1.59697     2.06254   0.0449706
         154     1.59771     2.05952   0.0447798
         155     1.59841     2.05655   0.0445896
         156     1.59907     2.05362   0.0444001
         157      1.5997     2.05072   0.0442113
         158      1.6003     2.04787   0.0440233
         159     1.60089     2.04506   0.0438361
         160     1.60147     2.04229   0.0436497
         161     1.60206     2.03956   0.0434642
         162     1.60268     2.03686   0.0432795
         163     1.60332      2.0342   0.0430956
         164     1.60401     2.03158   0.0429126
         165     1.60475     2.02899   0.0427304
         166     1.60556     2.02644    0.042549
