#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.201492    0.201492           0
           2    0.200593    0.201043 0.000317558
           3    0.198828    0.200304 0.000638921
           4     0.19438    0.198823  0.00136933
           5    0.196723    0.198403   0.0011581
           6    0.195239    0.197876  0.00107846
           7    0.196718     0.19771  0.00093698
           8    0.201349    0.198165 0.000923658
           9    0.197159    0.198053 0.000827762
          10    0.195973    0.197845 0.000770679
          11    0.192761    0.197383 0.000827681
          12    0.197205    0.197368 0.000758841
          13    0.197658    0.197391 0.000700796
          14    0.196513    0.197328 0.000653538
          15    0.194726    0.197154 0.000632569
          16    0.198116    0.197215 0.000595882
          17    0.198023    0.197262 0.000562727
          18    0.195256    0.197151  0.00054239
          19    0.193836    0.196976 0.000541173
          20    0.198103    0.197033 0.000517041
          21    0.197484    0.197054 0.000492868
          22    0.198918    0.197139 0.000477693
          23    0.195292    0.197059 0.000463621
          24    0.197033    0.197058 0.000444305
          25    0.196858     0.19705 0.000426604
          26    0.197564    0.197069 0.000410656
          27    0.196685    0.197055 0.000395692
          28    0.192422     0.19689 0.000414715
          29    0.197214    0.196901 0.000400565
          30    0.198297    0.196947 0.000389908
          31    0.198432    0.196995  0.00038026
          32    0.195458    0.196947 0.000371399
          33    0.197447    0.196962 0.000360453
          34     0.19446    0.196889 0.000357289
          35    0.198427    0.196933 0.000349774
          36    0.197009    0.196935 0.000340064
          37    0.197734    0.196956 0.000331559
          38    0.192711    0.196845 0.000341141
          39    0.196655     0.19684 0.000332428
          40    0.195727    0.196812  0.00032528
          41    0.194423    0.196754 0.000322525
          42    0.194458    0.196699 0.000319444
          43    0.196831    0.196702 0.000312029
          44    0.197584    0.196722  0.00030558
          45    0.196395    0.196715 0.000298876
          46     0.19981    0.196782 0.000299857
          47    0.198841    0.196826  0.00029666
          48     0.19494    0.196787 0.000293069
          49    0.196287    0.196777 0.000287265
          50    0.194307    0.196727 0.000285735
