#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.462628   -0.462628           0
           2   -0.459796   -0.461212  0.00100126
           3   -0.461452   -0.461292 0.000670697
           4   -0.462408   -0.461571 0.000558044
           5   -0.463264    -0.46191 0.000539467
           6   -0.461616   -0.461861 0.000451769
           7   -0.463936   -0.462157 0.000474646
           8   -0.464092   -0.462399 0.000472937
           9   -0.462692   -0.462432 0.000421508
          10   -0.460612    -0.46225 0.000416784
          11   -0.462808     -0.4623 0.000381973
          12   -0.462612   -0.462326 0.000351024
          13    -0.46208   -0.462307 0.000324533
          14   -0.463164   -0.462369 0.000307066
          15    -0.46144   -0.462307 0.000292769
          16    -0.46274   -0.462334  0.00027572
          17     -0.4626   -0.462349 0.000259946
          18     -0.4641   -0.462447 0.000263069
          19   -0.461696   -0.462407 0.000252173
          20   -0.462272     -0.4624 0.000239655
          21   -0.461908   -0.462377 0.000229387
          22   -0.464056   -0.462453 0.000231309
          23   -0.460876   -0.462385 0.000231194
          24   -0.462024    -0.46237 0.000222049
          25   -0.461328   -0.462328 0.000217041
          26   -0.460544   -0.462259 0.000219271
          27   -0.460464   -0.462193 0.000221003
          28   -0.463272   -0.462231 0.000216444
          29   -0.462688   -0.462247 0.000209552
          30   -0.460212   -0.462179 0.000213266
          31   -0.463644   -0.462227 0.000211555
          32    -0.46226   -0.462228 0.000204947
          33    -0.46172   -0.462212 0.000199312
          34    -0.46272   -0.462227 0.000194009
          35   -0.461572   -0.462208 0.000189367
          36   -0.462024   -0.462203 0.000184176
          37   -0.463484   -0.462238 0.000182422
          38   -0.463064    -0.46226 0.000178912
          39   -0.461528   -0.462241 0.000175305
          40   -0.460932   -0.462208  0.00017395
          41   -0.463292   -0.462235 0.000171704
          42   -0.461832   -0.462225 0.000167883
          43    -0.46314   -0.462246 0.000165322
          44   -0.460916   -0.462216 0.000164306
          45   -0.463496   -0.462245 0.000163098
          46   -0.462224   -0.462244 0.000159553
          47   -0.462384   -0.462247 0.000156186
          48   -0.460976   -0.462221 0.000155161
          49   -0.461564   -0.462207 0.000152571
          50   -0.461176   -0.462187 0.000150908
