0 0
1 25
2 21
3 16
4 8
5 20
6 6
7 23
8 10
9 33
10 31
11 7
12 32
13 9
14 11
15 1
16 24
17 30
18 15
19 28
20 22
21 12
22 26
23 5
24 14
25 4
26 3
27 17
28 27
29 2
30 18
31 29
32 19
33 13
34 0
