#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.88075     1.88075           0
           2     1.90965      1.8952   0.0102189
           3     1.88053     1.89031  0.00789584
           4     1.90046     1.89285  0.00631611
           5     1.90069     1.89442  0.00524422
           6     1.86067     1.88879  0.00674213
           7     1.94551      1.8969  0.00946935
           8     1.88257     1.89511  0.00845326
           9     1.92067     1.89795  0.00797685
          10     1.90493     1.89864  0.00720968
          11     1.84968     1.89419  0.00780847
          12     1.90285     1.89491  0.00719105
          13     1.82207     1.88931  0.00854657
          14      1.8635     1.88747  0.00813257
          15     1.86172     1.88575  0.00776945
          16     1.88686     1.88582  0.00728417
          17     1.87075     1.88493  0.00690945
          18     1.92918     1.88739  0.00694905
          19     1.84534     1.88518  0.00692681
          20     1.89112     1.88547  0.00658684
          21     1.88522     1.88546  0.00627319
          22     1.92929     1.88745  0.00629645
          23     1.96179     1.89069  0.00680175
          24     1.84814     1.88891  0.00674543
          25     1.95441     1.89153  0.00696584
          26     1.96406     1.89432  0.00723494
          27     1.93118     1.89569  0.00709461
          28     1.95679     1.89787  0.00716902
          29     1.86422     1.89671   0.0070151
          30     1.87199     1.89589   0.0068295
          31     1.83896     1.89405  0.00685164
          32     1.86034       1.893  0.00671801
          33      1.9103     1.89352  0.00653486
          34     1.90943     1.89399  0.00635939
          35     1.96234     1.89594   0.0064706
          36     1.98968     1.89855  0.00679465
          37     1.90831     1.89881  0.00661614
          38     1.81834     1.89669  0.00677244
          39       1.919     1.89726  0.00662289
          40     1.98432     1.89944   0.0068055
          41     1.94385     1.90052  0.00672515
          42     1.89367     1.90036    0.006567
          43     1.91102     1.90061  0.00641896
          44     1.88522     1.90026  0.00628259
          45     1.96945      1.9018  0.00632836
          46     1.91205     1.90202  0.00619471
          47     1.94735     1.90298  0.00613753
          48      1.8956     1.90283  0.00601159
          49     1.93311     1.90345  0.00592058
          50      2.0117     1.90561  0.00618538
