#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.528972   -0.528972           0
           2   -0.526988    -0.52798  0.00070145
           3   -0.528724   -0.528228 0.000509592
           4   -0.529216   -0.528475 0.000437983
           5   -0.530188   -0.528818 0.000465478
           6   -0.527184   -0.528545 0.000460695
           7   -0.529832   -0.528729 0.000429989
           8   -0.527976   -0.528635 0.000386409
           9   -0.527436   -0.528502  0.00036572
          10    -0.52718    -0.52837 0.000352225
          11    -0.52818   -0.528352 0.000320626
          12   -0.529448   -0.528444 0.000306631
          13   -0.529268   -0.528507 0.000289527
          14    -0.52558   -0.528298  0.00033596
          15   -0.527684   -0.528257 0.000316046
          16   -0.530176   -0.528377 0.000318237
          17   -0.528752   -0.528399 0.000300281
          18   -0.527956   -0.528374 0.000284606
          19   -0.529424    -0.52843 0.000274935
          20   -0.525992   -0.528308 0.000286936
          21   -0.529668   -0.528373 0.000280488
          22   -0.530344   -0.528462 0.000281689
          23   -0.528452   -0.528462 0.000269442
          24   -0.527244   -0.528411 0.000262949
          25   -0.530684   -0.528502 0.000267689
          26   -0.530592   -0.528582 0.000269193
          27   -0.527596   -0.528546  0.00026169
          28   -0.528732   -0.528552 0.000252428
          29    -0.52742   -0.528513 0.000246726
          30   -0.528204   -0.528503 0.000238717
          31   -0.530356   -0.528563 0.000238382
          32   -0.527268   -0.528522 0.000234342
          33   -0.528484   -0.528521 0.000227243
          34   -0.526808   -0.528471 0.000226077
          35   -0.528044   -0.528459 0.000219947
          36   -0.529436   -0.528486 0.000215506
          37   -0.527236   -0.528452 0.000212312
          38   -0.528352   -0.528449 0.000206741
          39   -0.528784   -0.528458 0.000201618
          40   -0.530088   -0.528499 0.000200654
          41   -0.529348   -0.528519 0.000196826
          42   -0.528292   -0.528514 0.000192214
          43    -0.52686   -0.528476 0.000191554
          44   -0.527604   -0.528456 0.000188222
          45   -0.529688   -0.528483 0.000186021
          46   -0.527644   -0.528465 0.000182869
          47   -0.529336   -0.528483 0.000179915
          48   -0.529048   -0.528495 0.000176551
          49    -0.52934   -0.528512 0.000173788
          50   -0.529008   -0.528522 0.000170594
