#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.462072   -0.462072           0
           2    -0.45928   -0.460676 0.000987121
           3    -0.46214   -0.461164 0.000769307
           4   -0.462272   -0.461441 0.000624862
           5   -0.463464   -0.461846 0.000617131
           6   -0.461808   -0.461839 0.000514308
           7    -0.46196   -0.461857 0.000441124
           8   -0.461836   -0.461854 0.000385991
           9   -0.462084    -0.46188 0.000343948
          10   -0.461464   -0.461838 0.000312053
          11   -0.461016   -0.461763 0.000292496
          12    -0.46406   -0.461955 0.000324758
          13   -0.464768   -0.462171 0.000364825
          14   -0.459832   -0.462004 0.000375077
          15   -0.461756   -0.461987 0.000350436
          16   -0.463124   -0.462059 0.000335656
          17   -0.462092    -0.46206 0.000315917
          18   -0.461724   -0.462042 0.000298919
          19   -0.462692   -0.462076 0.000285139
          20    -0.46146   -0.462045  0.00027254
          21   -0.462328   -0.462059 0.000259894
          22    -0.46194   -0.462053 0.000248137
          23   -0.461844   -0.462044 0.000237515
          24   -0.461972   -0.462041 0.000227638
          25     -0.4627   -0.462068 0.000220052
          26   -0.463064   -0.462106 0.000214901
          27   -0.459432   -0.462007 0.000228623
          28   -0.461992   -0.462006 0.000220459
          29   -0.462896   -0.462037 0.000214981
          30   -0.461124   -0.462007 0.000209958
          31   -0.463356    -0.46205 0.000207649
          32   -0.461884   -0.462045 0.000201225
          33   -0.463156   -0.462079 0.000197924
          34   -0.460836   -0.462042 0.000195447
          35     -0.4618   -0.462035 0.000189985
          36   -0.461768   -0.462028 0.000184853
          37   -0.461244   -0.462006 0.000181066
          38   -0.463784   -0.462053 0.000182243
          39   -0.461764   -0.462046 0.000177721
          40    -0.46266   -0.462061  0.00017394
          41   -0.461892   -0.462057 0.000169747
          42   -0.461204   -0.462037 0.000166916
          43   -0.462248   -0.462042 0.000163106
          44   -0.461876   -0.462038 0.000159443
          45   -0.463552   -0.462072  0.00015941
          46   -0.461328   -0.462055 0.000156762
          47   -0.463504   -0.462086 0.000156427
          48   -0.462636   -0.462098 0.000153587
          49   -0.461308   -0.462082 0.000151296
          50   -0.461836   -0.462077  0.00014835
