#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     1.35777     1.35777           0
           2      1.3414     1.34959  0.00578838
           3     1.34652     1.34856  0.00394799
           4     1.33192      1.3444  0.00466412
           5     1.33361     1.34225  0.00420092
           6     1.33772     1.34149  0.00356778
           7     1.34258     1.34165  0.00306147
           8     1.34746     1.34237  0.00276374
           9     1.36713     1.34512  0.00357207
          10     1.34713     1.34532  0.00322049
          11     1.37928     1.34841  0.00415112
          12     1.36995     1.35021  0.00417538
          13     1.31893      1.3478  0.00449405
          14     1.34433     1.34755  0.00417989
          15     1.34268     1.34723  0.00391385
          16     1.36665     1.34844  0.00385292
          17     1.35876     1.34905  0.00367379
          18     1.38012     1.35078  0.00385399
          19     1.33552     1.34997  0.00373387
          20     1.34558     1.34975  0.00355362
          21     1.33085     1.34885  0.00349657
          22     1.35486     1.34913  0.00334827
          23     1.39792     1.35125  0.00381602
          24     1.35239     1.35129  0.00365731
          25     1.37562     1.35227  0.00363812
          26     1.38451     1.35351  0.00370354
          27     1.39026     1.35487  0.00380832
          28     1.36286     1.35515  0.00368298
          29     1.36714     1.35557   0.0035791
          30     1.39218     1.35679  0.00366198
          31     1.34335     1.35635  0.00356942
          32     1.36192     1.35653  0.00346211
          33     1.36279     1.35672   0.0033624
          34     1.34373     1.35634  0.00328513
          35     1.40075     1.35761  0.00342765
          36     1.40596     1.35895  0.00358595
          37     1.35613     1.35887  0.00348984
          38     1.30682      1.3575  0.00365698
          39     1.38951     1.35832  0.00365416
          40     1.43597     1.36026  0.00404566
          41     1.36031     1.36027  0.00394698
          42     1.33397     1.35964  0.00390234
          43     1.34943      1.3594   0.0038188
          44     1.37844     1.35983  0.00375645
          45      1.4225     1.36123  0.00392262
          46     1.41147     1.36232  0.00398654
          47     1.38209     1.36274  0.00392384
          48     1.34525     1.36238  0.00385898
          49     1.35432     1.36221  0.00378372
          50     1.38836     1.36273  0.00374402
