#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1       2.025       2.025           0
           2     2.02493     2.02496 2.57666e-05
           3     2.02471     2.02488 7.14507e-05
           4     2.02435     2.02475 0.000127351
           5     2.02384     2.02456  0.00019198
           6     2.02318     2.02433 0.000264416
           7     2.02238     2.02405 0.000344059
           8     2.02142     2.02372 0.000430502
           9     2.02031     2.02335 0.000523472
          10     2.01905     2.02292 0.000622792
          11     2.01763     2.02244 0.000728357
          12     2.01604      2.0219 0.000840124
          13     2.01429     2.02132 0.000958059
          14     2.01237     2.02068  0.00108216
          15     2.01026     2.01998  0.00121252
          16     2.00797     2.01923  0.00134923
          17     2.00549     2.01842  0.00149241
          18     2.00282     2.01756  0.00164216
          19     1.99994     2.01663  0.00179868
          20     1.99684     2.01564  0.00196218
          21     1.99352     2.01459  0.00213289
          22     1.98996     2.01347  0.00231105
          23     1.98616     2.01228  0.00249693
          24     1.98211     2.01102  0.00269079
          25     1.97779     2.00969  0.00289293
          26     1.97319     2.00829  0.00310364
          27     1.96831     2.00681  0.00332323
          28     1.96312     2.00525  0.00355205
          29     1.95761     2.00361  0.00379041
          30     1.95178     2.00188  0.00403865
          31      1.9456     2.00006  0.00429709
          32     1.93906     1.99816   0.0045661
          33     1.93215     1.99616  0.00484604
          34     1.92485     1.99406  0.00513728
          35     1.91715     1.99186  0.00544021
          36     1.90902     1.98956   0.0057552
          37     1.90046     1.98715  0.00608259
          38     1.89146     1.98463  0.00642271
          39     1.88199       1.982  0.00677587
          40     1.87204     1.97925  0.00714237
          41     1.86161     1.97638  0.00752248
          42     1.85068     1.97339  0.00791645
          43     1.83923     1.97027  0.00832449
          44     1.82727     1.96702  0.00874677
          45     1.81478     1.96364  0.00918342
          46     1.80176     1.96012  0.00963449
          47      1.7882     1.95646      0.0101
          48     1.77411     1.95266     0.01058
          49     1.75949     1.94872   0.0110742
          50     1.74436     1.94463   0.0115824
          51     1.72871      1.9404   0.0121044
          52     1.71256     1.93602   0.0126399
          53     1.69593     1.93149   0.0131882
          54     1.67884     1.92681   0.0137489
          55     1.66131     1.92198   0.0143212
          56     1.64338     1.91701   0.0149046
          57     1.62508     1.91188   0.0154981
          58     1.60644     1.90662   0.0161008
          59      1.5875     1.90121   0.0167117
          60     1.56831     1.89566   0.0173297
          61      1.5489     1.88998   0.0179538
          62     1.52932     1.88416   0.0185827
          63     1.50961     1.87821   0.0192153
          64     1.48982     1.87215   0.0198502
          65        1.47     1.86596   0.0204863
          66     1.45019     1.85966   0.0211223
          67     1.43045     1.85325   0.0217568
          68      1.4108     1.84675   0.0223886
          69      1.3913     1.84015   0.0230166
          70     1.37198     1.83346   0.0236395
          71      1.3529     1.82669   0.0242562
          72     1.33408     1.81985   0.0248655
          73     1.31557     1.81294   0.0254664
          74      1.2974     1.80597   0.0260578
          75     1.27961     1.79895   0.0266387
          76     1.26223     1.79189   0.0272082
          77     1.24531     1.78479   0.0277654
          78     1.22886     1.77767   0.0283094
          79     1.21294     1.77052   0.0288395
          80     1.19757     1.76336   0.0293548
          81     1.18278     1.75619   0.0298546
          82     1.16861     1.74902   0.0303383
          83     1.15508     1.74187   0.0308051
          84     1.14223     1.73473   0.0312546
          85     1.13009     1.72762    0.031686
          86     1.11868     1.72053    0.032099
          87     1.10802     1.71349    0.032493
          88     1.09815      1.7065   0.0328675
          89     1.08907     1.69956   0.0332223
          90      1.0808     1.69269    0.033557
          91     1.07336     1.68588   0.0338714
          92     1.06675     1.67915   0.0341652
          93     1.06097     1.67251   0.0344384
          94     1.05601     1.66595   0.0346909
          95     1.05186     1.65948   0.0349228
          96     1.04851     1.65312   0.0351342
          97     1.04592     1.64686   0.0353252
          98     1.04407     1.64071   0.0354962
          99     1.04292     1.63467   0.0356475
         100     1.04243     1.62875   0.0357797
         101     1.04254     1.62294   0.0358931
         102     1.04321     1.61726   0.0359884
         103     1.04438      1.6117   0.0360662
         104     1.04599     1.60626   0.0361273
         105     1.04799     1.60094   0.0361723
         106     1.05031     1.59575   0.0362021
         107      1.0529     1.59067   0.0362176
         108      1.0557     1.58572   0.0362194
         109     1.05866     1.58089   0.0362084
         110     1.06172     1.57617   0.0361855
         111     1.06485     1.57156   0.0361516
         112     1.06799     1.56706   0.0361073
         113     1.07112     1.56267   0.0360535
         114      1.0742     1.55839    0.035991
         115      1.0772     1.55421   0.0359204
         116     1.08009     1.55012   0.0358425
         117     1.08288     1.54612    0.035758
         118     1.08553     1.54222   0.0356673
         119     1.08803      1.5384   0.0355712
         120      1.0904     1.53467   0.0354702
         121     1.09261     1.53102   0.0353647
         122     1.09468     1.52744   0.0352552
         123      1.0966     1.52394   0.0351422
         124     1.09838     1.52051   0.0350259
         125     1.10003     1.51714   0.0349069
         126     1.10156     1.51384   0.0347853
         127     1.10298     1.51061   0.0346615
         128      1.1043     1.50743   0.0345358
         129     1.10552     1.50432   0.0344083
         130     1.10667     1.50126   0.0342793
         131     1.10776     1.49826    0.034149
         132     1.10879     1.49531   0.0340175
         133     1.10977     1.49241    0.033885
         134     1.11071     1.48956   0.0337517
         135     1.11163     1.48676   0.0336176
         136     1.11252     1.48401   0.0334828
         137      1.1134      1.4813   0.0333475
         138     1.11426     1.47864   0.0332118
         139      1.1151     1.47603   0.0330756
         140     1.11594     1.47346   0.0329392
         141     1.11676     1.47093   0.0328026
         142     1.11757     1.46844   0.0326659
         143     1.11836     1.46599    0.032529
         144     1.11913     1.46358   0.0323922
         145     1.11989     1.46121   0.0322554
         146     1.12062     1.45888   0.0321187
         147     1.12132     1.45658   0.0319822
         148       1.122     1.45432   0.0318459
         149     1.12264     1.45209   0.0317099
         150     1.12325      1.4499   0.0315742
         151     1.12382     1.44774   0.0314389
         152     1.12437     1.44561   0.0313039
         153     1.12488     1.44352   0.0311694
         154     1.12537     1.44145   0.0310354
         155     1.12583     1.43942   0.0309019
         156     1.12629     1.43741    0.030769
         157     1.12673     1.43543   0.0306365
         158     1.12718     1.43348   0.0305047
         159     1.12764     1.43156   0.0303734
         160     1.12811     1.42966   0.0302427
         161     1.12862     1.42779   0.0301126
         162     1.12916     1.42595   0.0299831
         163     1.12975     1.42413   0.0298542
         164     1.13038     1.42234   0.0297259
         165     1.13107     1.42057   0.0295981
         166     1.13181     1.41883   0.0294708
         167     1.13261     1.41712   0.0293442
         168     1.13345     1.41543    0.029218
         169     1.13434     1.41377   0.0290924
         170     1.13526     1.41213   0.0289674
         171     1.13619     1.41052   0.0288429
         172     1.13713     1.40893    0.028719
         173     1.13806     1.40736   0.0285956
         174     1.13897     1.40582   0.0284729
         175     1.13982      1.4043   0.0283507
         176     1.14061      1.4028   0.0282292
         177     1.14132     1.40132   0.0281083
         178     1.14193     1.39987   0.0279881
         179     1.14242     1.39843   0.0278687
         180     1.14278     1.39701   0.0277501
         181     1.14301      1.3956   0.0276322
         182     1.14309     1.39422   0.0275152
         183     1.14301     1.39284   0.0273991
         184     1.14277     1.39148   0.0272838
         185     1.14238     1.39014   0.0271696
         186     1.14184      1.3888   0.0270563
         187     1.14114     1.38748    0.026944
         188     1.14031     1.38616   0.0268327
         189     1.13934     1.38486   0.0267225
         190     1.13826     1.38356   0.0266133
         191     1.13707     1.38227   0.0265053
         192     1.13579     1.38099   0.0263983
         193     1.13444     1.37971   0.0262924
         194     1.13303     1.37844   0.0261876
         195     1.13158     1.37717   0.0260839
         196      1.1301     1.37591   0.0259813
         197     1.12861     1.37465   0.0258797
         198     1.12713      1.3734   0.0257792
         199     1.12567     1.37216   0.0256797
         200     1.12424     1.37092   0.0255812
         201     1.12286     1.36969   0.0254836
         202     1.12154     1.36846   0.0253871
         203     1.12028     1.36723   0.0252914
         204     1.11911     1.36602   0.0251967
         205     1.11803     1.36481   0.0251028
         206     1.11705     1.36361   0.0250097
         207     1.11617     1.36241   0.0249175
         208      1.1154     1.36122   0.0248259
         209     1.11476     1.36004   0.0247352
         210     1.11423     1.35887   0.0246451
         211     1.11384     1.35771   0.0245556
         212     1.11359     1.35656   0.0244668
         213     1.11348     1.35542   0.0243785
         214     1.11352     1.35429   0.0242908
         215     1.11372     1.35317   0.0242035
         216      1.1141     1.35206   0.0241168
         217     1.11464     1.35097   0.0240304
         218     1.11537     1.34989   0.0239445
         219      1.1163     1.34882   0.0238589
         220     1.11742     1.34777   0.0237736
         221     1.11875     1.34673   0.0236886
         222      1.1203     1.34571   0.0236039
         223     1.12206     1.34471   0.0235193
         224     1.12404     1.34373    0.023435
         225     1.12623     1.34276   0.0233507
         226     1.12865     1.34181   0.0232666
         227     1.13127     1.34088   0.0231826
         228     1.13409     1.33998   0.0230987
         229      1.1371     1.33909   0.0230148
         230     1.14027     1.33823   0.0229309
         231      1.1436     1.33738   0.0228471
         232     1.14707     1.33656   0.0227634
         233     1.15064     1.33577   0.0226797
         234     1.15429     1.33499    0.022596
         235     1.15801     1.33424   0.0225124
         236     1.16175     1.33351   0.0224289
         237     1.16549      1.3328   0.0223454
         238     1.16921     1.33211   0.0222621
         239     1.17287     1.33144   0.0221789
         240     1.17646      1.3308   0.0220959
         241     1.17995     1.33017   0.0220131
         242     1.18333     1.32957   0.0219305
         243     1.18656     1.32898   0.0218481
         244     1.18965     1.32841   0.0217661
         245     1.19257     1.32785   0.0216843
         246     1.19531     1.32731   0.0216028
         247     1.19788     1.32679   0.0215217
         248     1.20025     1.32628    0.021441
         249     1.20244     1.32578   0.0213607
         250     1.20443      1.3253   0.0212807
         251     1.20624     1.32482   0.0212012
         252     1.20786     1.32436   0.0211222
         253     1.20931      1.3239   0.0210436
         254     1.21058     1.32346   0.0209655
         255     1.21169     1.32302   0.0208878
         256     1.21263     1.32259   0.0208107
         257     1.21343     1.32216    0.020734
         258     1.21409     1.32174   0.0206579
         259     1.21462     1.32133   0.0205823
         260     1.21502     1.32092   0.0205072
         261     1.21532     1.32052   0.0204326
         262     1.21551     1.32012   0.0203585
         263      1.2156     1.31972    0.020285
         264     1.21561     1.31932    0.020212
         265     1.21553     1.31893   0.0201395
         266     1.21539     1.31854   0.0200676
         267     1.21518     1.31816   0.0199962
         268     1.21492     1.31777   0.0199253
         269      1.2146     1.31739   0.0198549
         270     1.21424       1.317    0.019785
         271     1.21383     1.31662   0.0197157
         272     1.21338     1.31624   0.0196468
         273      1.2129     1.31587   0.0195785
         274     1.21239     1.31549   0.0195107
         275     1.21184     1.31511   0.0194434
         276     1.21127     1.31474   0.0193766
         277     1.21067     1.31436   0.0193103
         278     1.21004     1.31398   0.0192445
         279     1.20937     1.31361   0.0191791
         280     1.20868     1.31323   0.0191143
         281     1.20796     1.31286     0.01905
         282      1.2072     1.31249   0.0189861
         283     1.20641     1.31211   0.0189227
         284     1.20558     1.31174   0.0188598
         285      1.2047     1.31136   0.0187973
         286     1.20378     1.31098   0.0187354
         287     1.20281     1.31061   0.0186739
         288     1.20179     1.31023   0.0186129
         289     1.20071     1.30985   0.0185523
         290     1.19956     1.30947   0.0184923
         291     1.19835     1.30909   0.0184327
         292     1.19708      1.3087   0.0183735
         293     1.19573     1.30832   0.0183149
         294      1.1943     1.30793   0.0182567
         295      1.1928     1.30754   0.0181989
         296     1.19122     1.30715   0.0181417
         297     1.18956     1.30675   0.0180849
         298     1.18782     1.30635   0.0180287
         299     1.18601     1.30595   0.0179729
         300     1.18411     1.30554   0.0179175
         301     1.18214     1.30513   0.0178627
         302      1.1801     1.30472   0.0178083
         303     1.17799      1.3043   0.0177545
         304     1.17583     1.30388   0.0177011
         305      1.1736     1.30345   0.0176482
         306     1.17133     1.30302   0.0175958
         307     1.16901     1.30258   0.0175439
         308     1.16666     1.30214   0.0174925
         309     1.16428      1.3017   0.0174416
         310     1.16188     1.30125   0.0173912
         311     1.15946     1.30079   0.0173412
         312     1.15703     1.30033   0.0172918
         313     1.15459     1.29986   0.0172428
         314     1.15215     1.29939   0.0171943
         315     1.14971     1.29892   0.0171463
         316     1.14727     1.29844   0.0170987
         317     1.14484     1.29795   0.0170516
         318     1.14241     1.29746    0.017005
         319     1.13998     1.29697   0.0169589
         320     1.13755     1.29647   0.0169132
         321     1.13512     1.29597    0.016868
         322     1.13268     1.29546   0.0168232
         323     1.13024     1.29495   0.0167789
         324     1.12779     1.29443   0.0167351
         325     1.12533     1.29391   0.0166917
         326     1.12286     1.29339   0.0166487
         327     1.12037     1.29286   0.0166062
         328     1.11788     1.29233   0.0165641
         329     1.11537     1.29179   0.0165225
         330     1.11286     1.29125   0.0164813
         331     1.11034      1.2907   0.0164406
         332     1.10783     1.29015   0.0164003
         333     1.10532     1.28959   0.0163604
         334     1.10284     1.28904    0.016321
         335     1.10039     1.28847    0.016282
         336     1.09798     1.28791   0.0162434
         337     1.09563     1.28733   0.0162052
         338     1.09335     1.28676   0.0161675
