#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1      3.0375      3.0375           0
           2     3.03739     3.03745 3.86499e-05
           3     3.03706     3.03732 0.000107176
           4     3.03652     3.03712 0.000191026
           5     3.03575     3.03684  0.00028797
           6     3.03477      3.0365 0.000396624
           7     3.03356     3.03608 0.000516088
           8     3.03213     3.03559 0.000645753
           9     3.03047     3.03502 0.000785208
          10     3.02858     3.03437 0.000934187
          11     3.02644     3.03365  0.00109254
          12     3.02407     3.03285  0.00126019
          13     3.02144     3.03198  0.00143709
          14     3.01855     3.03102  0.00162324
          15     3.01539     3.02997  0.00181878
          16     3.01196     3.02885  0.00202385
          17     3.00824     3.02764  0.00223861
          18     3.00423     3.02634  0.00246324
          19      2.9999     3.02494  0.00269802
          20     2.99526     3.02346  0.00294327
          21     2.99028     3.02188  0.00319933
          22     2.98494      3.0202  0.00346658
          23     2.97924     3.01842   0.0037454
          24     2.97317     3.01653  0.00403619
          25     2.96669     3.01454  0.00433939
          26     2.95979     3.01244  0.00465546
          27     2.95246     3.01021  0.00498485
          28     2.94468     3.00787  0.00532807
          29     2.93642     3.00541  0.00568562
          30     2.92766     3.00282  0.00605798
          31      2.9184     3.00009  0.00644564
          32     2.90859     2.99724  0.00684915
          33     2.89823     2.99424  0.00726906
          34     2.88728     2.99109  0.00770592
          35     2.87572     2.98779  0.00816031
          36     2.86354     2.98434   0.0086328
          37      2.8507     2.98073  0.00912389
          38     2.83719     2.97695  0.00963406
          39     2.82298       2.973   0.0101638
          40     2.80807     2.96888   0.0107136
          41     2.79242     2.96458   0.0112837
          42     2.77601     2.96009   0.0118747
          43     2.75885     2.95541   0.0124867
          44      2.7409     2.95053   0.0131202
          45     2.72217     2.94546   0.0137751
          46     2.70264     2.94018   0.0144517
          47      2.6823     2.93469   0.0151501
          48     2.66117     2.92899     0.01587
          49     2.63924     2.92308   0.0166113
          50     2.61653     2.91695   0.0173737
          51     2.59306      2.9106   0.0181567
          52     2.56883     2.90403   0.0189598
          53     2.54389     2.89723   0.0197823
          54     2.51825     2.89021   0.0206233
          55     2.49197     2.88297   0.0214819
          56     2.46507     2.87551   0.0223569
          57     2.43762     2.86783   0.0232471
          58     2.40966     2.85993   0.0241511
          59     2.38126     2.85181   0.0250675
          60     2.35246     2.84349   0.0259946
          61     2.32335     2.83497   0.0269307
          62     2.29397     2.82624   0.0278741
          63     2.26441     2.81732   0.0288229
          64     2.23473     2.80822   0.0297754
          65       2.205     2.79894   0.0307295
          66     2.17529     2.78949   0.0316834
          67     2.14567     2.77988   0.0326352
          68      2.1162     2.77012    0.033583
          69     2.08695     2.76022    0.034525
          70     2.05798     2.75019   0.0354593
          71     2.02935     2.74003   0.0363843
          72     2.00112     2.72977   0.0372983
          73     1.97335     2.71941   0.0381996
          74      1.9461     2.70896   0.0390866
          75     1.91941     2.69843    0.039958
          76     1.89335     2.68784   0.0408123
          77     1.86796     2.67719   0.0416481
          78      1.8433      2.6665   0.0424641
          79     1.81941     2.65578   0.0432592
          80     1.79635     2.64503   0.0440322
          81     1.77417     2.63428   0.0447819
          82     1.75291     2.62354   0.0455074
          83     1.73262      2.6128   0.0462077
          84     1.71335     2.60209   0.0468819
          85     1.69513     2.59142   0.0475291
          86     1.67802      2.5808   0.0481485
          87     1.66203     2.57024   0.0487394
          88     1.64722     2.55975   0.0493013
          89      1.6336     2.54935   0.0498335
          90      1.6212     2.53903   0.0503355
          91     1.61004     2.52883   0.0508071
          92     1.60012     2.51873   0.0512478
          93     1.59145     2.50876   0.0516576
          94     1.58401     2.49892   0.0520364
          95     1.57779     2.48923   0.0523842
          96     1.57276     2.47968   0.0527013
          97     1.56888     2.47029   0.0529878
          98     1.56611     2.46106   0.0532443
          99     1.56439     2.45201   0.0534713
         100     1.56364     2.44312   0.0536695
         101     1.56382     2.43442   0.0538396
         102     1.56482     2.42589   0.0539825
         103     1.56657     2.41755   0.0540993
         104     1.56899     2.40939   0.0541909
         105     1.57198     2.40141   0.0542585
         106     1.57547     2.39362   0.0543032
         107     1.57935     2.38601   0.0543263
         108     1.58355     2.37858    0.054329
         109     1.58799     2.37133   0.0543126
         110     1.59258     2.36425   0.0542783
         111     1.59727     2.35734   0.0542273
         112     1.60199     2.35059   0.0541609
         113     1.60668     2.34401   0.0540802
         114      1.6113     2.33758   0.0539864
         115     1.61579     2.33131   0.0538806
         116     1.62014     2.32518   0.0537638
         117     1.62431     2.31919   0.0536369
         118     1.62829     2.31333    0.053501
         119     1.63205     2.30761   0.0533569
         120      1.6356     2.30201   0.0532053
         121     1.63892     2.29653    0.053047
         122     1.64201     2.29116   0.0528828
         123      1.6449     2.28591   0.0527132
         124     1.64757     2.28076   0.0525389
         125     1.65005     2.27571   0.0523603
         126     1.65234     2.27077    0.052178
         127     1.65447     2.26591   0.0519923
         128     1.65645     2.26115   0.0518037
         129     1.65829     2.25648   0.0516125
         130     1.66001     2.25189    0.051419
         131     1.66164     2.24738   0.0512235
         132     1.66318     2.24296   0.0510263
         133     1.66465     2.23861   0.0508276
         134     1.66607     2.23434   0.0506275
         135     1.66745     2.23014   0.0504263
         136     1.66879     2.22601   0.0502242
         137      1.6701     2.22195   0.0500213
         138     1.67139     2.21796   0.0498176
         139     1.67266     2.21404   0.0496135
         140     1.67391     2.21018   0.0494089
         141     1.67514     2.20639   0.0492039
         142     1.67635     2.20266   0.0489988
         143     1.67754     2.19898   0.0487936
         144      1.6787     2.19537   0.0485883
         145     1.67983     2.19182   0.0483831
         146     1.68093     2.18832   0.0481781
         147     1.68198     2.18487   0.0479733
         148     1.68299     2.18148   0.0477689
         149     1.68396     2.17814   0.0475649
         150     1.68487     2.17485   0.0473613
         151     1.68574     2.17161   0.0471583
         152     1.68655     2.16842   0.0469559
         153     1.68732     2.16528   0.0467541
         154     1.68805     2.16218   0.0465531
