#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        1202     1.31221     1.15096   0.0198664
        1203     1.31311      1.1511   0.0198504
        1204     1.38295     1.15129   0.0198348
        1205     1.23846     1.15136   0.0198185
        1206      1.3621     1.15154   0.0198028
        1207     1.12974     1.15152   0.0197864
        1208      1.0147     1.15141   0.0197704
        1209    0.777886      1.1511   0.0197564
        1210     1.01488     1.15098   0.0197404
        1211    0.712893     1.15062   0.0197274
        1212    0.413323     1.15001   0.0197205
        1213    0.550825     1.14952   0.0197105
        1214      1.1095     1.14949   0.0196943
        1215     1.46127     1.14974   0.0196797
        1216     1.22217      1.1498   0.0196636
        1217     1.25336     1.14989   0.0196477
        1218     1.45542     1.15014   0.0196331
        1219     1.88395     1.15074   0.0196263
        1220     1.96928     1.15141   0.0196216
        1221     1.96828     1.15208    0.019617
        1222     1.92019     1.15271    0.019611
        1223     1.66596     1.15313   0.0195994
        1224     1.58545     1.15348   0.0195866
        1225     1.24648     1.15356   0.0195708
        1226     1.28983     1.15367   0.0195551
        1227     1.39992     1.15387   0.0195402
        1228      1.5047     1.15416   0.0195264
        1229      1.1053     1.15412   0.0195105
        1230    0.899324     1.15391   0.0194958
        1231    0.905924     1.15371    0.019481
        1232     1.59759     1.15407   0.0194685
        1233     1.59926     1.15443    0.019456
        1234     1.69688     1.15487   0.0194452
        1235     1.79504     1.15539   0.0194364
        1236     2.17768     1.15621   0.0194383
        1237     1.94406     1.15685    0.019433
        1238     1.90557     1.15746   0.0194267
        1239     1.94128     1.15809   0.0194213
        1240     2.23067     1.15895   0.0194249
        1241     2.38507     1.15994   0.0194344
        1242     2.04675     1.16065   0.0194318
        1243     1.84947     1.16121   0.0194241
        1244     2.18707     1.16203    0.019426
        1245     2.68361     1.16326   0.0194488
        1246     2.24999     1.16413   0.0194527
        1247     1.76984     1.16461   0.0194432
        1248     1.51721      1.1649   0.0194297
        1249     2.04798      1.1656    0.019427
        1250     1.75248     1.16607   0.0194171
        1251     1.08819     1.16601   0.0194017
        1252     1.88995     1.16659   0.0193948
        1253     1.72955     1.16704   0.0193845
        1254     1.72419     1.16748   0.0193742
        1255     1.89669     1.16806   0.0193674
        1256     1.43265     1.16827   0.0193532
        1257     1.61505     1.16863    0.019341
        1258     1.34737     1.16877   0.0193262
        1259     1.25328     1.16884   0.0193109
        1260     1.21971     1.16888   0.0192956
        1261     1.45571     1.16911   0.0192817
        1262     1.11383     1.16906   0.0192665
        1263    0.805029     1.16877   0.0192534
        1264     1.19211     1.16879   0.0192381
        1265     0.84528     1.16854   0.0192246
        1266     1.21609     1.16857   0.0192095
        1267     1.66263     1.16896   0.0191983
        1268     1.34358      1.1691   0.0191836
        1269      1.8133     1.16961   0.0191752
        1270     1.54827     1.16991   0.0191624
        1271     1.70645     1.17033    0.019152
        1272     1.65231     1.17071   0.0191407
        1273     1.43272     1.17092   0.0191268
        1274     1.14765      1.1709   0.0191118
        1275     1.25166     1.17096   0.0190969
        1276     1.57321     1.17128   0.0190845
        1277     1.15339     1.17126   0.0190696
        1278    0.995311     1.17112   0.0190552
        1279     1.31964     1.17124   0.0190406
        1280     1.64995     1.17161   0.0190294
        1281     1.13308     1.17158   0.0190146
        1282     1.63594     1.17195   0.0190032
        1283     1.66338     1.17233   0.0189923
        1284      1.7158     1.17275   0.0189822
        1285     1.81348     1.17325    0.018974
        1286     1.56622     1.17356   0.0189617
        1287      1.3582      1.1737   0.0189475
        1288     1.35711     1.17384   0.0189333
        1289      1.2274     1.17388   0.0189186
        1290     1.49729     1.17413   0.0189056
        1291     1.51131      1.1744   0.0188928
        1292     1.61781     1.17474   0.0188813
        1293      1.3366     1.17486   0.0188671
        1294     1.21032     1.17489   0.0188525
        1295     1.38855     1.17506   0.0188387
        1296     2.31261     1.17593   0.0188446
        1297     1.98904     1.17656   0.0188405
        1298     1.67445     1.17694   0.0188299
        1299     1.72734     1.17737   0.0188202
        1300     1.47691      1.1776   0.0188071
        1301      1.3792     1.17775   0.0187933
        1302     1.03516     1.17764   0.0187792
        1303     1.11727      1.1776   0.0187648
        1304     1.12084     1.17755   0.0187505
        1305     1.29103     1.17764   0.0187363
        1306     1.32838     1.17776   0.0187223
        1307      1.3284     1.17787   0.0187083
        1308     1.74454     1.17831   0.0186991
        1309     1.19958     1.17832   0.0186848
        1310     1.40723      1.1785   0.0186713
        1311    0.910061     1.17829   0.0186582
        1312     0.67005      1.1779    0.018648
        1313    0.886273     1.17768   0.0186351
        1314     1.36367     1.17782   0.0186215
        1315     1.60366     1.17815   0.0186101
        1316     1.91496     1.17871   0.0186044
        1317     1.98533     1.17932   0.0186004
        1318     2.03589     1.17997   0.0185976
        1319     1.56729     1.18026   0.0185858
        1320      1.5283     1.18053   0.0185736
        1321     1.47541     1.18075   0.0185609
        1322      1.7447     1.18118   0.0185518
        1323     1.18019     1.18118   0.0185377
        1324     1.28173     1.18125   0.0185239
        1325     1.09758     1.18119     0.01851
        1326       1.244     1.18124   0.0184961
        1327     1.12407     1.18119   0.0184822
        1328     1.46307     1.18141   0.0184695
        1329     1.60719     1.18173   0.0184584
        1330     1.63649     1.18207   0.0184477
        1331     1.48861      1.1823   0.0184353
        1332     1.53181     1.18256   0.0184233
        1333     1.57505     1.18285   0.0184118
        1334      1.6258     1.18319    0.018401
        1335     1.53721     1.18345   0.0183892
        1336     1.11555      1.1834   0.0183755
        1337    0.705122     1.18304   0.0183652
        1338    0.785055     1.18275   0.0183539
        1339    0.724798      1.1824   0.0183434
        1340    0.590131     1.18196    0.018335
        1341    0.744718     1.18164   0.0183242
        1342    0.343125     1.18101   0.0183212
        1343    0.550536     1.18054   0.0183136
        1344    0.666334     1.18016    0.018304
        1345     1.32627     1.18027   0.0182907
        1346     1.53886     1.18053    0.018279
        1347     1.45094     1.18073   0.0182666
        1348     1.57066     1.18102   0.0182553
        1349     1.94183     1.18159   0.0182505
        1350     1.85226     1.18208   0.0182437
        1351     1.57677     1.18238   0.0182326
        1352      1.4512     1.18258   0.0182202
        1353     1.45921     1.18278   0.0182078
        1354    0.987711     1.18264    0.018195
        1355     1.06217     1.18255   0.0181817
        1356     1.28144     1.18262   0.0181685
        1357     1.28502      1.1827   0.0181553
        1358    0.952998     1.18253   0.0181427
        1359     1.47487     1.18274   0.0181306
        1360      1.4246     1.18292   0.0181181
        1361     1.24113     1.18296   0.0181049
        1362     1.80273     1.18342   0.0180973
        1363     1.38172     1.18356   0.0180846
        1364     1.57859     1.18385   0.0180737
        1365     2.05466     1.18449   0.0180717
        1366     2.30447     1.18531    0.018077
        1367     1.93053     1.18586    0.018072
        1368     2.03863     1.18648   0.0180696
        1369     1.84772     1.18696   0.0180628
        1370     2.14384     1.18766   0.0180631
        1371     2.10146     1.18833   0.0180623
        1372      2.2482      1.1891   0.0180656
        1373     1.89248     1.18961   0.0180597
        1374     1.66062     1.18995   0.0180498
        1375     1.90125     1.19047   0.0180441
        1376      1.6712     1.19082   0.0180344
        1377     1.46973     1.19102   0.0180224
        1378     1.67818     1.19138   0.0180128
        1379      1.8757     1.19187   0.0180066
        1380     1.71782     1.19225   0.0179976
        1381     1.62972     1.19257   0.0179873
        1382     1.69194     1.19293   0.0179779
        1383     1.81498     1.19338   0.0179706
        1384     1.95111     1.19393   0.0179659
        1385     1.73391     1.19432   0.0179572
        1386     1.62042     1.19463   0.0179468
        1387     1.27486     1.19469    0.017934
        1388     1.44881     1.19487    0.017922
        1389     2.13082     1.19554   0.0179218
        1390      1.9754      1.1961   0.0179177
        1391     1.92624     1.19663   0.0179125
        1392     2.06298     1.19725   0.0179104
        1393     1.96759      1.1978   0.0179061
        1394     1.47699       1.198   0.0178944
        1395     1.40953     1.19816   0.0178822
        1396     1.65504     1.19848   0.0178724
        1397     2.01864     1.19907   0.0178692
        1398     1.69186     1.19942   0.0178599
        1399     1.52108     1.19965   0.0178486
        1400     1.51129     1.19987   0.0178373
        1401    0.923295     1.19968   0.0178256
        1402    0.846671     1.19943   0.0178147
        1403    0.777322     1.19912   0.0178045
        1404    0.882299      1.1989   0.0177933
        1405     1.09483     1.19882   0.0177808
        1406     1.30032      1.1989   0.0177683
        1407    0.884927     1.19867    0.017757
        1408     1.20602     1.19868   0.0177444
        1409     1.49506     1.19889   0.0177331
        1410     1.10562     1.19882   0.0177206
        1411     1.02585      1.1987   0.0177085
        1412     1.05269      1.1986   0.0176962
        1413     1.26994     1.19865   0.0176838
        1414     1.34157     1.19875   0.0176716
        1415     1.24253     1.19878   0.0176591
        1416     1.37857     1.19891   0.0176471
        1417     1.11801     1.19885   0.0176347
        1418       1.471     1.19904   0.0176233
        1419     1.68929     1.19939   0.0176143
        1420     1.38186     1.19952   0.0176024
        1421      1.6598     1.19984    0.017593
        1422     1.31306     1.19992   0.0175808
        1423     1.48638     1.20012   0.0175696
        1424     1.50835     1.20034   0.0175586
        1425     1.19355     1.20033   0.0175463
        1426     2.11013     1.20097   0.0175455
        1427     1.81365      1.2014   0.0175385
        1428     1.74591     1.20178   0.0175304
        1429     1.67492     1.20211   0.0175212
        1430     1.74312     1.20249   0.0175131
        1431     1.51391     1.20271   0.0175022
        1432     1.72202     1.20307   0.0174937
        1433     1.52035     1.20329   0.0174829
        1434     1.73551     1.20366   0.0174746
        1435     2.05457     1.20426   0.0174725
        1436     2.24045     1.20498   0.0174752
        1437     2.04158     1.20556   0.0174728
        1438     2.33678     1.20635   0.0174783
        1439     2.20076     1.20704   0.0174798
        1440     2.39184     1.20786   0.0174871
        1441      2.7179     1.20891   0.0175063
        1442     2.80434     1.21001   0.0175291
        1443     2.83659     1.21114   0.0175531
        1444     2.29755     1.21189   0.0175571
        1445     2.44692     1.21275   0.0175657
        1446     2.73531      1.2138   0.0175851
        1447     2.54182     1.21472   0.0175969
        1448     2.63523      1.2157   0.0176121
        1449     2.68795     1.21672   0.0176292
        1450     2.56138     1.21764   0.0176414
        1451     2.14307     1.21828   0.0176408
        1452     2.22095     1.21897   0.0176421
        1453     2.24771     1.21968   0.0176442
        1454     2.33108     1.22044   0.0176486
        1455     2.35058     1.22122   0.0176536
        1456     1.99988     1.22176   0.0176495
        1457     1.95996     1.22226   0.0176447
        1458     1.72049      1.2226   0.0176359
        1459     1.90293     1.22307     0.01763
        1460     1.81578     1.22348   0.0176226
        1461     1.96169     1.22398   0.0176178
        1462     2.20879     1.22466   0.0176186
        1463     2.24093     1.22535   0.0176202
        1464     1.92312     1.22583   0.0176146
        1465     1.62585      1.2261   0.0176047
        1466     1.51016     1.22629   0.0175938
        1467     1.71999     1.22663    0.017585
        1468     1.60569     1.22689   0.0175749
        1469     1.76439     1.22725   0.0175668
        1470     1.47399     1.22742   0.0175556
        1471     1.92054     1.22789     0.01755
        1472     1.94363     1.22838   0.0175448
        1473     2.47345     1.22923   0.0175533
        1474     2.13391     1.22984   0.0175521
        1475     1.99632     1.23036   0.0175479
        1476     2.13159     1.23097   0.0175466
        1477     1.89207     1.23142   0.0175404
        1478      1.7453     1.23176    0.017532
        1479     2.05588     1.23232    0.017529
        1480     2.13422     1.23293   0.0175278
        1481      2.1414     1.23354   0.0175267
        1482     2.19065     1.23419   0.0175267
        1483     2.39713     1.23497   0.0175324
        1484     2.31479      1.2357   0.0175357
        1485     2.39657     1.23648   0.0175413
        1486     2.01242     1.23701   0.0175373
        1487     2.04463     1.23755   0.0175339
        1488     1.52429     1.23774   0.0175232
        1489     2.08993     1.23831   0.0175208
        1490      2.4369     1.23912   0.0175274
        1491     2.10638      1.2397   0.0175253
        1492     2.22009     1.24036   0.0175259
        1493     1.79896     1.24073   0.0175182
        1494     1.97771     1.24122   0.0175134
        1495     2.22287     1.24188    0.017514
        1496     1.76111     1.24223   0.0175057
        1497     1.72926     1.24255    0.017497
        1498     1.46857      1.2427    0.017486
        1499     1.49613     1.24287   0.0174752
        1500     1.46757     1.24302   0.0174641
        1501     1.66159      1.2433   0.0174547
        1502      1.5275     1.24349   0.0174441
        1503     1.70002      1.2438   0.0174352
        1504     1.94304     1.24426   0.0174298
        1505     2.06376      1.2448   0.0174267
        1506      1.8944     1.24524   0.0174205
        1507     1.73202     1.24556   0.0174119
        1508     1.50443     1.24573   0.0174012
        1509      1.8271     1.24612   0.0173939
        1510     1.87912     1.24654   0.0173875
        1511     1.82041     1.24691   0.0173801
        1512     1.77263     1.24726   0.0173721
        1513      1.6286     1.24751   0.0173624
        1514     1.89688     1.24794   0.0173563
        1515     1.71786     1.24825   0.0173476
        1516     2.18215     1.24887   0.0173471
        1517     2.76932     1.24987   0.0173646
        1518     2.70033     1.25083   0.0173794
        1519     2.47827     1.25164   0.0173867
        1520     2.57924     1.25251   0.0173972
        1521     2.23965     1.25316   0.0173979
        1522     2.54795     1.25401   0.0174072
        1523     2.43097     1.25478    0.017413
        1524     1.84978     1.25517   0.0174059
        1525     1.97727     1.25565   0.0174009
        1526     1.52538     1.25582   0.0173904
        1527     1.55526     1.25602   0.0173801
        1528     1.15092     1.25595   0.0173689
        1529     1.35041     1.25601   0.0173577
        1530      1.0443     1.25587   0.0173469
        1531     1.29515      1.2559   0.0173356
        1532     1.63175     1.25614    0.017326
        1533     1.49346      1.2563   0.0173154
        1534     1.65118     1.25656    0.017306
        1535     1.47946      1.2567   0.0172953
        1536     1.59067     1.25692   0.0172854
        1537     1.13112     1.25684   0.0172744
        1538     1.32701     1.25688   0.0172632
        1539     1.14471     1.25681   0.0172521
        1540     1.31261     1.25685    0.017241
        1541     1.63816     1.25709   0.0172316
        1542     1.39425     1.25718   0.0172206
        1543     1.55702     1.25738   0.0172106
        1544     1.72398     1.25768   0.0172021
        1545      1.6858     1.25796   0.0171932
        1546     1.58746     1.25817   0.0171834
        1547     1.46807      1.2583   0.0171728
        1548     1.67324     1.25857   0.0171638
        1549     1.81906     1.25893   0.0171565
        1550     1.28217     1.25895   0.0171455
        1551     1.36555     1.25902   0.0171345
        1552     1.30477     1.25905   0.0171235
        1553     1.54626     1.25923   0.0171135
        1554     1.15665     1.25917   0.0171026
        1555    0.605756     1.25875   0.0170968
        1556     1.18413      1.2587   0.0170859
        1557    0.737575     1.25836   0.0170782
        1558    0.898542     1.25813   0.0170688
        1559      1.0519       1.258   0.0170583
        1560     1.34864     1.25806   0.0170475
        1561     1.77927     1.25839   0.0170398
        1562     1.89665      1.2588   0.0170338
        1563     1.82104     1.25916   0.0170267
        1564      2.0319     1.25966    0.017023
        1565     2.05047     1.26016   0.0170196
        1566     2.66105     1.26106   0.0170323
        1567     2.58194      1.2619   0.0170422
        1568     2.18021     1.26248   0.0170414
        1569      2.1786     1.26307   0.0170406
        1570       1.728     1.26336   0.0170323
        1571     1.96727     1.26381   0.0170273
        1572     2.06321     1.26432   0.0170241
        1573     1.80007     1.26466   0.0170167
        1574     1.88452     1.26505   0.0170104
        1575     1.67597     1.26532   0.0170016
        1576     2.29305     1.26597   0.0170033
        1577     2.03495     1.26646   0.0169995
        1578     2.02759     1.26694   0.0169956
        1579     2.35529     1.26763   0.0169988
        1580     2.26881     1.26826   0.0169999
        1581     1.73511     1.26856   0.0169917
        1582     1.57476     1.26875    0.016982
        1583      1.5026      1.2689    0.016972
        1584     1.30367     1.26892   0.0169613
        1585     1.30724     1.26894   0.0169506
        1586     1.34345     1.26899   0.0169399
        1587     1.34838     1.26904   0.0169293
        1588     1.55191     1.26922   0.0169196
        1589     2.17729     1.26979   0.0169186
        1590      2.2892     1.27043   0.0169201
        1591     2.26214     1.27105    0.016921
        1592     2.30905     1.27171   0.0169229
        1593     2.53155      1.2725   0.0169307
        1594     1.98219     1.27294    0.016926
        1595     1.85532     1.27331   0.0169193
        1596     1.76534     1.27362   0.0169115
        1597     2.01622     1.27408   0.0169073
        1598      1.4946     1.27422   0.0168973
        1599     1.53335     1.27438   0.0168875
        1600     1.62441      1.2746   0.0168784
        1601      1.4696     1.27472   0.0168683
        1602     1.12501     1.27463    0.016858
        1603     1.03913     1.27448   0.0168481
        1604    0.740737     1.27415   0.0168409
        1605    0.694638     1.27379   0.0168343
        1606    0.496763      1.2733   0.0168307
        1607    0.408956     1.27277   0.0168289
        1608    0.701357     1.27241   0.0168222
        1609    0.501962     1.27193   0.0168185
        1610     1.24581     1.27192   0.0168081
        1611     1.36239     1.27197   0.0167977
        1612     1.38264     1.27204   0.0167875
        1613     1.14434     1.27196   0.0167772
        1614     1.03228     1.27181   0.0167675
        1615     1.21493     1.27178   0.0167571
        1616     1.54546     1.27195   0.0167476
        1617     1.40496     1.27203   0.0167375
        1618     1.26759     1.27203   0.0167271
        1619     1.12211     1.27193   0.0167171
        1620     1.28648     1.27194   0.0167067
        1621     1.28598     1.27195   0.0166964
        1622     1.65547     1.27219   0.0166878
        1623     1.54484     1.27236   0.0166784
        1624     1.07434     1.27223   0.0166686
        1625    0.831924     1.27196   0.0166605
        1626      1.1085     1.27186   0.0166506
        1627     1.38635     1.27193   0.0166405
        1628     1.84373     1.27228    0.016634
        1629     2.09571     1.27279   0.0166314
        1630     1.62219       1.273   0.0166226
        1631     1.62362     1.27322   0.0166138
        1632     1.75981     1.27352   0.0166063
        1633     1.96951     1.27394   0.0166016
        1634     1.71828     1.27421   0.0165937
        1635     2.08968     1.27471    0.016591
        1636     2.05611     1.27519   0.0165877
        1637     1.40538     1.27527   0.0165778
        1638      1.7516     1.27556   0.0165702
        1639     1.67289      1.2758   0.0165619
        1640     1.61743     1.27601   0.0165531
        1641     1.94796     1.27642   0.0165481
        1642     1.93613     1.27682   0.0165429
        1643     2.36046     1.27748    0.016546
        1644     1.82148     1.27781   0.0165392
        1645     1.99508     1.27825   0.0165349
        1646      1.7742     1.27855   0.0165276
        1647     1.84808      1.2789   0.0165212
        1648      1.6355     1.27911   0.0165126
        1649     1.61311     1.27932   0.0165038
        1650     2.34751     1.27996   0.0165065
        1651     2.76211     1.28086   0.0165209
        1652     2.18932     1.28141     0.01652
        1653     2.20169     1.28197   0.0165194
        1654     2.38111     1.28263   0.0165228
        1655     2.39866     1.28331   0.0165266
        1656     2.18454     1.28385   0.0165255
        1657     2.28022     1.28445   0.0165265
        1658     2.26381     1.28504   0.0165271
        1659     1.89692     1.28541   0.0165212
        1660     1.93876     1.28581    0.016516
        1661     1.91379     1.28618   0.0165104
        1662     1.85354     1.28652   0.0165039
        1663      1.6844     1.28676   0.0164958
        1664     1.83606     1.28709   0.0164891
        1665     1.64917     1.28731   0.0164807
        1666     1.24262     1.28728   0.0164708
        1667     1.48142      1.2874   0.0164613
        1668     1.50373     1.28753    0.016452
        1669     1.76359     1.28782   0.0164446
        1670     1.22221     1.28778   0.0164348
        1671     1.04149     1.28763   0.0164256
        1672     1.61902     1.28783    0.016417
        1673     1.62279     1.28803   0.0164084
        1674     1.63405     1.28823   0.0163999
        1675     1.47708     1.28835   0.0163905
        1676     1.82598     1.28867   0.0163839
        1677     1.77611     1.28896   0.0163767
        1678     1.76875     1.28924   0.0163694
        1679     2.00475     1.28967   0.0163652
        1680      1.3678     1.28972   0.0163555
        1681     1.67978     1.28995   0.0163474
        1682      1.6064     1.29014   0.0163388
        1683     1.45663     1.29024   0.0163294
        1684     1.35337     1.29027   0.0163197
        1685     1.30187     1.29028   0.0163101
        1686     1.32553      1.2903   0.0163004
        1687      2.0925     1.29078   0.0162977
        1688     1.77373     1.29106   0.0162905
        1689     1.95906     1.29146   0.0162857
        1690     2.16699     1.29198   0.0162843
        1691     1.93538     1.29236   0.0162791
        1692     1.74579     1.29263   0.0162717
        1693     1.57153     1.29279   0.0162629
        1694     1.60656     1.29298   0.0162544
        1695     1.70603     1.29322   0.0162466
        1696     1.61674     1.29341   0.0162381
        1697     1.69465     1.29365   0.0162303
        1698     1.33302     1.29367   0.0162207
        1699     1.38843     1.29373   0.0162113
        1700      1.6267     1.29392   0.0162029
        1701     1.83446     1.29424   0.0161965
        1702     1.85538     1.29457   0.0161904
        1703     1.83057     1.29488   0.0161839
        1704     1.57091     1.29505   0.0161752
        1705     1.35818     1.29508   0.0161658
        1706     1.31637     1.29509   0.0161563
        1707     1.54608     1.29524   0.0161475
        1708     1.71354     1.29549   0.0161399
        1709     1.36296     1.29553   0.0161305
        1710     1.30381     1.29553   0.0161211
        1711     1.48797     1.29564   0.0161121
        1712     1.22424      1.2956   0.0161027
        1713     1.29763      1.2956   0.0160933
        1714     1.27784     1.29559   0.0160839
        1715     1.40422     1.29566   0.0160747
        1716      1.3993     1.29572   0.0160654
        1717     1.78822       1.296   0.0160586
        1718     1.62679      1.2962   0.0160504
        1719     1.25516     1.29617   0.0160411
        1720     1.56487     1.29633   0.0160325
        1721     1.50948     1.29645   0.0160237
        1722     1.84389     1.29677   0.0160176
        1723     1.32756     1.29679   0.0160083
        1724     1.54783     1.29693   0.0159996
        1725     1.84688     1.29725   0.0159935
        1726     1.58422     1.29742   0.0159851
        1727     1.67682     1.29764   0.0159774
        1728     1.65572     1.29785   0.0159695
        1729     1.47921     1.29795   0.0159606
        1730     1.50312     1.29807   0.0159518
        1731     1.65979     1.29828    0.015944
        1732     1.20687     1.29822   0.0159349
        1733     1.55198     1.29837   0.0159263
        1734     1.73083     1.29862   0.0159191
        1735     1.79736     1.29891   0.0159125
        1736     1.22651     1.29887   0.0159034
        1737     1.10153     1.29875   0.0158947
        1738     1.27102     1.29874   0.0158855
        1739    0.937674     1.29853   0.0158777
        1740       1.133     1.29843   0.0158689
        1741    0.817817     1.29816   0.0158622
        1742    0.685449     1.29781    0.015857
        1743    0.749003     1.29749    0.015851
        1744    0.839092     1.29723   0.0158441
        1745     1.12243     1.29713   0.0158353
        1746     1.01926     1.29697   0.0158271
        1747    0.694657     1.29662   0.0158218
        1748    0.923508     1.29641   0.0158141
        1749    0.479834     1.29594    0.015812
        1750    0.835284     1.29568   0.0158052
        1751     1.13475     1.29559   0.0157964
        1752     1.03377     1.29544   0.0157881
        1753    0.758453     1.29513    0.015782
        1754    0.859867     1.29489    0.015775
        1755    0.545268     1.29446   0.0157718
        1756     0.82324     1.29419   0.0157651
        1757    0.911131     1.29397   0.0157576
        1758     1.03358     1.29382   0.0157494
        1759     1.16152     1.29375   0.0157406
        1760     1.03674      1.2936   0.0157323
        1761    0.629301     1.29323   0.0157279
        1762     0.75813     1.29292   0.0157219
        1763    0.803199     1.29264   0.0157155
        1764     0.87376     1.29241   0.0157083
        1765     1.22376     1.29237   0.0156995
        1766     1.51802      1.2925   0.0156911
        1767     1.39485     1.29255   0.0156823
        1768    0.991208     1.29238   0.0156744
        1769     1.24655     1.29236   0.0156656
        1770     1.15788     1.29228   0.0156569
        1771     1.42216     1.29235   0.0156482
        1772     1.12214     1.29226   0.0156397
        1773     1.27816     1.29225   0.0156309
        1774     1.19216     1.29219   0.0156222
        1775     1.72396     1.29244   0.0156153
        1776     1.48346     1.29254   0.0156068
        1777     1.69421     1.29277   0.0155997
        1778     1.48601     1.29288   0.0155913
        1779     1.89184     1.29322   0.0155862
        1780     1.78676     1.29349   0.0155799
        1781     1.72837     1.29374    0.015573
        1782     2.20012     1.29425   0.0155726
        1783     1.64315     1.29444   0.0155651
        1784     1.30208     1.29445   0.0155564
        1785     1.65214     1.29465   0.0155489
        1786     1.40694     1.29471   0.0155404
        1787     1.42613     1.29478   0.0155318
        1788     1.78481     1.29506   0.0155256
        1789      1.5136     1.29518   0.0155174
        1790     1.92205     1.29553   0.0155127
        1791     1.91551     1.29588   0.0155079
        1792     1.57253     1.29603      0.0155
        1793     1.48341     1.29613   0.0154917
        1794     1.56124     1.29628   0.0154838
        1795     1.19637     1.29623   0.0154752
        1796     1.58001     1.29638   0.0154674
        1797      1.4797     1.29649   0.0154591
        1798     1.64525     1.29668   0.0154518
        1799     1.98212     1.29706   0.0154479
        1800     2.12859     1.29752   0.0154462
        1801      1.6867     1.29774   0.0154391
        1802     1.34795     1.29777   0.0154306
        1803     1.28641     1.29776    0.015422
        1804     2.07933     1.29819   0.0154196
        1805     2.04388     1.29861   0.0154166
        1806     1.91158     1.29895   0.0154118
        1807     1.99157     1.29933    0.015408
        1808     2.10911     1.29978    0.015406
        1809     1.83568     1.30007   0.0154003
        1810     2.19713     1.30057   0.0153998
        1811     2.58625     1.30128   0.0154076
        1812     2.12005     1.30173   0.0154058
        1813     2.00052     1.30212   0.0154021
        1814     2.20998     1.30262   0.0154017
        1815     2.30207     1.30317   0.0154031
        1816     1.83826     1.30346   0.0153974
        1817     1.96483     1.30383   0.0153932
        1818     2.24358     1.30434   0.0153934
        1819     2.66757     1.30509   0.0154032
        1820     2.03569     1.30549      0.0154
        1821     1.69156     1.30571    0.015393
        1822     1.40954     1.30576   0.0153846
        1823     1.56857     1.30591   0.0153769
        1824     2.19425     1.30639   0.0153762
        1825     1.94967     1.30675   0.0153718
        1826     2.21786     1.30725   0.0153714
        1827     2.21008     1.30774    0.015371
        1828     2.60757     1.30845    0.015379
        1829     2.50939     1.30911   0.0153846
        1830     2.35222     1.30968   0.0153868
        1831     1.77866     1.30993   0.0153805
        1832     1.94952     1.31028    0.015376
        1833     1.73781     1.31052   0.0153694
        1834     1.59267     1.31067   0.0153618
        1835     1.70007     1.31088   0.0153549
        1836      1.5982     1.31104   0.0153473
        1837     1.44176     1.31111   0.0153392
        1838     1.77857     1.31136   0.0153329
        1839     1.98901     1.31173    0.015329
        1840     2.07111     1.31215   0.0153262
        1841      1.9122     1.31247   0.0153214
        1842     1.98917     1.31284   0.0153175
        1843     1.93041     1.31317   0.0153128
        1844     1.78906     1.31343   0.0153067
        1845     1.86294     1.31373   0.0153013
        1846      1.7936     1.31399   0.0152952
        1847      1.8163     1.31426   0.0152893
        1848     1.60807     1.31442   0.0152819
        1849     1.52636     1.31454   0.0152741
        1850     1.82788     1.31481   0.0152683
        1851     1.71439     1.31503   0.0152616
        1852     1.50684     1.31513   0.0152537
        1853     1.68431     1.31533   0.0152468
        1854      1.5939     1.31548   0.0152393
        1855     1.55553     1.31561   0.0152316
        1856     1.57025     1.31575    0.015224
        1857     1.70735     1.31596   0.0152173
        1858     1.92307     1.31629   0.0152126
        1859      2.7345     1.31705   0.0152236
        1860     2.43032     1.31765   0.0152271
        1861     2.49189     1.31828    0.015232
        1862     2.08098     1.31869   0.0152293
        1863     2.49303     1.31932   0.0152342
        1864      2.9884     1.32021   0.0152523
        1865     2.53781     1.32087   0.0152581
        1866     2.17284     1.32132   0.0152568
        1867     2.12643     1.32175   0.0152547
        1868      2.0725     1.32216   0.0152518
        1869     1.59126      1.3223   0.0152443
        1870     1.27451     1.32227   0.0152362
        1871     1.22794     1.32222   0.0152281
        1872      1.2017     1.32216   0.0152201
        1873     1.23739     1.32211   0.0152121
        1874     1.44466     1.32218   0.0152041
        1875      1.4494     1.32225   0.0151962
        1876     1.06081     1.32211   0.0151887
        1877     1.55202     1.32223   0.0151811
        1878     1.43563     1.32229   0.0151731
        1879     1.72683     1.32251   0.0151666
        1880     2.11339     1.32293   0.0151644
        1881     1.33469     1.32293   0.0151563
        1882     1.25944      1.3229   0.0151483
        1883     1.30916     1.32289   0.0151402
        1884     1.38033     1.32292   0.0151322
        1885     1.66581     1.32311   0.0151253
        1886     1.52365     1.32321   0.0151176
        1887     1.39963     1.32325   0.0151097
        1888    0.902209     1.32303   0.0151033
        1889    0.611662     1.32265      0.0151
        1890     1.09139     1.32253   0.0150925
        1891     1.32471     1.32253   0.0150846
        1892     1.09143     1.32241   0.0150771
        1893     1.03411     1.32226   0.0150699
        1894     1.37888     1.32229    0.015062
        1895     1.66718     1.32247   0.0150551
        1896     1.65723     1.32265   0.0150482
        1897      1.5772     1.32278   0.0150409
        1898     1.14829     1.32269   0.0150332
        1899    0.878003     1.32245   0.0150271
        1900    0.991556     1.32228   0.0150202
        1901    0.800982       1.322   0.0150148
        1902    0.757546     1.32171   0.0150099
        1903     1.01475     1.32155   0.0150028
