#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        2320     1.53072     1.33454   0.0128053
        2321     1.20697     1.33449   0.0127999
        2322    0.904439      1.3343   0.0127957
        2323     1.05658     1.33418   0.0127907
        2324    0.739066     1.33393   0.0127878
        2325    0.903576     1.33374   0.0127836
        2326    0.973614     1.33359   0.0127791
        2327     1.13346      1.3335   0.0127739
        2328     1.33749      1.3335   0.0127684
        2329     1.77453     1.33369   0.0127643
        2330      1.8326      1.3339   0.0127606
        2331     2.03471     1.33421   0.0127587
        2332     1.70541     1.33436   0.0127542
        2333     1.76091     1.33455   0.0127501
        2334     1.44178     1.33459   0.0127447
        2335     1.17864     1.33453   0.0127394
        2336     1.33403     1.33453    0.012734
        2337     1.33111     1.33452   0.0127285
        2338    0.980333     1.33437    0.012724
        2339     1.25036     1.33434   0.0127186
        2340     1.29283     1.33432   0.0127132
        2341     1.13438     1.33423    0.012708
        2342     1.08746     1.33413    0.012703
        2343    0.734949     1.33387   0.0127002
        2344    0.648418     1.33358   0.0126981
        2345    0.657556     1.33329    0.012696
        2346     1.01603     1.33316   0.0126913
        2347     1.30068     1.33314   0.0126859
        2348     1.18009     1.33308   0.0126806
        2349     1.05743     1.33296   0.0126758
        2350     1.12887     1.33287   0.0126707
        2351     1.09628     1.33277   0.0126657
        2352     1.41864     1.33281   0.0126604
        2353     1.72659     1.33298   0.0126561
        2354     1.40748     1.33301   0.0126508
        2355     1.32624     1.33301   0.0126454
        2356     1.33799     1.33301     0.01264
        2357     1.36246     1.33302   0.0126347
        2358     1.51123      1.3331   0.0126295
        2359     1.26788     1.33307   0.0126242
        2360    0.961873     1.33291   0.0126198
        2361     1.11095     1.33282   0.0126148
        2362     1.32536     1.33281   0.0126095
        2363     1.74205     1.33299   0.0126054
        2364      1.5101     1.33306   0.0126003
        2365     1.47383     1.33312   0.0125951
        2366      1.2736      1.3331   0.0125898
        2367     1.43394     1.33314   0.0125845
        2368      1.7685     1.33332   0.0125805
        2369     1.84334     1.33354   0.0125771
        2370     1.35783     1.33355   0.0125718
        2371     1.53068     1.33363   0.0125667
        2372     1.23628     1.33359   0.0125615
        2373     1.22443     1.33354   0.0125563
        2374     1.10146     1.33345   0.0125514
        2375    0.845792     1.33324   0.0125478
        2376     1.03407     1.33312   0.0125431
        2377    0.852184     1.33291   0.0125395
        2378    0.644486     1.33262   0.0125376
        2379    0.796229      1.3324   0.0125343
        2380     1.11418     1.33231   0.0125294
        2381    0.936493     1.33214   0.0125252
        2382     1.28353     1.33212     0.01252
        2383     1.39619     1.33215   0.0125148
        2384     1.61628     1.33227   0.0125101
        2385     1.71138     1.33243   0.0125059
        2386     1.76613     1.33261   0.0125019
        2387     1.95393     1.33287   0.0124994
        2388     1.82122     1.33307   0.0124958
        2389     2.29101     1.33347    0.012497
        2390      2.2386     1.33385   0.0124976
        2391     2.40063      1.3343   0.0125003
        2392      2.1321     1.33463   0.0124995
        2393     2.38632     1.33507    0.012502
        2394     2.35425      1.3355    0.012504
        2395     2.17325     1.33585   0.0125037
        2396     1.97976     1.33611   0.0125014
        2397     1.95616     1.33637   0.0124988
        2398     2.09925     1.33669   0.0124977
        2399     1.95881     1.33695   0.0124951
        2400      1.9075     1.33719   0.0124922
        2401     1.79633     1.33738   0.0124885
        2402     2.01425     1.33766   0.0124864
        2403     2.04334     1.33796   0.0124847
        2404     1.72815     1.33812   0.0124806
        2405     1.88702     1.33835   0.0124775
        2406     1.60729     1.33846   0.0124728
        2407     1.65339     1.33859   0.0124683
        2408     1.68583     1.33873   0.0124639
        2409     1.56026     1.33882   0.0124591
        2410     1.68865     1.33897   0.0124548
        2411     1.49278     1.33903   0.0124498
        2412     1.60139     1.33914   0.0124451
        2413     1.39678     1.33917     0.01244
        2414     1.52341     1.33924    0.012435
        2415     1.58885     1.33935   0.0124303
        2416     1.31409     1.33934   0.0124252
        2417    0.986713     1.33919   0.0124209
        2418     1.36057      1.3392   0.0124158
        2419     1.08935      1.3391   0.0124111
        2420     1.18146     1.33903   0.0124061
        2421     1.33736     1.33903    0.012401
        2422     1.63224     1.33915   0.0123964
        2423      1.1634     1.33908   0.0123915
        2424    0.895416     1.33889   0.0123878
        2425    0.885743     1.33871   0.0123841
        2426    0.830735      1.3385   0.0123807
        2427     1.03176     1.33837   0.0123763
        2428     1.06534     1.33826   0.0123717
        2429     1.33704     1.33826   0.0123666
        2430        1.56     1.33835   0.0123619
        2431     1.51431     1.33842    0.012357
        2432     1.52385      1.3385   0.0123521
        2433     1.34854      1.3385   0.0123471
        2434     1.54227     1.33859   0.0123423
        2435     1.09797     1.33849   0.0123376
        2436     1.01984     1.33836   0.0123332
        2437    0.924072     1.33819   0.0123293
        2438     1.08799     1.33808   0.0123247
        2439     1.00501     1.33795   0.0123204
        2440      1.3516     1.33795   0.0123154
        2441     1.51491     1.33803   0.0123105
        2442     1.33048     1.33802   0.0123055
        2443     1.19409     1.33796   0.0123006
        2444    0.687562      1.3377   0.0122984
        2445    0.449193     1.33733   0.0122988
        2446    0.191331     1.33687   0.0123027
        2447     0.68844      1.3366   0.0123005
        2448    0.653364     1.33632   0.0122986
        2449    0.754176     1.33608   0.0122959
        2450    0.891292      1.3359   0.0122922
        2451     1.06819     1.33579   0.0122877
        2452     0.93802     1.33563   0.0122838
        2453    0.538655     1.33531   0.0122831
        2454    0.645872     1.33503   0.0122813
        2455    0.995301     1.33489    0.012277
        2456     1.28197     1.33487   0.0122721
        2457     1.43175     1.33491   0.0122671
        2458     1.26173     1.33488   0.0122622
        2459     1.29072     1.33486   0.0122572
        2460     1.52254     1.33493   0.0122525
        2461      1.2718     1.33491   0.0122475
        2462    0.967461     1.33476   0.0122434
        2463     1.08764     1.33466   0.0122389
        2464    0.557397     1.33434    0.012238
        2465    0.822602     1.33414   0.0122348
        2466    0.476607     1.33379   0.0122347
        2467     1.04408     1.33367   0.0122304
        2468    0.959957     1.33352   0.0122263
        2469    0.780961      1.3333   0.0122234
        2470    0.996958     1.33316   0.0122192
        2471     1.21442     1.33311   0.0122144
        2472    0.925062     1.33295   0.0122106
        2473    0.781383     1.33272   0.0122077
        2474     1.30631     1.33271   0.0122027
        2475     1.42748     1.33275   0.0121979
        2476     1.92319     1.33299   0.0121953
        2477     1.84009     1.33319   0.0121921
        2478     1.18564     1.33313   0.0121873
        2479     1.17534     1.33307   0.0121825
        2480     1.34905     1.33308   0.0121776
        2481     1.40464     1.33311   0.0121728
        2482     1.52893     1.33318   0.0121681
        2483     1.64577     1.33331   0.0121639
        2484     1.71204     1.33346   0.0121599
        2485     1.41439      1.3335   0.0121551
        2486     1.34126      1.3335   0.0121502
        2487     1.24489     1.33346   0.0121453
        2488     1.18016      1.3334   0.0121406
        2489     1.36217     1.33341   0.0121357
        2490     1.63362     1.33353   0.0121315
        2491     1.76972     1.33371   0.0121279
        2492     1.97234     1.33396   0.0121257
        2493     1.48227     1.33402    0.012121
        2494    0.975019     1.33388    0.012117
        2495    0.868144     1.33369   0.0121136
        2496    0.855488      1.3335   0.0121102
        2497    0.768942     1.33328   0.0121075
        2498    0.410491     1.33291   0.0121083
        2499    0.686196     1.33265   0.0121062
        2500     0.62048     1.33236   0.0121047
        2501    0.707255     1.33211   0.0121024
        2502    0.430331     1.33175    0.012103
        2503     0.63963     1.33148   0.0121013
        2504     1.09802     1.33138   0.0120968
        2505     1.03875     1.33127   0.0120926
        2506     1.22309     1.33122   0.0120878
        2507      1.5817     1.33132   0.0120834
        2508     1.47171     1.33138   0.0120787
        2509     1.31553     1.33137   0.0120739
        2510     1.01632     1.33125   0.0120697
        2511     1.11823     1.33116   0.0120652
        2512    0.961875     1.33102   0.0120613
        2513     1.34698     1.33102   0.0120565
        2514     1.00476     1.33089   0.0120524
        2515    0.785149     1.33067   0.0120496
        2516      1.2137     1.33063   0.0120449
        2517    0.895236     1.33046   0.0120413
        2518     1.08475     1.33036    0.012037
        2519     1.14639     1.33028   0.0120324
        2520     1.32132     1.33028   0.0120276
        2521     1.50968     1.33035   0.0120231
        2522     1.37719     1.33037   0.0120183
        2523     1.55307     1.33046   0.0120139
        2524     1.79143     1.33064   0.0120105
        2525     1.91936     1.33087    0.012008
        2526     2.12362     1.33119   0.0120074
        2527      2.0173     1.33146   0.0120057
        2528     1.51188     1.33153   0.0120011
        2529     1.46505     1.33158   0.0119965
        2530     1.13822     1.33151    0.011992
        2531     1.32643     1.33151   0.0119873
        2532    0.772256     1.33128   0.0119846
        2533    0.247432     1.33086   0.0119875
        2534    0.605701     1.33057   0.0119862
        2535    0.555041     1.33026   0.0119853
        2536     1.09981     1.33017    0.011981
        2537     1.75225     1.33034   0.0119774
        2538     1.85761     1.33055   0.0119745
        2539     1.43958     1.33059   0.0119698
        2540     1.83128     1.33079   0.0119667
        2541     1.96633     1.33104   0.0119646
        2542     1.88269     1.33126   0.0119619
        2543     2.02036     1.33153   0.0119603
        2544      2.1025     1.33183   0.0119594
        2545     2.33294     1.33222   0.0119612
        2546     1.67569     1.33236   0.0119572
        2547     1.73755     1.33252   0.0119536
        2548     1.75963     1.33268   0.0119501
        2549     1.94113     1.33292   0.0119478
        2550     1.80999     1.33311   0.0119446
        2551     1.73015     1.33327   0.0119409
        2552     1.78412     1.33344   0.0119375
        2553     1.59796     1.33355   0.0119333
        2554     1.42046     1.33358   0.0119287
        2555     1.41256     1.33361    0.011924
        2556     1.31542      1.3336   0.0119194
        2557     1.95148     1.33385   0.0119172
        2558     2.06659     1.33413   0.0119159
        2559     1.97817     1.33438   0.0119139
        2560     1.40712     1.33441   0.0119093
        2561     1.27186     1.33439   0.0119047
        2562     1.61375      1.3345   0.0119006
        2563     1.36531     1.33451   0.0118959
        2564     1.44406     1.33455   0.0118914
        2565     1.53388     1.33463    0.011887
        2566     1.34878     1.33463   0.0118823
        2567     1.29193     1.33462   0.0118777
        2568     1.14419     1.33454   0.0118733
        2569     1.78542     1.33472     0.01187
        2570     1.95515     1.33496   0.0118678
        2571     1.57984     1.33506   0.0118636
        2572     1.60087     1.33516   0.0118594
        2573     1.39932     1.33518   0.0118549
        2574     1.66965     1.33531    0.011851
        2575     1.91284     1.33554   0.0118485
        2576     2.06551     1.33582   0.0118473
        2577     1.48042     1.33588   0.0118428
        2578     1.38906      1.3359   0.0118382
        2579     1.20516     1.33585   0.0118338
        2580      1.1671     1.33578   0.0118294
        2581     1.05074     1.33567   0.0118253
        2582     1.02926     1.33555   0.0118213
        2583     1.17068     1.33549   0.0118169
        2584     1.38562     1.33551   0.0118123
        2585     1.80963     1.33569   0.0118092
        2586       2.265     1.33605   0.0118101
        2587     2.18978     1.33638   0.0118101
        2588     2.17762     1.33671     0.01181
        2589     2.38513     1.33711   0.0118124
        2590     2.27644     1.33747   0.0118134
        2591      1.8011     1.33765   0.0118102
        2592     1.92477     1.33788   0.0118078
        2593     2.29176     1.33825    0.011809
        2594     2.22262     1.33859   0.0118094
        2595     2.03581     1.33886   0.0118079
        2596     1.88187     1.33907   0.0118052
        2597     1.46231     1.33911   0.0118007
        2598     1.26137     1.33908   0.0117962
        2599     1.40799     1.33911   0.0117917
        2600     1.22112     1.33907   0.0117873
        2601     1.67127     1.33919   0.0117834
        2602     1.77242     1.33936   0.0117801
        2603     1.86989     1.33956   0.0117773
        2604     1.76205     1.33973   0.0117739
        2605     1.79322      1.3399   0.0117707
        2606     1.71586     1.34004   0.0117671
        2607     1.22083        1.34   0.0117626
        2608     0.93034     1.33984   0.0117592
        2609    0.856311     1.33966   0.0117561
        2610    0.787528     1.33944   0.0117535
        2611    0.871289     1.33926   0.0117504
        2612     1.16087      1.3392   0.0117461
        2613      1.5038     1.33926   0.0117418
        2614     1.34295     1.33926   0.0117373
        2615     1.50859     1.33933    0.011733
        2616     1.42497     1.33936   0.0117285
        2617     1.59184     1.33946   0.0117244
        2618      1.8034     1.33963   0.0117213
        2619     1.44577     1.33967   0.0117169
        2620     1.75303     1.33983   0.0117135
        2621     1.78622        1.34   0.0117103
        2622     1.56936     1.34009   0.0117061
        2623     1.39879     1.34011   0.0117017
        2624     1.20724     1.34006   0.0116973
        2625     1.44666      1.3401   0.0116929
        2626     1.54782     1.34018   0.0116887
        2627     1.83317     1.34037   0.0116858
        2628      1.5331     1.34044   0.0116816
        2629     1.68289     1.34057   0.0116779
        2630      1.4165      1.3406   0.0116735
        2631      1.5761     1.34069   0.0116694
        2632     1.74611     1.34084    0.011666
        2633     1.67636     1.34097   0.0116622
        2634     1.69387      1.3411   0.0116586
        2635     1.85358      1.3413   0.0116558
        2636     1.48714     1.34135   0.0116515
        2637     1.30884     1.34134   0.0116471
        2638     1.29324     1.34132   0.0116427
        2639      1.0887     1.34123   0.0116386
        2640     1.48354     1.34128   0.0116344
        2641     1.63226     1.34139   0.0116305
        2642     1.99955     1.34164   0.0116287
        2643     2.18106     1.34196   0.0116287
        2644     1.78456     1.34213   0.0116255
        2645     1.84192     1.34232   0.0116226
        2646     1.41487     1.34234   0.0116183
        2647     2.01068      1.3426   0.0116166
        2648      1.9218     1.34281   0.0116143
        2649     1.76894     1.34298    0.011611
        2650      1.8766     1.34318   0.0116084
        2651      1.6161     1.34328   0.0116045
        2652     1.67632      1.3434   0.0116008
        2653     1.07338      1.3433   0.0115968
        2654     1.58964      1.3434   0.0115928
        2655     1.23172     1.34335   0.0115885
        2656     1.10005     1.34326   0.0115845
        2657     1.33761     1.34326   0.0115802
        2658     1.23504     1.34322   0.0115759
        2659     1.26027     1.34319   0.0115716
        2660     1.40558     1.34321   0.0115673
        2661       1.127     1.34313   0.0115632
        2662     0.97031     1.34299   0.0115597
        2663     1.10609      1.3429   0.0115557
        2664     1.52984     1.34297   0.0115516
        2665     1.21423     1.34292   0.0115474
        2666     1.19244     1.34287   0.0115432
        2667      1.0471     1.34276   0.0115394
        2668     1.19826      1.3427   0.0115352
        2669    0.842887     1.34251   0.0115324
        2670    0.634822     1.34225   0.0115311
        2671     0.82482     1.34206   0.0115284
        2672    0.980349     1.34192   0.0115249
        2673    0.866929     1.34174   0.0115219
        2674    0.882689     1.34157   0.0115189
        2675     1.13224     1.34149   0.0115149
        2676     1.26185     1.34146   0.0115106
        2677     1.08214     1.34137   0.0115067
        2678     1.15086      1.3413   0.0115026
        2679    0.925253     1.34114   0.0114994
        2680    0.727789     1.34091   0.0114974
        2681    0.947193     1.34076    0.011494
        2682    0.765791     1.34055   0.0114917
        2683    0.883868     1.34038   0.0114887
        2684    0.981644     1.34025   0.0114852
        2685     1.15791     1.34018   0.0114811
        2686      1.3759     1.34019   0.0114769
        2687     1.15813     1.34012   0.0114728
        2688    0.907615     1.33996   0.0114697
        2689     0.59674     1.33969   0.0114687
        2690    0.970545     1.33955   0.0114653
        2691     1.30717     1.33954    0.011461
        2692     1.76084     1.33969   0.0114578
        2693     1.68243     1.33982   0.0114543
        2694     1.79255     1.33999   0.0114513
        2695     1.68974     1.34012   0.0114478
        2696     1.34911     1.34012   0.0114435
        2697      1.1123     1.34004   0.0114396
        2698    0.981264      1.3399   0.0114361
        2699    0.673361     1.33966   0.0114345
        2700    0.720392     1.33943   0.0114326
        2701    0.287529     1.33904    0.011435
        2702     0.84259     1.33885   0.0114322
        2703    0.965209     1.33872   0.0114289
        2704     1.08578     1.33862    0.011425
        2705    0.990921     1.33849   0.0114215
        2706    0.610773     1.33823   0.0114205
        2707    0.718337       1.338   0.0114185
        2708     1.16021     1.33793   0.0114145
        2709     1.12614     1.33785   0.0114106
        2710     1.00377     1.33773    0.011407
        2711     1.04078     1.33762   0.0114033
        2712     1.29035      1.3376   0.0113991
        2713     1.30859     1.33759   0.0113949
        2714     1.31993     1.33759   0.0113907
        2715     1.20809     1.33754   0.0113866
        2716     1.00096     1.33741   0.0113831
        2717    0.929751     1.33726   0.0113799
        2718    0.991071     1.33714   0.0113765
        2719    0.955976       1.337   0.0113731
        2720    0.962184     1.33686   0.0113698
        2721    0.963684     1.33672   0.0113664
        2722     1.11917     1.33664   0.0113625
        2723     1.38291     1.33666   0.0113584
        2724     1.00552     1.33654   0.0113549
        2725    0.759614     1.33632   0.0113527
        2726    0.449646       1.336   0.0113532
        2727    0.831895     1.33581   0.0113505
        2728     1.14479     1.33574   0.0113466
        2729    0.624673     1.33548   0.0113454
        2730    0.868354     1.33531   0.0113425
        2731     1.12704     1.33524   0.0113386
        2732     1.02083     1.33512   0.0113351
        2733    0.773265     1.33492   0.0113328
        2734    0.816893     1.33473   0.0113302
        2735    0.770278     1.33452    0.011328
        2736    0.436263     1.33419   0.0113286
        2737    0.817997       1.334    0.011326
        2738     0.66596     1.33376   0.0113245
        2739    0.943538     1.33362   0.0113213
        2740    0.817564     1.33343   0.0113187
        2741    0.778223     1.33323   0.0113164
        2742     1.16295     1.33316   0.0113124
        2743      1.1866     1.33311   0.0113084
        2744    0.829186     1.33293   0.0113058
        2745    0.956346     1.33279   0.0113025
        2746    0.709354     1.33256   0.0113007
        2747     1.15717      1.3325   0.0112967
        2748     1.20384     1.33245   0.0112927
        2749      1.0507     1.33235   0.0112891
        2750     1.26429     1.33232    0.011285
        2751     1.43476     1.33236    0.011281
        2752     1.67959     1.33249   0.0112776
        2753     1.58718     1.33258   0.0112738
        2754     1.63949     1.33269   0.0112703
        2755    0.941324     1.33255   0.0112671
        2756    0.706338     1.33232   0.0112653
        2757    0.719346      1.3321   0.0112634
        2758     1.23463     1.33207   0.0112594
        2759     1.49718     1.33213   0.0112555
        2760     1.53566      1.3322   0.0112516
        2761     1.77105     1.33236   0.0112487
        2762     1.21762     1.33232   0.0112447
        2763     1.36115     1.33233   0.0112406
        2764     1.17705     1.33227   0.0112367
        2765     1.25298     1.33224   0.0112327
        2766    0.979821     1.33211   0.0112293
        2767    0.872207     1.33195   0.0112265
        2768    0.632572      1.3317   0.0112253
        2769    0.572843     1.33142   0.0112246
        2770     1.31891     1.33142   0.0112205
        2771     1.50534     1.33148   0.0112167
        2772     1.73905     1.33163   0.0112136
        2773     1.77906     1.33179   0.0112107
        2774     1.47762     1.33184   0.0112068
        2775     1.04248     1.33174   0.0112032
        2776    0.920231     1.33159   0.0112002
        2777     1.09418      1.3315   0.0111965
        2778     1.21993     1.33146   0.0111925
        2779     1.37021     1.33148   0.0111885
        2780     1.54706     1.33155   0.0111847
        2781     1.58556     1.33165   0.0111811
        2782     1.66626     1.33177   0.0111777
        2783     1.79475     1.33193   0.0111749
        2784     1.86435     1.33212   0.0111725
        2785     1.41125     1.33215   0.0111686
        2786     1.22306     1.33211   0.0111646
        2787     1.07251     1.33202    0.011161
        2788      1.4618     1.33207   0.0111571
        2789      1.2196     1.33203   0.0111532
        2790     1.14732     1.33196   0.0111494
        2791     1.75616     1.33211   0.0111464
        2792      1.7214     1.33225   0.0111433
        2793     1.50539     1.33231   0.0111395
        2794     1.40305     1.33234   0.0111355
        2795     1.74052     1.33248   0.0111325
        2796     1.47174     1.33253   0.0111286
        2797     1.02032     1.33242   0.0111252
        2798    0.830997     1.33224   0.0111227
        2799    0.874829     1.33208   0.0111199
        2800     0.84271      1.3319   0.0111173
        2801     1.10333     1.33182   0.0111136
        2802     1.32457     1.33182   0.0111097
        2803     1.33111     1.33182   0.0111057
        2804     1.34858     1.33183   0.0111017
        2805     1.12549     1.33175    0.011098
        2806     1.22234     1.33171   0.0110941
        2807     1.31963     1.33171   0.0110902
        2808     1.68727     1.33184    0.011087
        2809     1.06256     1.33174   0.0110834
        2810     1.26787     1.33172   0.0110795
        2811     1.11073     1.33164   0.0110758
        2812     1.39801     1.33166   0.0110719
        2813      1.2606     1.33164    0.011068
        2814     1.32963     1.33164   0.0110641
        2815    0.975129     1.33151   0.0110609
        2816    0.851047     1.33134   0.0110583
        2817     1.04286     1.33124   0.0110548
        2818     1.22664      1.3312    0.011051
        2819    0.758389       1.331   0.0110489
        2820    0.753511     1.33079   0.0110469
        2821    0.780711      1.3306   0.0110447
        2822    0.599606     1.33034   0.0110438
        2823    0.789317     1.33015   0.0110416
        2824    0.783269     1.32995   0.0110394
        2825     0.65573     1.32971    0.011038
        2826    0.823257     1.32953   0.0110356
        2827    0.781071     1.32934   0.0110334
        2828     0.94359      1.3292   0.0110303
        2829    0.568963     1.32894   0.0110297
        2830     1.02022     1.32883   0.0110263
        2831    0.920415     1.32868   0.0110234
        2832     1.01204     1.32857   0.0110201
        2833    0.822291     1.32839   0.0110176
        2834     1.08222      1.3283   0.0110141
        2835     1.12346     1.32823   0.0110104
        2836     1.55654     1.32831   0.0110068
        2837     1.38689     1.32833    0.011003
        2838     1.25453     1.32831   0.0109991
        2839     1.17609     1.32825   0.0109954
        2840     1.27779     1.32824   0.0109915
        2841     1.42786     1.32827   0.0109877
        2842     1.27455     1.32825   0.0109839
        2843     1.18158      1.3282   0.0109801
        2844     0.90184     1.32805   0.0109773
        2845    0.906233      1.3279   0.0109744
        2846     1.55602     1.32798   0.0109709
        2847     1.64311     1.32809   0.0109676
        2848     1.78996     1.32826   0.0109649
        2849     1.71552     1.32839   0.0109619
        2850     1.27822     1.32837   0.0109581
        2851    0.893027     1.32822   0.0109553
        2852    0.724303     1.32801   0.0109535
        2853    0.972627     1.32788   0.0109504
        2854    0.581178     1.32762   0.0109497
        2855    0.413721      1.3273   0.0109505
        2856    0.976092     1.32718   0.0109474
        2857    0.660196     1.32695    0.010946
        2858    0.866488     1.32679   0.0109434
        2859     1.21002     1.32674   0.0109396
        2860     1.26018     1.32672   0.0109358
        2861    0.904344     1.32657    0.010933
        2862    0.995671     1.32646   0.0109298
        2863    0.948292     1.32633   0.0109268
        2864     1.33578     1.32633    0.010923
        2865     1.42585     1.32636   0.0109192
        2866    0.983992     1.32624    0.010916
        2867      1.4818      1.3263   0.0109124
        2868     1.50168     1.32636   0.0109087
        2869     1.37616     1.32638   0.0109049
        2870     1.18495     1.32633   0.0109013
        2871     1.32937     1.32633   0.0108975
        2872      1.4717     1.32638   0.0108938
        2873     1.18604     1.32633   0.0108901
        2874     1.06339     1.32624   0.0108867
        2875    0.691283     1.32602   0.0108852
        2876    0.489332     1.32573   0.0108853
        2877    0.237593     1.32535    0.010888
        2878    0.344332     1.32501   0.0108896
        2879  -0.0706968     1.32452   0.0108966
        2880    0.372622     1.32419   0.0108978
        2881    0.261103     1.32382   0.0109003
        2882    0.798997     1.32364    0.010898
        2883      1.1347     1.32358   0.0108944
        2884      1.1475     1.32352   0.0108908
        2885    0.961005     1.32339   0.0108878
        2886     0.85128     1.32323   0.0108852
        2887    0.978947     1.32311   0.0108821
        2888    0.653133     1.32288   0.0108808
        2889    0.632871     1.32264   0.0108797
        2890    0.899005     1.32249   0.0108769
        2891    0.836792     1.32232   0.0108744
        2892    0.594603     1.32207   0.0108736
        2893    0.675403     1.32185   0.0108721
        2894    0.948951     1.32172   0.0108691
        2895    0.842089     1.32155   0.0108666
        2896      0.9077     1.32141   0.0108638
        2897    0.909249     1.32127    0.010861
        2898     1.02331     1.32116   0.0108578
        2899     1.03543     1.32107   0.0108545
        2900     1.24298     1.32104   0.0108507
        2901     1.34333     1.32105    0.010847
        2902     1.43243     1.32108   0.0108433
        2903     1.15133     1.32103   0.0108398
        2904     1.07775     1.32094   0.0108364
        2905     1.03938     1.32085   0.0108331
        2906     1.03394     1.32075   0.0108298
        2907     1.11722     1.32068   0.0108263
        2908     1.15957     1.32062   0.0108227
        2909     1.28796     1.32061    0.010819
        2910     1.19466     1.32057   0.0108154
        2911    0.815923     1.32039    0.010813
        2912    0.811678     1.32022   0.0108107
        2913     1.14195     1.32016   0.0108072
        2914     1.23611     1.32013   0.0108035
        2915     1.45824     1.32018   0.0107999
        2916     1.13209     1.32011   0.0107964
        2917    0.994541        1.32   0.0107933
        2918    0.482744     1.31971   0.0107934
        2919    0.673137     1.31949    0.010792
        2920    0.536679     1.31922   0.0107916
        2921    0.721643     1.31902   0.0107898
        2922    0.483659     1.31873   0.0107899
        2923    0.613272     1.31849   0.0107889
        2924    0.773391     1.31831   0.0107869
        2925    0.986241     1.31819   0.0107838
        2926     1.43541     1.31823   0.0107802
        2927     1.14144     1.31817   0.0107767
        2928     1.52801     1.31824   0.0107732
        2929     1.20401      1.3182   0.0107696
        2930     1.43352     1.31824    0.010766
        2931     1.41691     1.31828   0.0107624
        2932      1.5876     1.31837   0.0107591
        2933     1.93448     1.31858   0.0107575
        2934       1.927     1.31879   0.0107558
        2935     1.31864     1.31879   0.0107521
        2936     1.29863     1.31878   0.0107485
        2937     1.15224     1.31872    0.010745
        2938     1.13361     1.31866   0.0107415
        2939     1.07429     1.31858   0.0107382
        2940      1.3353     1.31858   0.0107345
        2941     1.65395      1.3187   0.0107315
        2942     1.83854     1.31887   0.0107293
        2943     1.73533     1.31901   0.0107266
        2944     1.49869     1.31908   0.0107231
        2945     1.23444     1.31905   0.0107195
        2946    0.903271     1.31891   0.0107168
        2947     1.10938     1.31883   0.0107134
        2948    0.850904     1.31868   0.0107109
        2949    0.920081     1.31854   0.0107082
        2950      1.0601     1.31845   0.0107049
        2951     1.43891     1.31849   0.0107013
        2952     1.84209     1.31867   0.0106992
        2953     1.62591     1.31878   0.0106961
        2954     1.85123     1.31896    0.010694
        2955     1.85712     1.31914   0.0106919
        2956     1.92769     1.31934   0.0106903
        2957     2.12004     1.31961   0.0106901
        2958     1.56681      1.3197   0.0106868
        2959     1.76677     1.31985   0.0106842
        2960     1.97882     1.32007   0.0106829
        2961     2.31252     1.32041   0.0106846
        2962     2.13523     1.32068   0.0106845
        2963     1.80392     1.32085   0.0106822
        2964     2.11968     1.32111    0.010682
        2965     2.24197     1.32143   0.0106829
        2966     2.29203     1.32175   0.0106843
        2967     2.13368     1.32203   0.0106842
        2968     1.67872     1.32215   0.0106813
        2969     1.81599     1.32231    0.010679
        2970     2.06021     1.32256   0.0106783
        2971     2.01093     1.32279   0.0106772
        2972     1.87409     1.32298   0.0106752
        2973     2.25014     1.32329   0.0106762
        2974     1.66432      1.3234   0.0106732
        2975     1.24856     1.32338   0.0106696
        2976      1.0826      1.3233   0.0106663
        2977     1.41131     1.32333   0.0106628
        2978     1.11267     1.32326   0.0106595
        2979    0.985889     1.32314   0.0106565
        2980    0.852422     1.32299   0.0106541
        2981    0.469697      1.3227   0.0106543
        2982    0.287127     1.32235   0.0106564
        2983    0.384116     1.32204   0.0106575
        2984     1.15308     1.32198   0.0106541
        2985     1.11276     1.32191   0.0106507
        2986     1.45022     1.32195   0.0106473
        2987     1.40559     1.32198   0.0106437
        2988      1.4377     1.32202   0.0106402
        2989     1.59274     1.32211   0.0106371
        2990     1.22483     1.32208   0.0106336
        2991     1.02254     1.32198   0.0106305
        2992        1.11     1.32191   0.0106272
        2993      1.2365     1.32188   0.0106236
        2994     1.48618     1.32193   0.0106202
        2995     1.50724       1.322   0.0106169
        2996     1.64826     1.32211   0.0106139
        2997     1.32181     1.32211   0.0106103
        2998     1.40639     1.32213   0.0106068
        2999     1.06545     1.32205   0.0106036
        3000     1.60711     1.32214   0.0106005
        3001     1.49082      1.3222   0.0105972
        3002     1.99953     1.32242    0.010596
        3003     1.93315     1.32263   0.0105945
        3004     1.80997     1.32279   0.0105922
        3005     1.26491     1.32277   0.0105887
        3006     1.36854     1.32279   0.0105851
        3007     1.44478     1.32283   0.0105817
        3008     1.55958     1.32291   0.0105785
        3009     1.65554     1.32302   0.0105755
        3010      1.4161     1.32305   0.0105721
        3011     1.73333     1.32318   0.0105694
        3012     1.22622     1.32315    0.010566
        3013     1.61892     1.32325   0.0105629
        3014     1.34016     1.32325   0.0105594
        3015     1.11903     1.32319   0.0105561
        3016    0.711686     1.32298   0.0105546
        3017    0.804079     1.32281   0.0105525
        3018    0.685398      1.3226   0.0105511
        3019     1.05666     1.32251    0.010548
        3020    0.842869     1.32235   0.0105457
        3021    0.916002     1.32222   0.0105431
