#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         131    -5.53699    -5.71734    0.018073
         132    -5.59517    -5.71641   0.0179597
         133    -5.57134    -5.71532   0.0178578
         134    -5.60399    -5.71449   0.0177438
         135    -5.68158    -5.71425   0.0176141
         136    -5.55521    -5.71308   0.0175233
         137    -5.55723    -5.71194   0.0174323
         138    -5.58516    -5.71102   0.0173302
         139    -5.61347    -5.71032   0.0172197
         140    -5.56328    -5.70927   0.0171287
         141    -5.61339    -5.70859   0.0170207
         142      -5.626    -5.70801   0.0169108
         143    -5.57619    -5.70709   0.0168177
         144    -5.52286    -5.70581   0.0167495
         145    -5.57899    -5.70493   0.0166568
         146    -5.45962    -5.70325   0.0166272
         147    -5.46688    -5.70165   0.0165917
         148    -5.61802    -5.70108   0.0164892
         149    -5.58943    -5.70033   0.0163955
         150    -5.57162    -5.69947   0.0163087
         151    -5.57414    -5.69864   0.0162218
         152    -5.51976    -5.69747   0.0161577
         153    -5.44181     -5.6958   0.0161383
         154    -5.50261    -5.69454   0.0160821
         155    -5.54752    -5.69359   0.0160063
         156    -5.45397    -5.69206   0.0159773
         157    -5.53254    -5.69104   0.0159078
         158    -5.57977    -5.69034   0.0158227
         159    -5.65039    -5.69008   0.0157251
         160    -5.59281    -5.68948   0.0156386
         161    -5.71354    -5.68963   0.0155422
         162    -5.62505    -5.68923   0.0154514
         163     -5.5435    -5.68833   0.0153824
         164     -5.5876    -5.68772   0.0153009
         165    -5.58078    -5.68707   0.0152219
         166    -5.59049    -5.68649   0.0151413
         167    -5.59576    -5.68595   0.0150604
         168    -5.59408     -5.6854   0.0149806
         169    -5.58179    -5.68479   0.0149045
         170    -5.49213    -5.68365   0.0148599
         171    -5.50656    -5.68262    0.014809
         172    -5.50845     -5.6816   0.0147575
         173    -5.49944    -5.68055   0.0147097
         174    -5.47164    -5.67935   0.0146741
         175    -5.42073    -5.67787   0.0146645
         176     -5.5126    -5.67693   0.0146112
         177     -5.5116      -5.676   0.0145585
         178    -5.58254    -5.67548   0.0144861
         179     -5.5592    -5.67483   0.0144198
         180    -5.52705      -5.674    0.014363
         181    -5.47074    -5.67288   0.0143275
         182    -5.49835    -5.67192   0.0142808
         183    -5.45407    -5.67073   0.0142523
         184    -5.45143    -5.66954   0.0142246
         185     -5.5238    -5.66875   0.0141695
         186    -5.46352    -5.66765   0.0141362
         187     -5.4567    -5.66652   0.0141056
         188     -5.5343    -5.66582   0.0140481
         189    -5.53358    -5.66512   0.0139912
         190     -5.5358    -5.66444   0.0139341
         191    -5.57085    -5.66395   0.0138697
         192    -5.41336    -5.66264   0.0138588
         193    -5.50645    -5.66183   0.0138106
         194    -5.44936    -5.66074   0.0137827
         195    -5.48604    -5.65984   0.0137411
         196    -5.40289    -5.65853   0.0137334
         197    -5.39145    -5.65718   0.0137305
         198    -5.42328    -5.65599   0.0137118
         199    -5.44984    -5.65496    0.013682
         200    -5.41455    -5.65376   0.0136663
         201    -5.54424    -5.65321   0.0136092
         202    -5.55878    -5.65274   0.0135498
         203    -5.55619    -5.65227   0.0134914
         204    -5.46231    -5.65134   0.0134574
         205    -5.53208    -5.65076   0.0134043
         206    -5.42657    -5.64967   0.0133833
         207    -5.35597    -5.64825   0.0133937
         208    -5.36755     -5.6469   0.0133971
         209    -5.38709    -5.64566   0.0133906
         210    -5.34409    -5.64422   0.0134036
         211    -5.43447    -5.64323   0.0133769
         212    -5.46312    -5.64238   0.0133407
         213    -5.53361    -5.64187   0.0132878
         214    -5.57841    -5.64157   0.0132291
         215    -5.56937    -5.64123   0.0131718
         216    -5.68758    -5.64145   0.0131126
         217    -5.67767    -5.64161   0.0130532
         218    -5.66858    -5.64174   0.0129939
         219    -5.79162    -5.64242   0.0129526
         220    -5.75413    -5.64293   0.0129037
         221    -5.62717    -5.64286   0.0128455
         222    -5.63212    -5.64281   0.0127877
         223    -5.66331     -5.6429   0.0127307
         224     -5.6734    -5.64304   0.0126746
         225    -5.68316    -5.64322   0.0126195
         226    -5.61527    -5.64309   0.0125643
         227     -5.6009    -5.64291   0.0125103
         228    -5.46986    -5.64215   0.0124784
         229    -5.34044    -5.64083   0.0124933
         230    -5.37698    -5.63968   0.0124915
         231    -5.36161    -5.63848   0.0124953
         232    -5.53358    -5.63803   0.0124496
         233    -5.54461    -5.63763   0.0124027
         234    -5.52467    -5.63714    0.012359
         235    -5.59679    -5.63697   0.0123076
         236    -5.48467    -5.63633   0.0122724
         237    -5.47773    -5.63566   0.0122389
         238    -5.45381    -5.63489   0.0122113
         239    -5.41339    -5.63397   0.0121953
         240    -5.40484    -5.63301   0.0121818
         241    -5.41106    -5.63209    0.012166
         242    -5.42755    -5.63125   0.0121451
         243    -5.46898    -5.63058   0.0121134
         244    -5.48729    -5.62999    0.012078
         245    -5.50901     -5.6295   0.0120388
         246    -5.55198    -5.62918    0.011994
         247    -5.51072     -5.6287    0.011955
         248    -5.50324     -5.6282   0.0119175
         249    -5.36729    -5.62715   0.0119156
         250    -5.43702    -5.62639   0.0118922
         251    -5.35922    -5.62532   0.0118924
         252    -5.34302     -5.6242   0.0118978
         253    -5.41984     -5.6234   0.0118782
         254    -5.47247     -5.6228   0.0118463
         255     -5.4556    -5.62215   0.0118179
         256    -5.47366    -5.62157    0.011786
         257    -5.44757    -5.62089   0.0117596
         258    -5.41468    -5.62009   0.0117411
         259    -5.41411    -5.61929   0.0117227
         260     -5.4242    -5.61854   0.0117016
         261    -5.39469    -5.61769   0.0116881
         262    -5.38607     -5.6168   0.0116769
         263    -5.48083    -5.61629    0.011644
         264      -5.403    -5.61548   0.0116279
         265     -5.4363     -5.6148   0.0116036
         266    -5.29941    -5.61362   0.0116204
         267      -5.362    -5.61267    0.011615
         268    -5.42073    -5.61196   0.0115938
         269    -5.37238    -5.61107   0.0115848
         270     -5.3817    -5.61022    0.011573
         271     -5.3565    -5.60928   0.0115681
         272    -5.35534    -5.60835   0.0115632
         273    -5.40312     -5.6076   0.0115453
         274     -5.3869    -5.60679   0.0115312
         275    -5.40551    -5.60606   0.0115125
         276    -5.48145    -5.60561   0.0114796
         277    -5.31005    -5.60454   0.0114876
         278     -5.2375    -5.60322   0.0115219
         279     -5.2617    -5.60199   0.0115455
         280    -5.31216    -5.60096   0.0115505
         281    -5.42772    -5.60034   0.0115259
         282    -5.43567    -5.59976   0.0114998
         283    -5.41196     -5.5991   0.0114783
         284    -5.38133    -5.59833   0.0114635
         285    -5.31845    -5.59735   0.0114652
         286    -5.38819    -5.59662   0.0114484
         287    -5.37133    -5.59583   0.0114354
         288    -5.45022    -5.59533   0.0114069
         289    -5.48533    -5.59494   0.0113738
         290    -5.46543     -5.5945   0.0113433
         291    -5.33153    -5.59359   0.0113403
         292    -5.30623    -5.59261   0.0113441
         293    -5.31063    -5.59165   0.0113461
         294    -5.31932    -5.59072   0.0113452
         295    -5.40583    -5.59009   0.0113241
         296    -5.44576    -5.58961   0.0112963
         297     -5.5301    -5.58941   0.0112601
         298    -5.49446    -5.58909   0.0112268
         299    -5.43274    -5.58857   0.0112014
         300    -5.39025     -5.5879   0.0111836
         301    -5.37902    -5.58721   0.0111679
         302    -5.50908    -5.58695   0.0111339
         303    -5.50001    -5.58666   0.0111009
         304    -5.43371    -5.58616   0.0110758
         305    -5.49469    -5.58586   0.0110435
         306    -5.48354    -5.58553   0.0110125
         307    -5.42811    -5.58501   0.0109885
         308    -5.45866     -5.5846   0.0109605
         309    -5.46615    -5.58422   0.0109317
         310    -5.50035    -5.58395   0.0108998
         311     -5.4067    -5.58338   0.0108797
         312     -5.4418    -5.58293   0.0108543
         313    -5.54103    -5.58279   0.0108204
         314    -5.55653    -5.58271   0.0107863
         315    -5.45533     -5.5823   0.0107596
         316    -5.45532     -5.5819   0.0107331
         317    -5.48426    -5.58159   0.0107036
         318     -5.4285    -5.58111   0.0106808
         319    -5.46186    -5.58074   0.0106538
         320    -5.50192    -5.58049   0.0106234
         321    -5.44509    -5.58007   0.0105987
         322    -5.40625    -5.57953   0.0105795
         323    -5.33974    -5.57879   0.0105728
         324    -5.47899    -5.57848   0.0105446
         325    -5.39837    -5.57793   0.0105267
         326    -5.50867    -5.57771   0.0104966
         327    -5.43339    -5.57727   0.0104737
         328    -5.48562    -5.57699   0.0104455
         329    -5.40249    -5.57646   0.0104272
         330    -5.37297    -5.57585   0.0104139
         331    -5.41025    -5.57535   0.0103944
         332    -5.41582    -5.57487   0.0103742
         333     -5.5485    -5.57479   0.0103434
         334    -5.50258    -5.57457   0.0103146
         335    -5.55241     -5.5745   0.0102841
         336    -5.44965    -5.57413   0.0102602
         337    -5.45162    -5.57377   0.0102362
         338    -5.53749    -5.57366   0.0102064
         339     -5.5196     -5.5735   0.0101776
         340     -5.4596    -5.57317   0.0101532
         341    -5.49307    -5.57293   0.0101261
         342    -5.52729     -5.5728   0.0100974
         343    -5.46574    -5.57249   0.0100728
         344     -5.4588    -5.57216   0.0100489
         345    -5.43696    -5.57176   0.0100274
         346    -5.36104    -5.57116   0.0100169
         347    -5.41157     -5.5707  0.00999859
         348    -5.48678    -5.57045  0.00997277
         349    -5.44703     -5.5701  0.00995046
         350    -5.53162    -5.56999  0.00992264
         351    -5.47154    -5.56971  0.00989833
         352    -5.37784    -5.56917  0.00988521
         353    -5.39155    -5.56866     0.00987
         354    -5.42493    -5.56826  0.00985047
         355    -5.48661    -5.56803  0.00982541
         356    -5.57583    -5.56805  0.00979783
         357    -5.57765    -5.56807  0.00977042
         358    -5.63782    -5.56827  0.00974507
         359     -5.6534    -5.56851  0.00972081
         360     -5.5297     -5.5684  0.00969441
         361    -5.47017    -5.56813  0.00967137
         362    -5.45359    -5.56781  0.00964983
         363    -5.56733    -5.56781  0.00962325
         364    -5.63408    -5.56799  0.00959853
         365    -5.51164    -5.56784  0.00957348
         366    -5.54584    -5.56778  0.00954751
         367    -5.57597     -5.5678  0.00952152
         368    -5.55805    -5.56777  0.00949568
         369    -5.52374    -5.56765   0.0094707
         370    -5.49594    -5.56746  0.00944708
         371    -5.53426    -5.56737  0.00942204
         372    -5.59156    -5.56744  0.00939694
         373    -5.57816    -5.56746  0.00937179
         374    -5.56963    -5.56747  0.00934673
         375    -5.49517    -5.56728   0.0093238
         376    -5.53343    -5.56719  0.00929944
         377    -5.48986    -5.56698  0.00927703
         378    -5.54823    -5.56693  0.00925262
         379    -5.45387    -5.56663  0.00923301
         380    -5.50499    -5.56647  0.00921014
         381    -5.49831    -5.56629  0.00918771
         382    -5.36114    -5.56576  0.00917934
         383    -5.39412    -5.56531   0.0091663
         384    -5.50979    -5.56516  0.00914357
         385    -5.44622    -5.56485  0.00912504
         386    -5.42138    -5.56448  0.00910897
         387    -5.42793    -5.56413  0.00909226
         388    -5.43856    -5.56381  0.00907458
         389    -5.50493    -5.56365  0.00905252
         390    -5.47168    -5.56342  0.00903238
         391    -5.43406    -5.56309  0.00901533
         392    -5.44835     -5.5628  0.00899709
         393    -5.52235    -5.56269  0.00897478
         394    -5.48129    -5.56249  0.00895438
         395    -5.45957    -5.56222   0.0089355
         396    -5.50688    -5.56209  0.00891403
         397     -5.5344    -5.56202  0.00889185
         398    -5.51882    -5.56191  0.00887017
         399    -5.45679    -5.56164  0.00885185
         400    -5.52089    -5.56154  0.00883031
         401    -5.60114    -5.56164  0.00880884
         402     -5.5877    -5.56171  0.00878717
         403    -5.54739    -5.56167  0.00876543
         404    -5.50643    -5.56153   0.0087448
         405    -5.60088    -5.56163  0.00872375
         406    -5.65622    -5.56186  0.00870537
         407    -5.64869    -5.56208   0.0086866
         408    -5.55969    -5.56207  0.00866531
         409    -5.46978    -5.56184  0.00864706
         410    -5.59984    -5.56194  0.00862647
         411    -5.52728    -5.56185  0.00860589
         412    -5.38575    -5.56143  0.00859561
         413    -5.51662    -5.56132  0.00857548
         414    -5.48123    -5.56112  0.00855695
         415    -5.53521    -5.56106  0.00853656
         416     -5.4913    -5.56089  0.00851769
         417    -5.51564    -5.56079  0.00849795
         418    -5.53423    -5.56072  0.00847786
         419    -5.55511    -5.56071  0.00845763
         420    -5.51277    -5.56059  0.00843827
         421    -5.41241    -5.56024  0.00842556
         422    -5.36087    -5.55977  0.00841883
         423    -5.42361    -5.55945  0.00840508
         424    -5.43955    -5.55917  0.00839001
         425    -5.32961    -5.55862  0.00838764
         426    -5.38927    -5.55823  0.00837737
         427    -5.41198    -5.55788  0.00836475
         428    -5.47788     -5.5577  0.00834729
         429     -5.4433    -5.55743  0.00833209
         430    -5.45472    -5.55719  0.00831614
         431    -5.60044    -5.55729  0.00829745
         432    -5.53023    -5.55723  0.00827848
         433    -5.54864    -5.55721  0.00825938
         434    -5.58868    -5.55728  0.00824067
         435    -5.52337     -5.5572  0.00822209
         436    -5.49071    -5.55705  0.00820465
         437    -5.45504    -5.55682   0.0081892
         438    -5.40936    -5.55648  0.00817742
         439    -5.40742    -5.55614  0.00816583
         440    -5.44711    -5.55589  0.00815104
         441     -5.4226    -5.55559  0.00813815
         442    -5.45189    -5.55536  0.00812312
         443    -5.48543     -5.5552  0.00810632
         444    -5.61737    -5.55534  0.00808927
         445    -5.45316    -5.55511  0.00807435
         446    -5.49691    -5.55498   0.0080573
         447    -5.39072    -5.55461  0.00804765
         448    -5.42129    -5.55431  0.00803519
         449    -5.48379    -5.55416  0.00801883
         450    -5.43747     -5.5539   0.0080052
         451    -5.39363    -5.55354  0.00799534
         452    -5.38719    -5.55318  0.00798611
         453    -5.41709    -5.55287  0.00797413
         454    -5.39566    -5.55253  0.00796408
         455    -5.42848    -5.55226  0.00795124
         456    -5.49867    -5.55214  0.00793468
         457    -5.45349    -5.55192  0.00792025
         458    -5.45874    -5.55172  0.00790557
         459    -5.46568    -5.55153  0.00789057
         460    -5.49767    -5.55141  0.00787428
         461    -5.50557    -5.55132  0.00785783
         462    -5.56278    -5.55134  0.00784086
         463    -5.48704     -5.5512  0.00782516
         464    -5.49923    -5.55109  0.00780909
         465    -5.50674    -5.55099  0.00779288
         466    -5.49944    -5.55088  0.00777694
         467    -5.40028    -5.55056  0.00776697
         468    -5.51236    -5.55048  0.00775081
         469    -5.48245    -5.55033  0.00773564
         470    -5.53719    -5.55031  0.00771923
         471    -5.45206     -5.5501  0.00770566
         472    -5.44495    -5.54987  0.00769255
         473    -5.43275    -5.54963  0.00768027
         474    -5.37795    -5.54926  0.00767261
         475    -5.45612    -5.54907  0.00765896
         476    -5.37521     -5.5487  0.00765157
         477    -5.32703    -5.54824  0.00764963
         478     -5.3993    -5.54793  0.00763997
         479    -5.43468    -5.54769  0.00762768
         480    -5.48659    -5.54756  0.00761285
         481    -5.51948     -5.5475  0.00759725
         482    -5.50692    -5.54742  0.00758195
         483    -5.54946    -5.54742  0.00756626
         484    -5.57135    -5.54747  0.00755078
         485    -5.56384    -5.54751  0.00753529
         486    -5.58326    -5.54758  0.00752015
         487    -5.53946    -5.54756  0.00750472
         488    -5.68992    -5.54786  0.00749501
         489    -5.72786    -5.54822  0.00748872
         490    -5.69774    -5.54853  0.00747965
         491     -5.6396    -5.54872  0.00746671
         492    -5.56365    -5.54875   0.0074516
         493    -5.55507    -5.54876   0.0074365
         494    -5.46216    -5.54858  0.00742351
         495    -5.50033    -5.54849  0.00740915
         496    -5.59388    -5.54858  0.00739478
         497    -5.55857     -5.5486  0.00737993
         498    -5.54935     -5.5486  0.00736511
         499    -5.52917    -5.54856  0.00735045
         500    -5.50921    -5.54848  0.00733617
         501    -5.55495    -5.54849  0.00732154
         502    -5.44216    -5.54828  0.00731002
         503    -5.48768    -5.54816  0.00729648
         504    -5.49039    -5.54805   0.0072829
         505    -5.45958    -5.54787  0.00727059
         506    -5.35575    -5.54749  0.00726613
         507    -5.37247    -5.54715  0.00725999
         508    -5.42206     -5.5469  0.00724987
         509    -5.51081    -5.54683  0.00723598
         510    -5.51543    -5.54677  0.00722205
         511    -5.45523    -5.54659  0.00721014
         512    -5.48177    -5.54646  0.00719717
         513    -5.43679    -5.54625  0.00718631
         514    -5.46055    -5.54608  0.00717427
         515    -5.43143    -5.54586  0.00716379
         516     -5.4591    -5.54569  0.00715188
         517    -5.43657    -5.54548  0.00714116
         518    -5.58502    -5.54556  0.00712778
         519    -5.44311    -5.54536  0.00711678
         520    -5.43477    -5.54515  0.00710627
         521    -5.43275    -5.54493   0.0070959
         522    -5.35796    -5.54457  0.00709134
         523    -5.41173    -5.54432  0.00708233
         524    -5.47015    -5.54418  0.00707023
         525    -5.40877    -5.54392  0.00706147
         526    -5.33893    -5.54353  0.00705879
         527    -5.31968     -5.5431  0.00705816
         528    -5.34776    -5.54273  0.00705449
         529    -5.33608    -5.54234  0.00705196
         530    -5.29687    -5.54188  0.00705384
         531    -5.28876     -5.5414  0.00705665
         532      -5.348    -5.54104  0.00705274
         533    -5.38678    -5.54075  0.00704545
         534    -5.41652    -5.54052  0.00703609
         535    -5.40246    -5.54026  0.00702767
         536    -5.47541    -5.54014   0.0070156
         537    -5.36498    -5.53981  0.00701012
         538    -5.34007    -5.53944  0.00700691
         539     -5.4683    -5.53931  0.00699516
         540    -5.48086     -5.5392  0.00698304
         541    -5.40512    -5.53895  0.00697453
         542    -5.40643    -5.53871  0.00696594
         543    -5.35698    -5.53837  0.00696115
         544    -5.39878    -5.53812  0.00695308
         545    -5.35795    -5.53779  0.00694818
         546     -5.4152    -5.53756  0.00693908
         547    -5.37904    -5.53727  0.00693244
         548    -5.37824    -5.53698  0.00692586
         549    -5.48076    -5.53688  0.00691401
         550    -5.37561    -5.53659  0.00690765
         551    -5.35589    -5.53626  0.00690289
         552    -5.39653    -5.53601  0.00689503
         553    -5.48345    -5.53591  0.00688321
         554    -5.44618    -5.53575  0.00687269
         555    -5.44672    -5.53559  0.00686218
         556    -5.42992     -5.5354  0.00685247
         557    -5.42294     -5.5352  0.00684314
         558    -5.36346    -5.53489   0.0068378
         559    -5.32311    -5.53451  0.00683605
         560    -5.38952    -5.53425  0.00682875
         561    -5.47884    -5.53415  0.00681729
         562    -5.51056    -5.53411  0.00680529
         563    -5.58254     -5.5342  0.00679374
         564    -5.51753    -5.53417  0.00678176
         565     -5.4827    -5.53408  0.00677037
         566    -5.46678    -5.53396  0.00675945
         567    -5.61094    -5.53409   0.0067489
         568    -5.58174    -5.53418  0.00673754
         569    -5.46716    -5.53406  0.00672672
         570    -5.39927    -5.53382  0.00671908
         571    -5.38261    -5.53356  0.00671253
         572    -5.38871     -5.5333  0.00670557
         573    -5.31025    -5.53292  0.00670515
         574    -5.35834    -5.53261  0.00670037
         575    -5.38006    -5.53235  0.00669396
         576    -5.36707    -5.53206  0.00668849
         577     -5.4435    -5.53191  0.00667866
         578    -5.46495    -5.53179  0.00666811
         579    -5.50055    -5.53174  0.00665681
         580    -5.43212    -5.53156  0.00664755
         581    -5.50937    -5.53153  0.00663622
         582    -5.50801    -5.53149  0.00662494
         583     -5.4783    -5.53139   0.0066142
         584    -5.52627    -5.53139  0.00660288
         585    -5.52794    -5.53138   0.0065916
         586     -5.4437    -5.53123  0.00658205
         587    -5.47868    -5.53114  0.00657144
         588    -5.45925    -5.53102   0.0065614
         589    -5.42579    -5.53084   0.0065527
         590    -5.50967     -5.5308  0.00654169
         591    -5.51386    -5.53077  0.00653068
         592     -5.4959    -5.53072  0.00651992
         593    -5.52267     -5.5307  0.00650893
         594    -5.48716    -5.53063  0.00649839
         595    -5.59288    -5.53073  0.00648831
         596    -5.55166    -5.53077  0.00647752
         597    -5.58173    -5.53085  0.00646723
         598    -5.60425    -5.53098  0.00645758
         599    -5.53874    -5.53099  0.00644681
         600    -5.51884    -5.53097   0.0064361
         601    -5.67536    -5.53121  0.00642987
         602    -5.66075    -5.53143  0.00642279
         603    -5.62698    -5.53158   0.0064141
         604    -5.59511    -5.53169  0.00640434
         605    -5.56969    -5.53175  0.00639406
         606    -5.53046    -5.53175  0.00638351
         607    -5.49894     -5.5317  0.00637322
         608    -5.47433     -5.5316  0.00636344
         609    -5.48652    -5.53153  0.00635342
         610    -5.41071    -5.53133  0.00634609
         611    -5.35576    -5.53104  0.00634221
         612    -5.40883    -5.53084  0.00633499
         613    -5.48251    -5.53076  0.00632514
         614    -5.49525    -5.53071  0.00631511
         615    -5.35903    -5.53043    0.006311
         616    -5.44139    -5.53028  0.00630241
         617    -5.41098    -5.53009  0.00629516
         618    -5.50914    -5.53005  0.00628507
         619    -5.45051    -5.52993  0.00627623
         620    -5.42393    -5.52975  0.00626843
         621     -5.4004    -5.52955   0.0062618
         622     -5.4115    -5.52936  0.00625461
         623    -5.37222     -5.5291  0.00624965
         624    -5.37527    -5.52886   0.0062445
         625    -5.45742    -5.52874  0.00623555
         626    -5.47956    -5.52867  0.00622609
         627    -5.47431    -5.52858  0.00621676
         628    -5.46941    -5.52848  0.00620757
         629    -5.55509    -5.52853  0.00619785
         630    -5.56907    -5.52859  0.00618835
         631    -5.51868    -5.52858  0.00617856
         632    -5.55119    -5.52861  0.00616889
         633    -5.57499    -5.52868  0.00615958
         634    -5.56422    -5.52874  0.00615011
         635    -5.51632    -5.52872  0.00614046
         636    -5.51195    -5.52869  0.00613086
         637    -5.48929    -5.52863  0.00612155
         638    -5.41653    -5.52846  0.00611448
         639     -5.4179    -5.52828  0.00610735
         640    -5.49346    -5.52823  0.00609805
         641    -5.43327    -5.52808  0.00609034
         642    -5.43571    -5.52794  0.00608255
         643    -5.43902     -5.5278  0.00607466
         644    -5.49703    -5.52775  0.00606542
         645    -5.47962    -5.52768  0.00605648
         646    -5.56185    -5.52773  0.00604733
         647    -5.60677    -5.52785  0.00603922
         648    -5.62626      -5.528  0.00603181
         649    -5.67223    -5.52823  0.00602661
         650    -5.58861    -5.52832  0.00601805
         651    -5.60242    -5.52843  0.00600988
         652    -5.48274    -5.52836  0.00600107
         653     -5.5164    -5.52834  0.00599191
         654    -5.43553     -5.5282  0.00598443
         655    -5.35838    -5.52794  0.00598091
         656    -5.47518    -5.52786  0.00597233
         657    -5.49355    -5.52781  0.00596347
         658    -5.46304    -5.52771  0.00595522
         659    -5.44986    -5.52759  0.00594735
         660    -5.32623    -5.52729  0.00594616
         661    -5.29215    -5.52693   0.0059478
         662      -5.339    -5.52665  0.00594558
         663    -5.39963    -5.52646   0.0059397
         664    -5.35293     -5.5262   0.0059365
         665    -5.30503    -5.52586  0.00593689
