#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
        1085    -5.47069     -5.5115  0.00423446
        1086    -5.54822    -5.51153  0.00423069
        1087    -5.44828    -5.51147   0.0042272
        1088    -5.43097     -5.5114  0.00422396
        1089    -5.44387    -5.51134  0.00422054
        1090    -5.45427    -5.51128  0.00421699
        1091     -5.4938    -5.51127  0.00421316
        1092    -5.51024    -5.51127   0.0042093
        1093    -5.40847    -5.51117   0.0042065
        1094    -5.44271    -5.51111  0.00420312
        1095     -5.4419    -5.51105  0.00419975
        1096    -5.37627    -5.51092  0.00419772
        1097    -5.35513    -5.51078   0.0041963
        1098    -5.31178     -5.5106  0.00419639
        1099    -5.34053    -5.51045  0.00419542
        1100    -5.29268    -5.51025  0.00419628
        1101    -5.48507    -5.51022  0.00419253
        1102    -5.48705     -5.5102  0.00418878
        1103    -5.52109    -5.51021  0.00418499
        1104    -5.45475    -5.51016   0.0041815
        1105    -5.40114    -5.51006  0.00417888
        1106    -5.41186    -5.50998  0.00417604
        1107    -5.47821    -5.50995  0.00417237
        1108    -5.55389    -5.50999  0.00416879
        1109    -5.47836    -5.50996  0.00416513
        1110    -5.43493    -5.50989  0.00416193
        1111    -5.51385    -5.50989  0.00415818
        1112    -5.46393    -5.50985  0.00415465
        1113     -5.4349    -5.50979  0.00415146
        1114    -5.38736    -5.50968  0.00414919
        1115    -5.39492    -5.50957  0.00414675
        1116    -5.42968     -5.5095  0.00414365
        1117    -5.46811    -5.50946   0.0041401
        1118    -5.47872    -5.50944  0.00413649
        1119    -5.50642    -5.50943   0.0041328
        1120    -5.48081    -5.50941  0.00412918
        1121    -5.55791    -5.50945  0.00412573
        1122    -5.52373    -5.50946  0.00412207
        1123    -5.44903    -5.50941  0.00411875
        1124    -5.49249     -5.5094  0.00411511
        1125    -5.64237    -5.50951  0.00411315
        1126    -5.63685    -5.50963  0.00411106
        1127    -5.45786    -5.50958  0.00410766
        1128    -5.43503    -5.50951  0.00410455
        1129    -5.44041    -5.50945  0.00410137
        1130    -5.43999    -5.50939  0.00409821
        1131    -5.49882    -5.50938  0.00409459
        1132    -5.43916    -5.50932  0.00409145
        1133    -5.42324    -5.50924  0.00408854
        1134    -5.38578    -5.50914  0.00408638
        1135    -5.43593    -5.50907  0.00408329
        1136    -5.45444    -5.50902  0.00407998
        1137    -5.47239    -5.50899  0.00407652
        1138    -5.49214    -5.50898  0.00407296
        1139    -5.49841    -5.50897   0.0040694
        1140    -5.62759    -5.50907  0.00406716
        1141    -5.63945    -5.50919   0.0040652
        1142    -5.58439    -5.50925  0.00406217
        1143    -5.61374    -5.50934  0.00405965
        1144    -5.58033     -5.5094  0.00405657
        1145    -5.51906    -5.50941  0.00405304
        1146    -5.50527    -5.50941  0.00404951
        1147    -5.52237    -5.50942  0.00404599
        1148    -5.52611    -5.50944  0.00404249
        1149    -5.47851    -5.50941  0.00403906
        1150    -5.58446    -5.50947  0.00403608
        1151    -5.55011    -5.50951  0.00403273
        1152    -5.59341    -5.50958  0.00402988
        1153    -5.57241    -5.50964  0.00402676
        1154    -5.54372    -5.50967  0.00402338
        1155    -5.58414    -5.50973  0.00402041
        1156     -5.5123    -5.50973  0.00401693
        1157    -5.50144    -5.50973  0.00401347
        1158    -5.44053    -5.50967  0.00401044
        1159    -5.37368    -5.50955   0.0040087
        1160    -5.36491    -5.50942  0.00400718
        1161    -5.41736    -5.50934  0.00400452
        1162    -5.45634     -5.5093  0.00400133
        1163    -5.31789    -5.50913  0.00400127
        1164    -5.38056    -5.50902  0.00399936
        1165    -5.38732    -5.50892  0.00399729
        1166    -5.46608    -5.50888  0.00399403
        1167    -5.36753    -5.50876  0.00399245
        1168    -5.33757    -5.50861  0.00399172
        1169    -5.45242    -5.50857  0.00398859
        1170    -5.40594    -5.50848  0.00398615
        1171    -5.47566    -5.50845  0.00398284
        1172    -5.40801    -5.50837  0.00398036
        1173    -5.42466    -5.50829  0.00397761
        1174    -5.49578    -5.50828  0.00397424
        1175    -5.47244    -5.50825  0.00397097
        1176    -5.51654    -5.50826   0.0039676
        1177    -5.57646    -5.50832  0.00396465
        1178    -5.59882    -5.50839  0.00396203
        1179    -5.56664    -5.50844  0.00395898
        1180    -5.47561    -5.50842  0.00395572
        1181    -5.41342    -5.50834  0.00395319
        1182      -5.408    -5.50825  0.00395076
        1183     -5.4073    -5.50817  0.00394834
        1184    -5.53519    -5.50819  0.00394507
        1185    -5.57137    -5.50824   0.0039421
        1186    -5.52341    -5.50825   0.0039388
        1187    -5.59197    -5.50832  0.00393611
        1188     -5.4197    -5.50825   0.0039335
        1189    -5.42995    -5.50818  0.00393075
        1190    -5.57542    -5.50824  0.00392785
        1191    -5.60331    -5.50832  0.00392536
        1192    -5.56208    -5.50837  0.00392233
        1193     -5.5714    -5.50842   0.0039194
        1194    -5.57649    -5.50848  0.00391653
        1195    -5.60614    -5.50856  0.00391411
        1196    -5.54019    -5.50858  0.00391092
        1197     -5.5212    -5.50859  0.00390767
        1198    -5.51693     -5.5086  0.00390441
        1199    -5.58466    -5.50866  0.00390167
        1200    -5.47345    -5.50864  0.00389853
        1201    -5.52028    -5.50865   0.0038953
        1202     -5.4826    -5.50862  0.00389212
        1203    -5.45032    -5.50858  0.00388918
        1204    -5.45059    -5.50853  0.00388625
        1205    -5.51606    -5.50853  0.00388303
        1206     -5.5094    -5.50853  0.00387981
        1207     -5.5439    -5.50856  0.00387671
        1208    -5.57752    -5.50862  0.00387392
        1209    -5.62347    -5.50872  0.00387188
        1210    -5.56335    -5.50876  0.00386894
        1211    -5.62575    -5.50886  0.00386695
        1212    -5.69822    -5.50901  0.00386692
        1213    -5.65036    -5.50913  0.00386549
        1214    -5.52366    -5.50914  0.00386232
        1215    -5.43039    -5.50908  0.00385968
        1216    -5.49716    -5.50907  0.00385652
        1217    -5.48785    -5.50905  0.00385339
        1218    -5.46801    -5.50902  0.00385038
        1219    -5.38128    -5.50891  0.00384864
        1220    -5.36414    -5.50879  0.00384732
        1221    -5.35473    -5.50867  0.00384624
        1222     -5.3717    -5.50855  0.00384472
        1223    -5.42237    -5.50848  0.00384222
        1224    -5.43047    -5.50842  0.00383961
        1225    -5.47137    -5.50839   0.0038366
        1226     -5.4525    -5.50834  0.00383374
        1227    -5.42776    -5.50828  0.00383118
        1228     -5.3972    -5.50819  0.00382913
        1229    -5.48277    -5.50817  0.00382607
        1230    -5.53437    -5.50819  0.00382301
        1231    -5.54717    -5.50822  0.00382004
        1232    -5.38977    -5.50812  0.00381815
        1233    -5.38718    -5.50803  0.00381631
        1234    -5.39399    -5.50793  0.00381434
        1235     -5.3836    -5.50783  0.00381258
        1236    -5.29474    -5.50766  0.00381339
        1237    -5.34369    -5.50753  0.00381261
        1238    -5.35892    -5.50741  0.00381142
        1239    -5.35807    -5.50729  0.00381025
        1240    -5.31085    -5.50713  0.00381047
        1241    -5.25964    -5.50693  0.00381261
        1242    -5.30702    -5.50677  0.00381294
        1243    -5.36511    -5.50665  0.00381157
        1244    -5.27715    -5.50647  0.00381297
        1245     -5.1784    -5.50621    0.003819
        1246    -5.27292    -5.50602  0.00382053
        1247    -5.37192    -5.50591  0.00381897
        1248    -5.42743    -5.50585  0.00381643
        1249    -5.32446     -5.5057  0.00381614
        1250    -5.37387     -5.5056  0.00381454
        1251    -5.54028    -5.50563  0.00381159
        1252    -5.37041    -5.50552  0.00381008
        1253    -5.36933    -5.50541  0.00380859
        1254    -5.37209     -5.5053  0.00380704
        1255    -5.32143    -5.50516  0.00380682
        1256    -5.45553    -5.50512  0.00380399
        1257    -5.40923    -5.50504  0.00380173
        1258    -5.45012      -5.505  0.00379896
        1259    -5.47725    -5.50498  0.00379601
        1260    -5.48845    -5.50496  0.00379302
        1261    -5.45302    -5.50492  0.00379023
        1262    -5.52848    -5.50494  0.00378728
        1263    -5.59764    -5.50501  0.00378499
        1264    -5.50672    -5.50501  0.00378199
        1265    -5.57818    -5.50507  0.00377945
        1266    -5.50725    -5.50507  0.00377646
        1267    -5.39751    -5.50499  0.00377444
        1268    -5.47198    -5.50496  0.00377155
        1269    -5.37768    -5.50486  0.00376991
        1270    -5.42896     -5.5048  0.00376742
        1271    -5.39451    -5.50472  0.00376545
        1272    -5.39441    -5.50463  0.00376349
        1273    -5.44827    -5.50459  0.00376079
        1274    -5.50835    -5.50459  0.00375784
        1275    -5.49354    -5.50458   0.0037549
        1276    -5.41081    -5.50451  0.00375268
        1277    -5.49352     -5.5045  0.00374975
        1278    -5.52809    -5.50452  0.00374686
        1279    -5.47251    -5.50449  0.00374402
        1280    -5.40303    -5.50441  0.00374193
        1281    -5.52478    -5.50443  0.00373904
        1282    -5.38959    -5.50434   0.0037372
        1283    -5.37959    -5.50424  0.00373555
        1284    -5.35167    -5.50412  0.00373453
        1285    -5.34809      -5.504   0.0037336
        1286    -5.40536    -5.50392  0.00373148
        1287    -5.44294    -5.50388  0.00372889
        1288    -5.41967    -5.50381  0.00372656
        1289    -5.46163    -5.50378  0.00372382
        1290    -5.39782     -5.5037  0.00372184
        1291    -5.40379    -5.50362  0.00371976
        1292    -5.37552    -5.50352   0.0037182
        1293    -5.44443    -5.50347   0.0037156
        1294    -5.48821    -5.50346  0.00371275
        1295    -5.44187    -5.50341  0.00371019
        1296    -5.25096    -5.50322  0.00371244
        1297    -5.33851    -5.50309  0.00371175
        1298    -5.42069    -5.50303  0.00370943
        1299    -5.42076    -5.50297  0.00370711
        1300    -5.45117    -5.50293  0.00370448
        1301    -5.47596    -5.50291  0.00370169
        1302    -5.54236    -5.50294  0.00369897
        1303    -5.52409    -5.50295  0.00369616
        1304    -5.53894    -5.50298  0.00369343
        1305    -5.48964    -5.50297  0.00369062
        1306    -5.50815    -5.50297  0.00368779
        1307    -5.50523    -5.50297  0.00368497
        1308    -5.41686    -5.50291  0.00368274
        1309    -5.52606    -5.50293  0.00367997
        1310    -5.48458    -5.50291  0.00367719
        1311    -5.58382    -5.50297   0.0036749
        1312    -5.62282    -5.50307  0.00367324
        1313    -5.60433    -5.50314  0.00367125
        1314    -5.50784    -5.50315  0.00366846
        1315    -5.43682     -5.5031  0.00366601
        1316    -5.36238    -5.50299  0.00366479
        1317     -5.3677    -5.50289  0.00366344
        1318    -5.33344    -5.50276  0.00366292
        1319    -5.42911     -5.5027  0.00366057
        1320     -5.4462    -5.50266  0.00365804
        1321    -5.45092    -5.50262  0.00365549
        1322    -5.39289    -5.50254  0.00365366
        1323    -5.52605    -5.50255  0.00365094
        1324    -5.52481    -5.50257  0.00364823
        1325    -5.55401    -5.50261  0.00364568
        1326    -5.51642    -5.50262  0.00364294
        1327    -5.55903    -5.50266  0.00364045
        1328    -5.48849    -5.50265  0.00363772
        1329    -5.45229    -5.50261  0.00363518
        1330    -5.44094    -5.50257  0.00363274
        1331    -5.43469    -5.50252  0.00363037
        1332    -5.43265    -5.50246  0.00362803
        1333    -5.41633     -5.5024  0.00362588
        1334    -5.42028    -5.50234  0.00362368
        1335    -5.44631     -5.5023  0.00362121
        1336    -5.50924     -5.5023  0.00361851
        1337    -5.60036    -5.50238  0.00361654
        1338     -5.5771    -5.50243  0.00361427
        1339    -5.59116     -5.5025  0.00361218
        1340    -5.61999    -5.50259  0.00361055
        1341    -5.59315    -5.50265  0.00360849
        1342    -5.68214    -5.50279  0.00360828
        1343    -5.64018    -5.50289  0.00360704
        1344    -5.62374    -5.50298  0.00360548
        1345      -5.455    -5.50294  0.00360297
        1346    -5.40656    -5.50287  0.00360101
        1347    -5.42443    -5.50281   0.0035988
        1348    -5.40917    -5.50274   0.0035968
        1349    -5.31534     -5.5026  0.00359682
        1350     -5.3253    -5.50247  0.00359655
        1351    -5.40467     -5.5024  0.00359462
        1352    -5.43853    -5.50235  0.00359227
        1353    -5.42131    -5.50229  0.00359011
        1354    -5.53436    -5.50232  0.00358754
        1355    -5.53681    -5.50234  0.00358498
        1356    -5.48166    -5.50233  0.00358237
        1357    -5.49091    -5.50232  0.00357974
        1358    -5.55878    -5.50236  0.00357735
        1359    -5.45898    -5.50233  0.00357486
        1360    -5.44278    -5.50229   0.0035725
        1361    -5.49193    -5.50228  0.00356988
        1362    -5.39561     -5.5022  0.00356812
        1363    -5.48138    -5.50218  0.00356553
        1364    -5.44629    -5.50214  0.00356315
        1365    -5.34618    -5.50203  0.00356238
        1366    -5.27311    -5.50186  0.00356371
        1367    -5.37287    -5.50177  0.00356235
        1368     -5.3515    -5.50166  0.00356144
        1369    -5.39838    -5.50158  0.00355964
        1370    -5.32743    -5.50145  0.00355931
        1371    -5.32943    -5.50133  0.00355892
        1372    -5.30495    -5.50119   0.0035592
        1373    -5.36209    -5.50108  0.00355805
        1374    -5.41971    -5.50103  0.00355596
        1375    -5.34064    -5.50091  0.00355528
        1376    -5.41833    -5.50085  0.00355321
        1377     -5.4376     -5.5008  0.00355092
        1378    -5.38571    -5.50072  0.00354933
        1379     -5.3488    -5.50061  0.00354846
        1380    -5.39335    -5.50053  0.00354674
        1381    -5.42332    -5.50048  0.00354462
        1382    -5.42625    -5.50042  0.00354246
        1383    -5.40243    -5.50035   0.0035406
        1384    -5.35439    -5.50025  0.00353962
        1385    -5.40751    -5.50018  0.00353769
        1386    -5.40961    -5.50011  0.00353575
        1387     -5.4861     -5.5001  0.00353321
        1388    -5.46409    -5.50008  0.00353076
        1389    -5.30008    -5.49993  0.00353115
        1390    -5.34151    -5.49982  0.00353045
        1391    -5.33383     -5.4997  0.00352993
        1392    -5.28947    -5.49955  0.00353062
        1393    -5.33976    -5.49943  0.00352995
        1394    -5.46298    -5.49941  0.00352752
        1395    -5.46875    -5.49939  0.00352506
        1396    -5.43235    -5.49934  0.00352286
        1397    -5.33199    -5.49922  0.00352237
        1398    -5.39737    -5.49915  0.00352061
        1399     -5.4363     -5.4991  0.00351838
        1400    -5.45238    -5.49907  0.00351602
        1401    -5.56803    -5.49912  0.00351386
        1402    -5.58398    -5.49918  0.00351187
        1403    -5.59729    -5.49925  0.00351006
        1404    -5.57842     -5.4993  0.00350802
        1405    -5.52709    -5.49932  0.00350558
        1406    -5.49673    -5.49932  0.00350308
        1407    -5.59345    -5.49939  0.00350123
        1408     -5.5291    -5.49941  0.00349881
        1409    -5.43051    -5.49936  0.00349667
        1410    -5.50929    -5.49937  0.00349419
        1411    -5.49177    -5.49936  0.00349172
        1412    -5.50182    -5.49936  0.00348925
        1413    -5.47568    -5.49935  0.00348682
        1414    -5.44579    -5.49931  0.00348456
        1415    -5.48717     -5.4993  0.00348211
        1416    -5.46983    -5.49928  0.00347971
        1417    -5.51766    -5.49929  0.00347728
        1418    -5.46173    -5.49927  0.00347493
        1419    -5.41882    -5.49921  0.00347294
        1420    -5.50333    -5.49921   0.0034705
        1421    -5.44321    -5.49917  0.00346828
        1422    -5.51903    -5.49919  0.00346587
        1423    -5.47041    -5.49917  0.00346349
        1424    -5.48368    -5.49916  0.00346108
        1425    -5.55529    -5.49919  0.00345887
        1426     -5.3417    -5.49908  0.00345821
        1427    -5.44631    -5.49905  0.00345598
        1428    -5.46882    -5.49903  0.00345363
        1429    -5.47902    -5.49901  0.00345124
        1430    -5.46535    -5.49899  0.00344891
        1431    -5.50639    -5.49899   0.0034465
        1432    -5.45251    -5.49896  0.00344425
        1433    -5.50958    -5.49897  0.00344185
        1434    -5.45129    -5.49894  0.00343961
        1435    -5.39254    -5.49886  0.00343801
        1436    -5.36426    -5.49877   0.0034369
        1437    -5.39995     -5.4987  0.00343519
        1438    -5.35999     -5.4986  0.00343416
        1439    -5.39258    -5.49853  0.00343256
        1440    -5.34258    -5.49842  0.00343189
        1441    -5.25194    -5.49825  0.00343376
        1442    -5.21134    -5.49805  0.00343714
        1443    -5.21869    -5.49786  0.00344021
        1444    -5.35104    -5.49776  0.00343933
        1445    -5.29769    -5.49762  0.00343973
        1446    -5.23016    -5.49743  0.00344232
        1447    -5.26873    -5.49727  0.00344357
        1448    -5.24631     -5.4971  0.00344555
        1449    -5.22941    -5.49692  0.00344812
        1450    -5.25979    -5.49675  0.00344962
        1451    -5.35315    -5.49665  0.00344866
        1452    -5.33814    -5.49654  0.00344802
        1453    -5.32795    -5.49643   0.0034476
        1454    -5.29824    -5.49629  0.00344792
        1455    -5.28521    -5.49615   0.0034486
        1456    -5.37201    -5.49606  0.00344728
        1457    -5.38094    -5.49598  0.00344582
        1458    -5.43213    -5.49594  0.00344374
        1459    -5.41467    -5.49588  0.00344183
        1460    -5.41685    -5.49583   0.0034399
        1461     -5.3944    -5.49576  0.00343824
        1462    -5.34357    -5.49566  0.00343747
        1463    -5.34498    -5.49555  0.00343666
        1464    -5.39586    -5.49548  0.00343499
        1465    -5.46253    -5.49546  0.00343272
        1466    -5.49023    -5.49546  0.00343038
        1467    -5.44569    -5.49542   0.0034282
        1468    -5.47227    -5.49541  0.00342591
        1469    -5.42533    -5.49536  0.00342391
        1470     -5.4837    -5.49535  0.00342159
        1471    -5.35102    -5.49525  0.00342067
        1472    -5.32971    -5.49514  0.00342019
        1473    -5.22012    -5.49496  0.00342296
        1474    -5.32436    -5.49484   0.0034226
        1475    -5.35965    -5.49475   0.0034215
        1476    -5.33934    -5.49464   0.0034208
        1477    -5.40966    -5.49459  0.00341897
        1478    -5.44197    -5.49455  0.00341684
        1479    -5.35059    -5.49445  0.00341592
        1480    -5.34357    -5.49435  0.00341513
        1481    -5.32417    -5.49424  0.00341476
        1482    -5.32366    -5.49412  0.00341439
        1483    -5.28257    -5.49398  0.00341507
        1484    -5.29278    -5.49384  0.00341546
        1485    -5.26946    -5.49369   0.0034165
        1486    -5.34483    -5.49359  0.00341567
        1487    -5.33143    -5.49348  0.00341511
        1488    -5.43198    -5.49344  0.00341307
        1489    -5.29987    -5.49331  0.00341325
        1490    -5.23457    -5.49314  0.00341537
        1491    -5.29146      -5.493  0.00341576
        1492    -5.26996    -5.49285  0.00341674
        1493    -5.37369    -5.49277  0.00341538
        1494    -5.33005    -5.49266  0.00341483
        1495    -5.28401    -5.49252   0.0034154
        1496    -5.38775    -5.49245  0.00341384
        1497    -5.40196    -5.49239  0.00341209
        1498    -5.45124    -5.49237  0.00340992
        1499    -5.46046    -5.49234  0.00340772
        1500    -5.45011    -5.49232  0.00340556
        1501    -5.42003    -5.49227  0.00340363
        1502    -5.44554    -5.49224  0.00340151
        1503     -5.4183    -5.49219   0.0033996
        1504    -5.35335     -5.4921  0.00339859
        1505    -5.32564    -5.49198  0.00339813
        1506    -5.35336    -5.49189  0.00339712
        1507    -5.38959    -5.49183  0.00339555
        1508    -5.45734     -5.4918  0.00339337
        1509    -5.40899    -5.49175  0.00339157
        1510    -5.38437    -5.49168  0.00339007
        1511    -5.38286     -5.4916  0.00338859
        1512    -5.37121    -5.49152  0.00338728
        1513    -5.40012    -5.49146  0.00338558
        1514     -5.3432    -5.49137  0.00338476
        1515    -5.38535     -5.4913  0.00338325
        1516    -5.31068    -5.49118  0.00338312
        1517    -5.19542    -5.49098   0.0033865
        1518    -5.22286    -5.49081  0.00338887
        1519    -5.25248    -5.49065  0.00339027
        1520    -5.20784    -5.49046  0.00339314
        1521    -5.27981    -5.49032  0.00339374
        1522    -5.21773    -5.49014  0.00339623
        1523    -5.22949    -5.48997  0.00339831
        1524    -5.37256     -5.4899  0.00339695
        1525    -5.34121     -5.4898  0.00339612
        1526    -5.44648    -5.48977  0.00339402
        1527    -5.42749    -5.48973  0.00339204
        1528    -5.51997    -5.48975  0.00338988
        1529    -5.47362    -5.48974  0.00338768
        1530    -5.52447    -5.48976  0.00338554
        1531    -5.45633    -5.48974   0.0033834
        1532    -5.39297    -5.48968  0.00338178
        1533    -5.42659    -5.48964  0.00337982
        1534    -5.38244    -5.48957  0.00337834
        1535    -5.41277    -5.48952  0.00337651
        1536    -5.37761    -5.48944   0.0033751
        1537    -5.49845    -5.48945  0.00337291
        1538     -5.4525    -5.48942   0.0033708
        1539    -5.49479    -5.48943  0.00336861
        1540    -5.44218     -5.4894  0.00336657
        1541    -5.37002    -5.48932  0.00336527
        1542     -5.4268    -5.48928  0.00336333
        1543    -5.40614    -5.48923  0.00336159
        1544    -5.36607    -5.48915  0.00336035
        1545    -5.37059    -5.48907  0.00335906
        1546    -5.40042    -5.48901  0.00335737
        1547    -5.44882    -5.48899   0.0033553
        1548     -5.3971    -5.48893  0.00335366
        1549    -5.37067    -5.48885  0.00335236
        1550    -5.48304    -5.48885   0.0033502
        1551    -5.47344    -5.48884  0.00334806
        1552    -5.47497    -5.48883  0.00334591
        1553    -5.44648     -5.4888  0.00334387
        1554    -5.54023    -5.48883  0.00334188
        1555    -5.64767    -5.48894  0.00334129
        1556    -5.52596    -5.48896  0.00333923
        1557    -5.62479    -5.48905  0.00333822
        1558    -5.58748    -5.48911  0.00333668
        1559    -5.54371    -5.48914  0.00333472
        1560     -5.4854    -5.48914  0.00333259
        1561    -5.38306    -5.48907  0.00333114
        1562    -5.35697    -5.48899  0.00333009
        1563    -5.37318    -5.48892  0.00332878
        1564    -5.32359    -5.48881  0.00332833
        1565     -5.3326    -5.48871   0.0033277
        1566    -5.20046    -5.48853  0.00333066
        1567    -5.21766    -5.48835  0.00333302
        1568     -5.3118    -5.48824  0.00333279
        1569    -5.30273    -5.48812  0.00333277
        1570    -5.38656    -5.48806  0.00333127
        1571    -5.32166    -5.48795  0.00333083
        1572    -5.30055    -5.48783  0.00333085
        1573    -5.36335    -5.48775  0.00332967
        1574    -5.34935    -5.48767  0.00332871
        1575    -5.41055    -5.48762  0.00332696
        1576    -5.27823    -5.48748   0.0033275
        1577    -5.32631    -5.48738  0.00332696
        1578    -5.32934    -5.48728  0.00332636
        1579    -5.23203    -5.48712  0.00332818
        1580    -5.26867    -5.48698  0.00332894
        1581    -5.41285    -5.48693  0.00332717
        1582     -5.4733    -5.48693  0.00332508
        1583    -5.48272    -5.48692  0.00332298
        1584    -5.53166    -5.48695    0.003321
        1585    -5.51833    -5.48697  0.00331896
        1586    -5.51169    -5.48699  0.00331691
        1587     -5.5073      -5.487  0.00331484
        1588    -5.45121    -5.48698  0.00331283
        1589     -5.3234    -5.48687  0.00331234
        1590    -5.29967    -5.48676  0.00331235
        1591    -5.30709    -5.48664   0.0033122
        1592    -5.30376    -5.48653  0.00331211
        1593    -5.23527    -5.48637  0.00331378
        1594    -5.37462     -5.4863  0.00331244
        1595    -5.40673    -5.48625  0.00331074
        1596     -5.4196    -5.48621  0.00330893
        1597    -5.33642    -5.48612  0.00330819
        1598    -5.47543    -5.48611  0.00330613
        1599    -5.46096    -5.48609  0.00330409
        1600    -5.41894    -5.48605   0.0033023
        1601    -5.46993    -5.48604  0.00330025
        1602    -5.54847    -5.48608  0.00329842
        1603    -5.56061    -5.48613  0.00329669
        1604    -5.61474    -5.48621  0.00329561
        1605    -5.62287    -5.48629  0.00329466
        1606    -5.65782     -5.4864  0.00329433
        1607    -5.68884    -5.48652  0.00329469
        1608    -5.59122    -5.48659  0.00329329
        1609    -5.63739    -5.48668  0.00329257
        1610    -5.48649    -5.48668  0.00329053
        1611    -5.46779    -5.48667  0.00328851
        1612    -5.46119    -5.48666   0.0032865
        1613    -5.53558    -5.48669  0.00328461
        1614    -5.55931    -5.48673  0.00328288
        1615    -5.52682    -5.48676  0.00328094
        1616    -5.46302    -5.48674  0.00327894
        1617    -5.48253    -5.48674  0.00327692
        1618    -5.50534    -5.48675  0.00327491
        1619    -5.52745    -5.48678  0.00327299
        1620    -5.50288    -5.48679  0.00327098
        1621    -5.49093    -5.48679  0.00326896
        1622    -5.40621    -5.48674  0.00326733
        1623    -5.41508    -5.48669  0.00326561
        1624    -5.53159    -5.48672  0.00326372
        1625    -5.58061    -5.48678  0.00326222
        1626    -5.50075    -5.48679  0.00326022
        1627    -5.43374    -5.48676  0.00325838
        1628    -5.34085    -5.48667  0.00325761
        1629    -5.28943    -5.48654  0.00325786
        1630    -5.40487    -5.48649  0.00325625
        1631    -5.39948    -5.48644  0.00325469
        1632    -5.37168    -5.48637  0.00325346
        1633    -5.32835    -5.48627   0.0032529
        1634      -5.389    -5.48621  0.00325146
        1635     -5.3078    -5.48611   0.0032513
        1636    -5.31464      -5.486    0.003251
        1637    -5.45349    -5.48598  0.00324908
        1638    -5.39621    -5.48593  0.00324755
        1639     -5.4016    -5.48587  0.00324598
        1640    -5.42983    -5.48584  0.00324418
        1641    -5.34996    -5.48576  0.00324326
        1642    -5.34882    -5.48567  0.00324236
        1643    -5.26724    -5.48554  0.00324311
        1644    -5.38278    -5.48548  0.00324174
        1645    -5.35845     -5.4854  0.00324069
        1646    -5.39775    -5.48535  0.00323916
        1647    -5.36729    -5.48528  0.00323798
        1648    -5.42556    -5.48524  0.00323622
        1649    -5.43542    -5.48521   0.0032344
        1650    -5.28041    -5.48509  0.00323482
        1651    -5.18679    -5.48491   0.0032379
        1652    -5.32236    -5.48481  0.00323744
        1653    -5.32379    -5.48471  0.00323694
        1654    -5.30103     -5.4846  0.00323689
        1655    -5.30847    -5.48449  0.00323668
        1656    -5.35808    -5.48442  0.00323563
        1657    -5.32488    -5.48432  0.00323511
        1658    -5.33194    -5.48423  0.00323446
        1659    -5.38088    -5.48417  0.00323311
        1660    -5.38049     -5.4841  0.00323177
        1661    -5.39204    -5.48405   0.0032303
        1662    -5.38054    -5.48399  0.00322895
        1663    -5.43261    -5.48395  0.00322716
        1664    -5.39445     -5.4839  0.00322567
        1665    -5.42778    -5.48387  0.00322391
        1666    -5.53115     -5.4839   0.0032221
        1667    -5.47626    -5.48389  0.00322017
        1668    -5.48731    -5.48389  0.00321824
        1669    -5.42423    -5.48386  0.00321651
        1670    -5.55006     -5.4839  0.00321483
        1671     -5.5923    -5.48396  0.00321356
        1672    -5.46292    -5.48395  0.00321166
        1673    -5.44031    -5.48392  0.00320985
        1674    -5.41561    -5.48388  0.00320819
        1675    -5.45423    -5.48386  0.00320632
        1676    -5.38164     -5.4838  0.00320499
        1677     -5.3949    -5.48375  0.00320352
        1678    -5.37061    -5.48368  0.00320232
        1679    -5.31886    -5.48358  0.00320191
        1680    -5.46588    -5.48357  0.00320002
        1681    -5.39112    -5.48352  0.00319859
        1682    -5.40622    -5.48347  0.00319702
        1683      -5.453    -5.48345  0.00319517
        1684    -5.47818    -5.48345  0.00319328
        1685    -5.50888    -5.48347  0.00319142
        1686    -5.49577    -5.48347  0.00318953
        1687    -5.34376    -5.48339  0.00318872
        1688    -5.42259    -5.48336  0.00318703
        1689    -5.39115     -5.4833  0.00318561
        1690    -5.34629    -5.48322  0.00318476
        1691    -5.40296    -5.48317  0.00318323
        1692    -5.43621    -5.48314  0.00318147
        1693    -5.47752    -5.48314  0.00317959
        1694    -5.46129    -5.48313  0.00317774
        1695    -5.44013     -5.4831  0.00317597
        1696    -5.44779    -5.48308  0.00317416
        1697    -5.41866    -5.48304  0.00317252
        1698    -5.50368    -5.48306  0.00317068
        1699    -5.49183    -5.48306  0.00316881
        1700    -5.44465    -5.48304  0.00316703
        1701     -5.4149      -5.483  0.00316542
        1702    -5.36471    -5.48293  0.00316432
        1703    -5.36131    -5.48286  0.00316327
        1704    -5.43224    -5.48283  0.00316156
        1705    -5.47193    -5.48282  0.00315971
        1706    -5.48664    -5.48282  0.00315786
        1707    -5.42955    -5.48279  0.00315616
        1708    -5.38862    -5.48274  0.00315479
        1709    -5.47982    -5.48274  0.00315295
        1710    -5.46951    -5.48273  0.00315111
        1711    -5.44626    -5.48271  0.00314934
        1712    -5.49279    -5.48271  0.00314751
        1713    -5.45863     -5.4827   0.0031457
        1714    -5.48247     -5.4827  0.00314387
        1715     -5.4613    -5.48269  0.00314206
        1716    -5.43392    -5.48266  0.00314036
        1717    -5.36357    -5.48259  0.00313929
        1718    -5.39649    -5.48254  0.00313787
        1719    -5.47386    -5.48253  0.00313605
