#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.16287     2.16287           0
           2     2.17516     2.16901   0.0043434
           3     2.16284     2.16696   0.0033473
           4      2.1737     2.16864   0.0029045
           5     2.21267     2.17745  0.00821106
           6     2.17281     2.17668  0.00687879
           7     2.24258     2.18609   0.0105229
           8     2.17881     2.18518  0.00924678
           9     2.17078     2.18358  0.00835658
          10     2.19547     2.18477  0.00760511
          11     2.15193     2.18178  0.00747678
          12     2.18692     2.18221  0.00686596
          13     2.08235     2.17453  0.00972832
          14     2.14475      2.1724  0.00926304
          15     2.17395     2.17251  0.00864608
          16     2.12413     2.16948  0.00861817
          17     2.15765     2.16879  0.00813926
          18      2.1973     2.17037   0.0078397
          19     2.09586     2.16645   0.0083506
          20     2.16275     2.16626  0.00793511
          21     2.14264     2.16514  0.00763655
          22     2.20045     2.16674  0.00745614
          23     2.24177     2.17001  0.00781289
          24     2.13862      2.1687    0.007596
          25     2.22767     2.17106  0.00764966
          26     2.20227     2.17226  0.00744907
          27       2.216     2.17388  0.00734721
          28      2.2581     2.17689  0.00767591
          29     2.13939     2.17559  0.00751934
          30     2.08954     2.17272  0.00779668
          31     2.14529     2.17184  0.00759522
          32     2.16215     2.17154  0.00736391
          33     2.12453     2.17011   0.0072772
          34     2.18825     2.17065   0.0070827
          35     2.27079     2.17351  0.00743582
          36     2.25006     2.17563  0.00752721
          37     2.20854     2.17652  0.00737612
          38     2.10531     2.17465  0.00741628
          39     2.16745     2.17446  0.00722841
          40     2.25915     2.17658  0.00735119
          41     2.16149     2.17621  0.00718111
          42     2.17002     2.17607  0.00701164
          43     2.21935     2.17707  0.00692045
          44     2.18173     2.17718  0.00676397
          45     2.29446     2.17978  0.00709804
          46     2.20052     2.18024  0.00695803
          47     2.21849     2.18105  0.00685743
          48     2.18108     2.18105  0.00671457
          49     2.20576     2.18155  0.00659645
          50      2.3302     2.18453   0.0071029
