#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.555124   -0.555124           0
           2    -0.55272   -0.553922 0.000849942
           3   -0.555088   -0.554311 0.000649442
           4   -0.556372   -0.554826 0.000660625
           5   -0.556572   -0.555175 0.000613893
           6   -0.552832   -0.554785 0.000623545
           7   -0.555788   -0.554928 0.000550695
           8   -0.554344   -0.554855 0.000486672
           9   -0.553488   -0.554703 0.000455684
          10   -0.553848   -0.554618 0.000418062
          11   -0.554332   -0.554592 0.000380861
          12   -0.555776    -0.55469 0.000361685
          13   -0.555736   -0.554771 0.000342691
          14   -0.551804   -0.554559 0.000378098
          15   -0.553512   -0.554489 0.000359275
          16   -0.556572   -0.554619 0.000359634
          17    -0.55424   -0.554597  0.00033917
          18   -0.555024   -0.554621 0.000321156
          19   -0.554792    -0.55463  0.00030438
          20    -0.55214   -0.554505 0.000313585
          21   -0.555868    -0.55457 0.000305293
          22     -0.5568   -0.554671 0.000307783
          23    -0.55518   -0.554694 0.000295194
          24   -0.554284   -0.554677 0.000283387
          25   -0.556024    -0.55473  0.00027713
          26   -0.556244   -0.554789 0.000272517
          27   -0.553728   -0.554749  0.00026524
          28   -0.554564   -0.554743  0.00025585
          29   -0.554556   -0.554736 0.000247108
          30   -0.553772   -0.554704 0.000240953
          31   -0.555488   -0.554729 0.000234503
          32   -0.553316   -0.554685 0.000231297
          33   -0.555844    -0.55472 0.000226938
          34    -0.55262   -0.554659 0.000228517
          35   -0.553992    -0.55464  0.00022278
          36   -0.554212   -0.554628 0.000216908
          37   -0.554808   -0.554633   0.0002111
          38   -0.553452   -0.554601 0.000207818
          39    -0.55474   -0.554605  0.00020252
          40   -0.557108   -0.554668 0.000206898
          41   -0.553496   -0.554639 0.000203816
          42   -0.554524   -0.554636 0.000198982
          43   -0.552984   -0.554598 0.000198029
          44      -0.554   -0.554584 0.000193994
          45   -0.556604   -0.554629 0.000194806
          46   -0.555224   -0.554642    0.000191
          47   -0.555392   -0.554658 0.000187601
          48   -0.555008   -0.554665 0.000183835
          49     -0.5561   -0.554695   0.0001824
          50   -0.555104   -0.554703 0.000178935
