#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.275323    0.275323           0
           2    0.270965    0.273144  0.00154088
           3    0.273666    0.273318  0.00103704
           4    0.268943    0.272224  0.00122565
           5    0.267445    0.271269  0.00130085
           6    0.267746    0.270682  0.00120925
           7    0.270978    0.270724  0.00103725
           8    0.273563    0.271079 0.000966383
           9    0.275172    0.271534 0.000960069
          10    0.271198      0.2715 0.000864647
          11    0.268985    0.271271 0.000815712
          12    0.271439    0.271285 0.000747856
          13     0.26937    0.271138 0.000704694
          14    0.270125    0.271066  0.00065806
          15     0.26804    0.270864 0.000644356
          16    0.268645    0.270725 0.000618823
          17    0.267402     0.27053 0.000612523
          18    0.269679    0.270483 0.000580315
          19    0.268233    0.270364 0.000561723
          20    0.266556    0.270174  0.00056499
          21    0.275867    0.270445 0.000599603
          22    0.269387    0.270397 0.000574271
          23    0.271209    0.270432 0.000550387
          24    0.267537    0.270311 0.000540513
          25    0.269541    0.270281  0.00051977
          26    0.273587    0.270408   0.0005151
          27    0.274032    0.270542  0.00051321
          28    0.268735    0.270478 0.000498921
          29    0.266459    0.270339 0.000500593
          30    0.272155    0.270399 0.000487553
          31    0.267702    0.270312 0.000479525
          32    0.267215    0.270216  0.00047421
          33    0.267275    0.270127 0.000468136
          34    0.268436    0.270077    0.000457
          35     0.26942    0.270058 0.000444328
          36    0.267758    0.269994 0.000436554
          37    0.270911    0.270019 0.000425458
          38      0.2678    0.269961 0.000418249
          39     0.27151        0.27 0.000409407
          40    0.269062    0.269977 0.000399844
          41    0.274161    0.270079 0.000402906
          42    0.275227    0.270201 0.000411535
          43    0.269464    0.270184 0.000402322
          44    0.270334    0.270188 0.000393193
          45    0.267825    0.270135 0.000387946
          46    0.264529    0.270013 0.000398192
          47    0.270148    0.270016  0.00038973
          48    0.268113    0.269977 0.000383622
          49    0.269953    0.269976 0.000375793
          50    0.276894    0.270114 0.000392925
