#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        2.01        2.01           0
           2     2.00993     2.00996 2.55759e-05
           3     2.00971     2.00988 7.09219e-05
           4     2.00935     2.00975 0.000126408
           5     2.00884     2.00957 0.000190557
           6     2.00819     2.00934 0.000262453
           7     2.00739     2.00906 0.000341498
           8     2.00645     2.00873 0.000427289
           9     2.00535     2.00836 0.000519552
          10      2.0041     2.00793 0.000618111
          11     2.00269     2.00745 0.000722859
          12     2.00111     2.00693 0.000833752
          13     1.99937     2.00634 0.000950788
          14     1.99746     2.00571  0.00107395
          15     1.99537     2.00502  0.00120328
          16      1.9931     2.00428  0.00133891
          17     1.99064     2.00347  0.00148093
          18     1.98799     2.00261  0.00162944
          19     1.98513     2.00169  0.00178463
          20     1.98206     2.00071  0.00194671
          21     1.97877     1.99967   0.0021159
          22     1.97525     1.99856  0.00229247
          23     1.97148     1.99738  0.00247665
          24     1.96747     1.99613  0.00266872
          25     1.96319     1.99482  0.00286894
          26     1.95864     1.99343  0.00307762
          27      1.9538     1.99196  0.00329507
          28     1.94866     1.99041  0.00352162
          29     1.94321     1.98878   0.0037576
          30     1.93743     1.98707  0.00400332
          31     1.93131     1.98527   0.0042591
          32     1.92485     1.98338   0.0045253
          33     1.91801      1.9814  0.00480226
          34     1.91079     1.97933  0.00509036
          35     1.90317     1.97715  0.00538997
          36     1.89513     1.97487  0.00570146
          37     1.88667     1.97249  0.00602517
          38     1.87776        1.97  0.00636143
          39      1.8684     1.96739  0.00671053
          40     1.85857     1.96467  0.00707278
          41     1.84825     1.96183  0.00744844
          42     1.83745     1.95887  0.00783776
          43     1.82614     1.95578  0.00824095
          44     1.81431     1.95257  0.00865817
          45     1.80197     1.94922  0.00908955
          46      1.7891     1.94574  0.00953518
          47     1.77571     1.94212  0.00999506
          48     1.76178     1.93836   0.0104692
          49     1.74734     1.93447   0.0109573
          50     1.73238     1.93042   0.0114594
          51     1.71691     1.92624    0.011975
          52     1.70095     1.92191   0.0125039
          53     1.68451     1.91743   0.0130456
          54     1.66762      1.9128   0.0135995
          55     1.65029     1.90803   0.0141651
          56     1.63256     1.90311   0.0147415
          57     1.61446     1.89804    0.015328
          58     1.59602     1.89284   0.0159237
          59     1.57729     1.88749   0.0165276
          60     1.55829       1.882   0.0171386
          61     1.53907     1.87638   0.0177558
          62     1.51969     1.87063   0.0183778
          63     1.50017     1.86475   0.0190036
          64     1.48056     1.85874   0.0196319
          65     1.46092     1.85262   0.0202615
          66     1.44129     1.84639    0.020891
          67     1.42171     1.84005   0.0215193
          68     1.40222     1.83361   0.0221452
          69     1.38287     1.82708   0.0227674
          70      1.3637     1.82046   0.0233847
          71     1.34475     1.81376    0.023996
          72     1.32606     1.80699   0.0246002
          73     1.30767     1.80015   0.0251962
          74     1.28961     1.79325    0.025783
          75     1.27192      1.7863   0.0263595
          76     1.25464      1.7793    0.026925
          77     1.23779     1.77227   0.0274784
          78     1.22142     1.76521   0.0280189
          79     1.20556     1.75812   0.0285458
          80     1.19023     1.75102   0.0290582
          81     1.17548     1.74392   0.0295554
          82     1.16133     1.73681   0.0300368
          83     1.14781     1.72972   0.0305017
          84     1.13496     1.72264   0.0309495
