#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1       3.015       3.015           0
           2     3.01489     3.01495 3.83639e-05
           3     3.01457     3.01482 0.000106383
           4     3.01402     3.01462 0.000189612
           5     3.01327     3.01435 0.000285835
           6     3.01229     3.01401 0.000393679
           7     3.01109     3.01359 0.000512248
           8     3.00967      3.0131 0.000640934
           9     3.00802     3.01254 0.000779328
          10     3.00614      3.0119 0.000927166
          11     3.00403     3.01118  0.00108429
          12     3.00167     3.01039  0.00125063
          13     2.99906     3.00952  0.00142618
          14     2.99619     3.00857  0.00161092
          15     2.99306     3.00753  0.00180492
          16     2.98966     3.00641  0.00200837
          17     2.98597     3.00521   0.0022214
          18     2.98199     3.00392  0.00244417
          19      2.9777     3.00254  0.00267694
          20     2.97309     3.00107  0.00292006
          21     2.96816      2.9995  0.00317386
          22     2.96287     2.99784   0.0034387
          23     2.95722     2.99607  0.00371498
          24      2.9512      2.9942  0.00400307
          25     2.94478     2.99222   0.0043034
          26     2.93795     2.99014  0.00461642
          27      2.9307     2.98794   0.0049426
          28     2.92299     2.98562  0.00528243
          29     2.91481     2.98317   0.0056364
          30     2.90614     2.98061  0.00600498
          31     2.89697     2.97791  0.00638865
          32     2.88727     2.97508  0.00678795
          33     2.87701      2.9721  0.00720339
          34     2.86618     2.96899  0.00763554
          35     2.85475     2.96573  0.00808495
          36      2.8427     2.96231  0.00855218
          37        2.83     2.95873  0.00903775
          38     2.81664     2.95499  0.00954214
          39      2.8026     2.95109   0.0100658
          40     2.78785       2.947   0.0106092
          41     2.77238     2.94275   0.0111727
          42     2.75617      2.9383   0.0117566
          43     2.73921     2.93367   0.0123614
          44     2.72147     2.92885   0.0129872
          45     2.70296     2.92383   0.0136343
          46     2.68365     2.91861   0.0143028
          47     2.66356     2.91318   0.0149926
          48     2.64268     2.90755   0.0157037
          49     2.62101      2.9017    0.016436
          50     2.59857     2.89564   0.0171891
          51     2.57537     2.88936   0.0179626
          52     2.55143     2.88286   0.0187559
          53     2.52677     2.87614   0.0195684
          54     2.50143      2.8692   0.0203993
          55     2.47544     2.86204   0.0212476
          56     2.44884     2.85466   0.0221123
          57     2.42169     2.84707    0.022992
          58     2.39404     2.83926   0.0238855
          59     2.36593     2.83123   0.0247914
          60     2.33743       2.823    0.025708
          61     2.30861     2.81457   0.0266337
          62     2.27953     2.80594   0.0275667
          63     2.25025     2.79712   0.0285054
          64     2.22084     2.78812   0.0294479
          65     2.19138     2.77894   0.0303922
          66     2.16193     2.76959   0.0313365
          67     2.13256     2.76008    0.032279
          68     2.10333     2.75042   0.0332178
          69      2.0743     2.74062   0.0341511
          70     2.04555     2.73069   0.0350771
          71     2.01713     2.72064    0.035994
          72     1.98909     2.71048   0.0369003
          73      1.9615     2.70022   0.0377943
          74     1.93441     2.68987   0.0386744
          75     1.90788     2.67945   0.0395393
          76     1.88195     2.66895   0.0403875
          77     1.85669      2.6584   0.0412176
          78     1.83213     2.64781   0.0420284
          79     1.80833     2.63718   0.0428187
          80     1.78534     2.62654   0.0435873
          81     1.76322     2.61588   0.0443332
          82     1.74199     2.60522   0.0450552
          83     1.72172     2.59458   0.0457526
