#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1      2.9325      2.9325           0
           2     2.93239     2.93245 3.73153e-05
           3     2.93208     2.93232 0.000103475
           4     2.93155     2.93213 0.000184426
           5     2.93081     2.93187 0.000278008
           6     2.92986     2.93153 0.000382882
           7      2.9287     2.93113 0.000498168
           8     2.92732     2.93065 0.000623269
           9     2.92572      2.9301 0.000757781
          10     2.92389     2.92948 0.000901435
          11     2.92183     2.92879  0.00105407
          12     2.91954     2.92802  0.00121561
          13     2.91701     2.92717  0.00138604
          14     2.91423     2.92625  0.00156533
          15     2.91119     2.92524  0.00175352
          16     2.90789     2.92416  0.00195083
          17     2.90431     2.92299  0.00215736
          18     2.90045     2.92174  0.00237324
          19      2.8963      2.9204   0.0025987
          20     2.89184     2.91897  0.00283406
          21     2.88706     2.91745  0.00307963
          22     2.88195     2.91584  0.00333577
          23     2.87649     2.91413  0.00360282
          24     2.87067     2.91232  0.00388118
          25     2.86447      2.9104  0.00417123
          26     2.85788     2.90838  0.00447336
          27     2.85087     2.90625  0.00478799
          28     2.84344     2.90401  0.00511559
          29     2.83556     2.90165  0.00545662
          30     2.82721     2.89917  0.00581152
          31     2.81838     2.89656  0.00618073
          32     2.80905     2.89383  0.00656475
          33     2.79919     2.89096  0.00696406
          34     2.78878     2.88795  0.00737919
          35     2.77781     2.88481  0.00781066
          36     2.76624     2.88151  0.00825899
          37     2.75405     2.87807  0.00872467
          38     2.74124     2.87447  0.00920816
          39     2.72778     2.87071  0.00970988
          40     2.71365     2.86678   0.0102303
          41     2.69883     2.86268   0.0107697
          42     2.68331     2.85841   0.0113284
          43     2.66707     2.85396   0.0119069
          44      2.6501     2.84933   0.0125053
          45     2.63238     2.84451   0.0131239
          46     2.61392      2.8395   0.0137627
          47      2.5947     2.83429   0.0144218
          48     2.57472     2.82888   0.0151011
          49     2.55399     2.82327   0.0158006
          50     2.53252     2.81745     0.01652
          51     2.51032     2.81143   0.0172589
          52      2.4874      2.8052   0.0180168
          53     2.46379     2.79876   0.0187932
          54     2.43952     2.79211   0.0195873
          55     2.41461     2.78524   0.0203982
          56     2.38911     2.77817   0.0212251
          57     2.36305     2.77089   0.0220668
          58     2.33649      2.7634   0.0229222
          59     2.30948      2.7557   0.0237897
          60     2.28208     2.74781   0.0246681
          61     2.25433     2.73972   0.0255559
          62      2.2263     2.73144   0.0264513
          63     2.19806     2.72297   0.0273528
          64     2.16967     2.71433   0.0282587
          65     2.14119     2.70551   0.0291671
          66      2.1127     2.69653   0.0300764
          67     2.08424     2.68739   0.0309848
          68      2.0559      2.6781   0.0318905
          69     2.02772     2.66868   0.0327917
          70     1.99977     2.65912   0.0336868
          71     1.97211     2.64944   0.0345741
          72     1.94479     2.63966    0.035452
          73     1.91788     2.62977    0.036319
          74     1.89141     2.61979   0.0371735
          75     1.86545     2.60974   0.0380142
          76     1.84005     2.59961   0.0388397
          77     1.81524     2.58942   0.0396486
          78     1.79109     2.57919   0.0404397
          79     1.76765     2.56891   0.0412119
          80     1.74494     2.55861   0.0419641
          81     1.72303      2.5483   0.0426951
