#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.398904    0.398904           0
           2    0.394326    0.396615  0.00161858
           3    0.398983    0.397404  0.00125697
           4      0.3927    0.396228  0.00138788
           5    0.394944    0.395971  0.00113382
           6    0.402417    0.397045  0.00136175
           7    0.393672    0.396564  0.00124959
           8    0.394616     0.39632  0.00111686
           9    0.399535    0.396677  0.00104832
          10    0.388793    0.395889  0.00120397
          11    0.398046    0.396085  0.00111037
          12    0.398398    0.396278  0.00103444
          13     0.39838    0.396439  0.00096743
          14    0.394483      0.3963 0.000908364
          15    0.394915    0.396207 0.000852486
          16    0.402452    0.396598 0.000884057
          17    0.400398    0.396821 0.000859857
          18    0.409752     0.39754  0.00107094
          19    0.402554    0.397804  0.00104659
          20    0.404787    0.398153   0.0010509
          21    0.388882    0.397711  0.00108964
          22    0.394998    0.397588  0.00104706
          23    0.403105    0.397828  0.00102864
          24     0.40075     0.39795 0.000992962
          25    0.395067    0.397834 0.000959914
          26    0.393915    0.397684 0.000934757
          27     0.39544      0.3976 0.000903823
          28    0.399463    0.397667 0.000873987
          29    0.411669     0.39815 0.000968071
          30    0.396901    0.398108 0.000936697
          31    0.398122    0.398109 0.000906481
          32    0.394914    0.398009 0.000883634
          33     0.39278     0.39785 0.000870948
          34    0.397117    0.397829   0.0008456
          35    0.386169    0.397496 0.000884635
          36    0.391012    0.397315 0.000878204
          37    0.401404    0.397426 0.000861392
          38    0.396577    0.397404 0.000839013
          39    0.397683    0.397411 0.000817531
          40    0.401645    0.397517 0.000803915
          41    0.388146    0.397288 0.000816147
          42    0.389173    0.397095 0.000819265
          43    0.399146    0.397143 0.000801599
          44    0.403027    0.397276 0.000794458
          45    0.402925    0.397402 0.000786659
          46    0.394548     0.39734 0.000771999
          47    0.405604    0.397516 0.000775338
          48    0.384869    0.397252 0.000802702
          49    0.396131    0.397229 0.000786646
          50    0.396075    0.397206 0.000771252
