#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.72054    -0.72054           0
           2     -0.7222    -0.72137 0.000586899
           3   -0.720532   -0.721091 0.000452887
           4   -0.721396   -0.721167 0.000346039
           5   -0.722424   -0.721418 0.000356647
           6   -0.718704   -0.720966 0.000508808
           7   -0.721656   -0.721065 0.000445567
           8   -0.718992   -0.720806 0.000459051
           9    -0.71938   -0.720647 0.000434512
          10   -0.720692   -0.720652 0.000391084
          11     -0.7211   -0.720692 0.000357649
          12   -0.721004   -0.720718 0.000328786
          13   -0.723224   -0.720911  0.00035553
          14   -0.719376   -0.720801 0.000346631
          15    -0.72216   -0.720892 0.000335146
          16   -0.721836   -0.720951 0.000319351
          17   -0.718628   -0.720814 0.000328502
          18   -0.719612   -0.720748 0.000316971
          19   -0.722456   -0.720837 0.000312782
          20   -0.720792   -0.720835 0.000297151
          21   -0.721236   -0.720854 0.000283613
          22   -0.720284   -0.720828 0.000271904
          23   -0.719376   -0.720765 0.000267314
          24   -0.718276   -0.720662 0.000275563
          25    -0.72388    -0.72079 0.000293075
          26    -0.72162   -0.720822 0.000283535
          27   -0.719476   -0.720772 0.000277383
          28   -0.720452   -0.720761 0.000267712
          29   -0.718668   -0.720689 0.000268031
          30   -0.721824   -0.720727 0.000261755
          31    -0.72008   -0.720706  0.00025414
          32   -0.722164   -0.720751 0.000250251
          33   -0.720096   -0.720731 0.000243454
          34   -0.720132   -0.720714 0.000236931
          35   -0.720028   -0.720694 0.000230971
          36   -0.718908   -0.720645 0.000229822
          37   -0.721108   -0.720657 0.000223952
          38    -0.72282   -0.720714 0.000225175
          39   -0.718708   -0.720663   0.0002252
          40    -0.72072   -0.720664 0.000219574
          41   -0.720372   -0.720657 0.000214334
          42   -0.720492   -0.720653 0.000209267
          43   -0.718784   -0.720609 0.000208865
          44   -0.718724   -0.720567 0.000208468
          45     -0.7205   -0.720565  0.00020384
          46   -0.719704   -0.720546 0.000200267
          47   -0.719736   -0.720529 0.000196747
          48   -0.719712   -0.720512 0.000193383
          49   -0.720908    -0.72052 0.000189605
          50    -0.72168   -0.720543 0.000187227
