# VELOCITY:     AVE_POFV:        ERROR:
       3.375    0.110867    0.013017
       3.525   0.0755502   0.0103935
       3.675   0.0612319  0.00710237
       3.825    0.042445  0.00559612
       3.975   0.0246779  0.00414061
       4.125   0.0175819  0.00484554
       4.275  0.00667472  0.00244496
       4.425  0.00424852  0.00179655
       4.575  0.00213097  0.00115443
       4.725  0.00100376 0.000751028
       4.875 0.000568975 0.000439281
       5.025 0.000246914 0.000167907
       5.175 0.000193237 0.000151027
       5.325           0           0
       5.475           0           0
       5.625           0           0
       5.775           0           0
       5.925           0           0

       0.075  0.00215792 0.000824944
       0.225   0.0199151  0.00357036
       0.375   0.0593956  0.00643982
       0.525    0.125782   0.0113127
       0.675    0.174879   0.0114574
       0.825    0.217636   0.0155033
       0.975    0.310396   0.0195031
       1.125    0.384933    0.019746
       1.275    0.445892   0.0233138
       1.425    0.528032   0.0222112
       1.575    0.500957    0.022914
       1.725    0.526114   0.0177342
       1.875     0.46036   0.0178649
       2.025    0.417384   0.0168625
       2.175    0.367009   0.0174625
       2.325     0.36552   0.0172055
       2.475    0.343182   0.0310748
       2.625    0.300399   0.0266926
       2.775    0.264306   0.0186298
       2.925    0.203683   0.0156356
       3.075    0.200399   0.0117637
       3.225    0.108038   0.0105214
       3.375    0.108099   0.0127655
       3.525   0.0739609   0.0100812
       3.675    0.060409  0.00685395
       3.825   0.0419033   0.0053891
       3.975   0.0246373  0.00396828
       4.125   0.0168493  0.00469869
       4.275   0.0063966  0.00235885
       4.425   0.0040715   0.0017304
       4.575  0.00204218  0.00110973
       4.725 0.000961934 0.000720898
       4.875 0.000545267 0.000421617
       5.025 0.000236626 0.000161225
       5.175 0.000185185 0.000144949
       5.325           0           0
       5.475           0           0
       5.625           0           0
       5.775           0           0
       5.925           0           0

       0.075   0.0020716 0.000796449
       0.225   0.0202272  0.00344115
       0.375   0.0589926  0.00619483
       0.525    0.126321   0.0108731
       0.675    0.175126   0.0110018
       0.825    0.223511   0.0159575
       0.975     0.30698   0.0190197
       1.125    0.396877   0.0222772
       1.275    0.442953   0.0225657
       1.425    0.527143   0.0213406
       1.575    0.500479   0.0220024
       1.725    0.521551   0.0176021
       1.875    0.465886   0.0179848
       2.025    0.421884   0.0167776
       2.175    0.368585    0.016835
       2.325    0.364738   0.0165351
       2.475    0.338094   0.0302454
       2.625    0.296731   0.0258757
       2.775    0.261094   0.0181593
       2.925    0.198938   0.0157137
       3.075    0.198901   0.0113881
       3.225    0.109627   0.0102199
       3.375     0.10739   0.0122746
       3.525   0.0743383    0.009685
       3.675        0.06  0.00659198
       3.825   0.0417309   0.0051763
       3.975   0.0241926  0.00383439
       4.125    0.016837  0.00451076
       4.275  0.00664691  0.00227774
       4.425  0.00438519  0.00168937
       4.575  0.00258272  0.00118973
       4.725 0.000923457 0.000693088
       4.875 0.000523457 0.000405316
       5.025  0.00022716 0.000155054
       5.175 0.000177778  0.00013934
       5.325           0           0
       5.475           0           0
       5.625           0           0
       5.775           0           0
       5.925           0           0

       0.075  0.00200617 0.000768499
       0.225   0.0194872  0.00338743
       0.375   0.0602754  0.00608794
       0.525    0.124767   0.0105653
       0.675    0.174587   0.0105918
       0.825    0.225218   0.0154348
       0.975    0.308191   0.0183267
       1.125      0.3983   0.0214659
       1.275     0.44472   0.0217669
       1.425    0.523502   0.0208281
       1.575    0.494008   0.0220874
       1.725    0.523993   0.0170938
       1.875    0.477142   0.0205147
       2.025    0.424067   0.0162737
       2.175    0.375235   0.0174515
       2.325    0.361693   0.0161771
       2.475    0.334824   0.0292583
       2.625     0.29693   0.0248813
       2.775    0.258108   0.0177047
       2.925    0.196016   0.0153786
       3.075    0.201365   0.0112134
       3.225    0.108946  0.00984953
       3.375    0.104772   0.0120784
       3.525   0.0729558  0.00941064
       3.675   0.0602255   0.0063423
       3.825   0.0406481  0.00508918
       3.975    0.023471  0.00375419
       4.125   0.0163414  0.00436442
       4.275  0.00639126  0.00220444
       4.425  0.00421652   0.0016328
       4.575  0.00248338  0.00114811
       4.725 0.000887939 0.000667341
       4.875 0.000503324 0.000390227
       5.025 0.000218424 0.000149336
       5.175  0.00017094 0.000134148
       5.325           0           0
       5.475           0           0
       5.625           0           0
       5.775           0           0
       5.925           0           0

       0.075  0.00193187  0.00074362
       0.225    0.018834  0.00332434
       0.375   0.0615592  0.00599629
       0.525    0.124163   0.0101912
       0.675    0.172503   0.0104024
       0.825    0.222915   0.0150341
       0.975    0.313868   0.0185065
       1.125    0.399076   0.0206849
       1.275     0.44596    0.020996
       1.425    0.518233   0.0207125
       1.575    0.494042   0.0212694
       1.725    0.524147   0.0164614
       1.875    0.476804   0.0197577
       2.025    0.427826   0.0160992
       2.175    0.384115   0.0189301
       2.325    0.366891   0.0163918
       2.475    0.332908   0.0282374
       2.625    0.290807   0.0247017
       2.775    0.254131   0.0174898
       2.925    0.192497   0.0152064
       3.075    0.203923   0.0110861
       3.225    0.109998  0.00954073
       3.375    0.104278   0.0116412
       3.525   0.0713809  0.00919295
       3.675   0.0591404  0.00619954
       3.825   0.0397714  0.00497565
       3.975   0.0233676  0.00361657
       4.125   0.0168839  0.00423635
       4.275   0.0065455  0.00212818
       4.425  0.00406036  0.00157977
       4.575   0.0023914  0.00110926
       4.725 0.000855053 0.000643434
       4.875 0.000484682 0.000376219
       5.025 0.000210334 0.000144024
       5.175 0.000164609 0.000129329
       5.325           0           0
       5.475           0           0
       5.625           0           0
       5.775           0           0
       5.925           0           0

       0.075  0.00193122 0.000717062
       0.225   0.0186596  0.00321019
       0.375   0.0604431  0.00588509
       0.525    0.124601  0.00983667
       0.675    0.171204   0.0101118
       0.825    0.225981   0.0148065
       0.975    0.314832   0.0178706
       1.125    0.400461   0.0199924
       1.275    0.446953   0.0202696
       1.425      0.5161   0.0200823
       1.575    0.492994   0.0205356
       1.725    0.527158   0.0161465
       1.875    0.477725   0.0190735
       2.025    0.429892   0.0156563
       2.175    0.383582   0.0182616
       2.325    0.371173   0.0163561
       2.475    0.333514   0.0272354
       2.625    0.287136   0.0240907
       2.775    0.250805   0.0171786
       2.925    0.189881   0.0148866
       3.075    0.200545   0.0111931
       3.225    0.113111  0.00969454
       3.375    0.105705   0.0113127
       3.525   0.0720062  0.00888587
       3.675   0.0578792  0.00610507
       3.825    0.038631  0.00492691
       3.975   0.0230137  0.00350469
       4.125   0.0164727  0.00410496
       4.275  0.00640212    0.002057
       4.425  0.00391534  0.00152999
       4.575    0.002306  0.00107293
       4.725 0.000824515 0.000621179
       4.875 0.000467372 0.000363181
       5.025 0.000202822 0.000139076
       5.175  0.00015873 0.000124844
       5.325           0           0
       5.475           0           0
       5.625           0           0
       5.775           0           0
       5.925           0           0

       0.075  0.00186462 0.000695421
       0.225   0.0183929  0.00311055
       0.375   0.0609685  0.00570556
       0.525    0.124527  0.00949774
       0.675    0.171022  0.00976473
       0.825    0.226731   0.0143149
       0.975      0.3146   0.0172559
       1.125    0.402859   0.0194463
       1.275    0.444502   0.0197183
       1.425    0.515715   0.0193935
       1.575    0.494681   0.0198966
       1.725    0.529393   0.0157436
       1.875    0.482942   0.0191159
       2.025    0.432739   0.0153732
       2.175    0.379536   0.0180746
       2.325    0.372456   0.0158424
       2.475     0.33655   0.0264649
       2.625    0.283142   0.0235888
       2.775    0.248312   0.0167661
       2.925    0.186107    0.014844
       3.075    0.195496   0.0118913
       3.225    0.116201  0.00984033
       3.375    0.107424   0.0110524
       3.525   0.0725713  0.00859741
       3.675   0.0583546  0.00591303
       3.825   0.0376713  0.00484956
       3.975   0.0222201  0.00347252
       4.125   0.0159046  0.00400251
       4.275  0.00618135  0.00199788
       4.425  0.00378033  0.00148318
       4.575  0.00222648  0.00103887
       4.725 0.000796083 0.000600409
       4.875 0.000451256 0.000351015
       5.025 0.000195828 0.000134456
       5.175 0.000153257 0.000120659
       5.325           0           0
       5.475           0           0
       5.625           0           0
       5.775           0           0
       5.925           0           0

       0.075  0.00183745 0.000672771
       0.225   0.0180329  0.00302762
       0.375   0.0608128   0.0055175
       0.525    0.125416  0.00922259
       0.675    0.170249  0.00946977
       0.825    0.224506   0.0140095
       0.975    0.315175   0.0166903
       1.125    0.409648   0.0199481
       1.275    0.445356   0.0190796
       1.425    0.511669   0.0191645
       1.575    0.495331    0.019244
       1.725    0.526778   0.0154346
       1.875    0.488481   0.0192647
       2.025    0.432366   0.0148653
       2.175    0.379611   0.0174723
       2.325    0.375068   0.0155281
       2.475    0.340687   0.0259041
       2.625    0.285033   0.0228782
       2.775     0.24584   0.0163886
       2.925    0.181432   0.0150673
       3.075    0.193436    0.011672
       3.225    0.113922   0.0097726
       3.375    0.106831   0.0106999
       3.525   0.0715329   0.0083733
       3.675   0.0590885  0.00576129
       3.825   0.0371461  0.00471627
       3.975   0.0226811  0.00338723
       4.125   0.0153745  0.00390405
       4.275  0.00597531  0.00194188
       4.425  0.00365432  0.00143908
       4.575  0.00215226  0.00100689
       4.725 0.000769547 0.000580981
       4.875 0.000436214 0.000339636
       5.025   0.0001893 0.000130133
       5.175 0.000148148 0.000116745
       5.325           0           0
       5.475           0           0
       5.625           0           0
       5.775           0           0
       5.925           0           0

