#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.614836   -0.614836           0
           2   -0.613228   -0.614032 0.000568514
           3   -0.613844   -0.613969 0.000382447
           4   -0.615156   -0.614266 0.000385075
           5   -0.615572   -0.614527 0.000386628
           6   -0.614496   -0.614522 0.000322225
           7   -0.614912   -0.614578 0.000280968
           8   -0.612964   -0.614376 0.000309909
           9   -0.611844   -0.614095 0.000382414
          10   -0.613304   -0.614016 0.000352251
          11   -0.615608    -0.61416 0.000348709
          12    -0.61554   -0.614275 0.000338072
          13    -0.61352   -0.614217  0.00031702
          14     -0.6094   -0.613873 0.000443392
          15   -0.612192   -0.613761 0.000427763
          16   -0.615344    -0.61386  0.00041231
          17   -0.613016    -0.61381 0.000391034
          18   -0.613712   -0.613805 0.000369348
          19   -0.614212   -0.613826 0.000350529
          20   -0.610008   -0.613635 0.000381467
          21    -0.61408   -0.613657 0.000363889
          22    -0.61436   -0.613689 0.000348751
          23   -0.613276   -0.613671 0.000334049
          24   -0.612008   -0.613601 0.000327234
          25   -0.615012   -0.613658 0.000318973
          26   -0.614736   -0.613699 0.000309389
          27   -0.612652    -0.61366 0.000300351
          28   -0.613752   -0.613664 0.000289642
          29   -0.612956   -0.613639 0.000280681
          30   -0.613928   -0.613649  0.00027149
          31    -0.61476   -0.613685 0.000265087
          32   -0.613436   -0.613677 0.000256917
          33    -0.61164   -0.613615  0.00025644
          34   -0.609948   -0.613507 0.000270632
          35    -0.61266   -0.613483 0.000263981
          36   -0.613696   -0.613489 0.000256714
          37   -0.613924   -0.613501 0.000250045
          38   -0.612184   -0.613466 0.000245854
          39   -0.614732   -0.613499 0.000241683
          40   -0.615752   -0.613555 0.000242117
          41    -0.61084   -0.613489 0.000245101
          42   -0.613456   -0.613488 0.000239266
          43   -0.614164   -0.613504 0.000234218
          44     -0.6128   -0.613488  0.00022944
          45   -0.614896   -0.613519 0.000226465
          46   -0.614636   -0.613543  0.00022284
          47   -0.614192   -0.613557 0.000218526
          48    -0.61264   -0.613538 0.000214807
          49   -0.616224   -0.613593 0.000217305
          50   -0.612188   -0.613565 0.000214767
