#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.317169    0.317169           0
           2    0.315185    0.316177 0.000701272
           3    0.314646    0.315666 0.000626338
           4    0.310393    0.314348  0.00123455
           5    0.315765    0.314632  0.00101965
           6    0.316256    0.314902  0.00088491
           7    0.315144    0.314937 0.000759166
           8    0.325582    0.316267  0.00141088
           9    0.319711     0.31665  0.00130497
          10    0.314685    0.316454  0.00118918
          11      0.3171    0.316512  0.00108252
          12    0.312737    0.316198  0.00103701
          13    0.314243    0.316047 0.000968079
          14    0.319689    0.316307 0.000933218
          15    0.320322    0.316575 0.000908577
          16    0.317047    0.316605 0.000852269
          17    0.318666    0.316726 0.000810716
          18    0.320526    0.316937 0.000792689
          19    0.315558    0.316864 0.000754285
          20    0.309347    0.316489 0.000804792
          21      0.3266     0.31697 0.000899038
          22    0.316715    0.316958 0.000858247
          23    0.320492    0.317112 0.000834566
          24    0.308273    0.316744 0.000877306
          25    0.318276    0.316805 0.000844351
          26    0.324322    0.317094 0.000859947
          27    0.315288    0.317027 0.000830695
          28    0.320629    0.317156 0.000810924
          29    0.311873    0.316974 0.000803161
          30    0.317533    0.316992 0.000776605
          31    0.318589    0.317044  0.00075326
          32    0.321966    0.317198 0.000745262
          33     0.31896    0.317251 0.000724589
          34    0.316635    0.317233 0.000703504
          35    0.313422    0.317124 0.000691781
          36    0.316047    0.317094 0.000673211
          37    0.315977    0.317064 0.000655693
          38     0.32196    0.317193 0.000650974
          39    0.322439    0.317327 0.000648032
          40    0.312315    0.317202 0.000643831
          41    0.320594    0.317285 0.000633422
          42    0.321781    0.317392 0.000627322
          43    0.318482    0.317417 0.000613246
          44    0.321029    0.317499 0.000604776
          45     0.31656    0.317478 0.000591697
          46    0.309907    0.317314 0.000601292
          47    0.321752    0.317408 0.000595866
          48     0.31403    0.317338 0.000587593
          49    0.317857    0.317348 0.000575697
          50    0.317835    0.317358 0.000564265
