# VELOCITY:     AVE_POFV:        ERROR:
        2.31   0.0833205  0.00264457
        2.45   0.0515148  0.00181905
        2.59   0.0320874  0.00158007
        2.73   0.0174795  0.00103418
        2.87   0.0107356 0.000819021
        3.01  0.00637054 0.000619503
        3.15  0.00264764 0.000477959
        3.29 0.000985663 0.000345376
        3.43 0.000465096 0.000195756
        3.57 0.000243216 0.000118763
        3.71 0.000113074 8.24742e-05
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07     0.01219 0.000766916
        0.21   0.0858982   0.0024436
        0.35    0.210892  0.00391388
        0.49    0.368612  0.00481512
        0.63    0.532726  0.00593449
        0.77    0.670228  0.00600982
        0.91    0.752464  0.00702487
        1.05    0.777594  0.00719708
        1.19    0.755351  0.00812592
        1.33    0.682914  0.00555963
        1.47    0.589976  0.00571519
        1.61    0.495118   0.0058113
        1.75    0.387849  0.00494596
        1.89    0.283199  0.00417368
        2.03     0.19734  0.00395481
        2.17    0.135251  0.00267157
        2.31   0.0830336  0.00257744
        2.45   0.0512008  0.00178909
        2.59   0.0320126  0.00153246
        2.73    0.017512  0.00100237
        2.87   0.0105737 0.000809266
        3.01  0.00627687 0.000607184
        3.15   0.0026455 0.000463028
        3.29  0.00108507 0.000348596
        3.43 0.000498099 0.000192401
        3.57 0.000307953 0.000131518
        3.71  0.00010954 7.99725e-05
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07   0.0122194 0.000744241
        0.21   0.0856862  0.00237873
        0.35    0.210732  0.00379853
        0.49    0.368122  0.00469406
        0.63    0.533121   0.0057678
        0.77    0.670885  0.00586358
        0.91    0.754024  0.00698322
        1.05    0.777756   0.0069808
        1.19    0.754982  0.00788804
        1.33    0.683939  0.00548479
        1.47    0.589911  0.00554238
        1.61    0.495647   0.0056592
        1.75    0.387013  0.00486627
        1.89    0.283123   0.0040479
        2.03    0.196781  0.00387423
        2.17    0.135011  0.00260142
        2.31    0.082684  0.00252294
        2.45     0.05098  0.00174844
        2.59   0.0316979  0.00151799
        2.73   0.0173501 0.000984986
        2.87   0.0103215 0.000823125
        3.01  0.00618887 0.000595127
        3.15  0.00267757 0.000450105
        3.29  0.00111632  0.00033943
        3.43 0.000483005 0.000187162
        3.57 0.000298621 0.000127863
        3.71 0.000106221  7.7618e-05
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07   0.0121596 0.000724752
        0.21   0.0853603    0.002331
        0.35    0.210524  0.00369254
        0.49    0.366173  0.00494413
        0.63    0.531956  0.00571455
        0.77    0.670594  0.00569836
        0.91    0.755583  0.00694955
        1.05    0.778994  0.00688435
        1.19    0.757894  0.00817567
        1.33    0.685065  0.00543783
        1.47    0.588755  0.00549867
        1.61    0.496001   0.0055038
        1.75    0.386378  0.00476445
        1.89    0.282425  0.00398857
        2.03    0.196456  0.00377393
        2.17    0.134788   0.0025344
        2.31   0.0822946  0.00247861
        2.45   0.0509065  0.00169856
        2.59   0.0318666  0.00148269
        2.73   0.0173047 0.000957061
        2.87   0.0101969 0.000808293
        3.01  0.00611772 0.000581861
        3.15  0.00277389 0.000447054
        3.29  0.00123133 0.000348385
        3.43 0.000523265 0.000185937
        3.57 0.000348195 0.000133367
        3.71 0.000190632  0.00011221
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07   0.0121807 0.000704351
        0.21   0.0857766  0.00230129
        0.35    0.210886  0.00360479
        0.49    0.367366  0.00494477
        0.63    0.533184  0.00568168
        0.77    0.669599  0.00562169
        0.91    0.755306   0.0067565
        1.05    0.777587  0.00682985
        1.19    0.757326  0.00796175
        1.33    0.683929  0.00539982
        1.47    0.588636  0.00534285
        1.61    0.497712   0.0056062
        1.75    0.386415  0.00462847
        1.89    0.282421  0.00387461
        2.03    0.196481  0.00366619
        2.17    0.134845  0.00246262
        2.31     0.08226  0.00240803
        2.45   0.0509467  0.00165051
        2.59   0.0316308  0.00145897
        2.73   0.0173469 0.000930648
        2.87    0.010068 0.000795399
        3.01  0.00603175 0.000571553
        3.15  0.00269463  0.00044125
        3.29  0.00119615 0.000340203
        3.43 0.000508314 0.000181224
        3.57 0.000338246 0.000129927
        3.71 0.000185185 0.000109136
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07   0.0121473 0.000685576
        0.21   0.0853432  0.00227782
        0.35    0.209647   0.0037116
        0.49    0.366106  0.00496523
        0.63    0.532147  0.00561779
        0.77    0.668719  0.00553407
        0.91    0.754931  0.00657923
        1.05    0.779795  0.00698794
        1.19    0.757461  0.00774173
        1.33    0.684888   0.0053343
        1.47    0.588092  0.00522207
        1.61    0.499774  0.00581747
        1.75    0.387478  0.00462027
        1.89    0.282321  0.00376826
        2.03     0.19641  0.00356505
        2.17     0.13468  0.00239974
        2.31   0.0821539  0.00234348
        2.45   0.0513374  0.00165027
        2.59   0.0313988  0.00143676
        2.73   0.0173887 0.000905732
        2.87  0.00999045 0.000777079
        3.01   0.0058642 0.000579715
        3.15  0.00261978 0.000435295
        3.29  0.00116292 0.000332371
        3.43 0.000494195 0.000176739
        3.57 0.000328851 0.000126657
        3.71 0.000180041 0.000106225
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07   0.0122301 0.000672031
        0.21   0.0853443  0.00221626
        0.35    0.209813  0.00361502
        0.49    0.366447  0.00484269
        0.63    0.532116  0.00546604
        0.77    0.668154  0.00541326
        0.91    0.755236  0.00640846
        1.05    0.780756  0.00686481
        1.19    0.757111   0.0075404
        1.33    0.683752  0.00530971
        1.47     0.58807  0.00508098
        1.61    0.500198   0.0056757
        1.75    0.387343  0.00449738
        1.89    0.282443  0.00366839
        2.03    0.196396  0.00346872
        2.17    0.134175  0.00238737
        2.31   0.0828704  0.00238716
        2.45   0.0514336  0.00160846
        2.59   0.0314833  0.00140041
        2.73   0.0170724 0.000934832
        2.87  0.00984198 0.000770128
        3.01  0.00581474 0.000566152
        3.15  0.00256685 0.000426737
        3.29  0.00115294 0.000323538
        3.43 0.000518376 0.000173609
        3.57   0.0003432 0.000124044
        3.71 0.000175175 0.000103466
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07   0.0122616 0.000655083
        0.21   0.0847762  0.00222956
        0.35    0.208727   0.0036796
        0.49    0.364562  0.00506862
        0.63    0.531819  0.00533025
        0.77    0.670033  0.00558736
        0.91     0.75526  0.00623986
        1.05    0.780348  0.00669623
        1.19    0.757169  0.00734219
        1.33    0.684223  0.00519084
        1.47    0.589007  0.00503293
        1.61    0.499946  0.00553195
        1.75      0.3875  0.00438177
        1.89    0.282369   0.0035726
        2.03    0.196677  0.00338881
        2.17    0.133854   0.0023461
        2.31   0.0830113   0.0023285
        2.45   0.0521773  0.00172956
        2.59   0.0315354  0.00136453
        2.73   0.0171174 0.000911314
        2.87  0.00996589 0.000759764
        3.01   0.0057853 0.000552019
        3.15  0.00251845 0.000418243
        3.29  0.00114522 0.000315116
        3.43 0.000543024 0.000170781
        3.57 0.000355054 0.000121345
        3.71 0.000170565 0.000100846
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07   0.0121998 0.000641186
        0.21   0.0848816  0.00217488
        0.35    0.207955  0.00366524
        0.49    0.364608  0.00493886
        0.63    0.531242  0.00522469
        0.77    0.670053  0.00544413
        0.91     0.75515  0.00608083
        1.05     0.78274  0.00693841
        1.19    0.757938  0.00719412
        1.33     0.68352   0.0051051
        1.47    0.588265  0.00495834
        1.61    0.499476  0.00541004
        1.75    0.386864  0.00431532
        1.89    0.282543  0.00348523
        2.03      0.1961  0.00335082
        2.17    0.133856  0.00228594
        2.31   0.0832163   0.0022778
        2.45   0.0525946  0.00173482
        2.59   0.0315764  0.00133016
        2.73   0.0171059  0.00088802
        2.87   0.0100343 0.000743352
        3.01  0.00584894  0.00054152
        3.15  0.00256241 0.000409822
        3.29  0.00120235 0.000312171
        3.43 0.000608805 0.000178622
        3.57 0.000505359 0.000189714
        3.71 0.000210284 0.000105793
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07     0.01208 0.000636252
        0.21   0.0844676  0.00215956
        0.35    0.207973  0.00357365
        0.49    0.365116  0.00484143
        0.63    0.531501  0.00510049
        0.77     0.67066   0.0053417
        0.91    0.755184   0.0059289
        1.05    0.782085  0.00679577
        1.19    0.759155  0.00711644
        1.33    0.684512    0.005073
        1.47    0.587427  0.00490461
        1.61    0.498436  0.00537384
        1.75    0.385971  0.00429894
        1.89    0.281978  0.00344368
        2.03    0.196417  0.00328205
        2.17    0.134178  0.00225144
        2.31   0.0833763  0.00222647
        2.45   0.0526257  0.00169173
        2.59   0.0316485  0.00129885
        2.73   0.0171181 0.000865903
        2.87   0.0100298 0.000724782
        3.01  0.00580357 0.000529879
        3.15  0.00265212 0.000409277
        3.29  0.00117229  0.00030581
        3.43 0.000593585 0.000174804
        3.57 0.000492725 0.000185391
        3.71 0.000205026 0.000103278
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07   0.0120048 0.000625168
        0.21   0.0839286  0.00217312
        0.35    0.207819  0.00348981
        0.49    0.364765  0.00473605
        0.63    0.531054  0.00499566
        0.77    0.670201  0.00523108
        0.91    0.756575  0.00594534
        1.05    0.782995  0.00669062
        1.19    0.759675  0.00696186
        1.33    0.684329  0.00495259
        1.47    0.587192  0.00479063
        1.61    0.498606  0.00524548
        1.75    0.385985  0.00419412
        1.89    0.281914  0.00336028
        2.03    0.196177  0.00321077
        2.17    0.134201  0.00219664
        2.31   0.0837898  0.00221023
        2.45   0.0526471  0.00165061
        2.59   0.0314541  0.00128164
        2.73    0.016857 0.000883255
        2.87   0.0098916 0.000720153
        3.01  0.00570235 0.000526535
        3.15  0.00260679 0.000401797
        3.29  0.00117112 0.000298354
        3.43 0.000635566 0.000175509
        3.57 0.000480707 0.000181258
        3.71 0.000200026  0.00010088
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07   0.0119615 0.000611782
        0.21   0.0838829  0.00212186
        0.35    0.207766  0.00340711
        0.49    0.365608  0.00469783
        0.63    0.530595  0.00489776
        0.77    0.670246  0.00510672
        0.91    0.756633  0.00580406
        1.05    0.781074  0.00680149
        1.19    0.759184  0.00681345
        1.33    0.684527  0.00483864
        1.47    0.586283  0.00476205
        1.61    0.498118  0.00514324
        1.75     0.38679   0.0041707
        1.89    0.282725  0.00337689
        2.03    0.196279  0.00313595
        2.17    0.134316  0.00214734
        2.31   0.0846262  0.00231042
        2.45   0.0529841  0.00164534
        2.59   0.0314327   0.0012513
        2.73    0.017032 0.000879388
        2.87  0.00994268 0.000704816
        3.01  0.00580593 0.000524088
        3.15  0.00258409 0.000392871
        3.29   0.0011763 0.000291295
        3.43 0.000620433 0.000171981
        3.57 0.000469262 0.000177304
        3.71 0.000195263 9.85909e-05
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07   0.0120324 0.000601657
        0.21   0.0835656   0.0020961
        0.35    0.207567  0.00333369
        0.49    0.365495  0.00458995
        0.63    0.531165  0.00481688
        0.77    0.670024  0.00499277
        0.91    0.756978  0.00567937
        1.05    0.782937  0.00689371
        1.19    0.758389  0.00670122
        1.33    0.684084  0.00474636
        1.47    0.585728  0.00468349
        1.61    0.497841  0.00503112
        1.75    0.387592  0.00415019
        1.89    0.282986  0.00330837
        2.03    0.196162  0.00306518
        2.17    0.134513  0.00210643
        2.31   0.0841931  0.00229691
        2.45   0.0528731  0.00161081
        2.59     0.03112  0.00126065
        2.73   0.0168758 0.000872691
        2.87   0.0100206 0.000692719
        3.01  0.00574628 0.000515284
        3.15  0.00256552 0.000384173
        3.29  0.00114895 0.000285802
        3.43 0.000606005 0.000168586
        3.57 0.000458349 0.000173516
        3.71 0.000190722 9.64026e-05
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07    0.012282 0.000637668
        0.21   0.0839902  0.00209103
        0.35    0.207179  0.00328048
        0.49    0.365611  0.00448712
        0.63     0.53136  0.00471136
        0.77    0.669741  0.00488735
        0.91    0.756283  0.00559268
        1.05     0.78318  0.00674134
        1.19    0.758822   0.0065629
        1.33    0.684485  0.00465538
        1.47    0.585109  0.00461785
        1.61    0.496606  0.00506599
        1.75     0.38819  0.00409868
        1.89    0.283206  0.00324047
        2.03    0.195865  0.00300993
        2.17    0.134085  0.00210162
        2.31   0.0844607  0.00226024
        2.45   0.0530979  0.00158981
        2.59   0.0312169  0.00123572
        2.73    0.017053 0.000870646
        2.87   0.0102844 0.000725462
        3.01  0.00581259 0.000507822
        3.15  0.00258989 0.000376214
        3.29  0.00112284 0.000280497
        3.43 0.000592232 0.000165316
        3.57 0.000447932 0.000169885
        3.71 0.000186388  9.4309e-05
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07   0.0123192  0.00062458
        0.21   0.0845503  0.00211824
        0.35    0.207384  0.00321397
        0.49    0.364868  0.00444862
        0.63    0.530326  0.00471865
        0.77    0.669775  0.00477887
        0.91    0.756324  0.00546855
        1.05    0.783205  0.00659158
        1.19     0.75786  0.00648715
        1.33    0.684638  0.00455446
        1.47    0.585409  0.00452497
        1.61    0.496132  0.00497556
        1.75    0.387657  0.00404206
        1.89    0.283917  0.00324558
        2.03    0.196512  0.00301187
        2.17    0.134841  0.00218679
        2.31   0.0849853  0.00227008
        2.45   0.0530218   0.0015563
        2.59   0.0311831  0.00120872
        2.73   0.0169518 0.000857157
        2.87   0.0102851 0.000709341
        3.01  0.00571869 0.000505143
        3.15  0.00259994 0.000367988
        3.29  0.00112287 0.000274264
        3.43 0.000642269 0.000169045
        3.57 0.000445326 0.000166129
        3.71 0.000182246 9.23042e-05
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07   0.0123936 0.000615416
        0.21    0.084705  0.00207783
        0.35    0.207942  0.00319224
        0.49    0.365496   0.0043961
        0.63    0.530418  0.00461695
        0.77    0.670324  0.00470643
        0.91     0.75601  0.00535869
        1.05    0.783082  0.00644944
        1.19    0.758303  0.00636123
        1.33    0.684252  0.00447181
        1.47    0.584574  0.00450289
        1.61    0.495412  0.00491916
        1.75    0.387453  0.00395937
        1.89    0.283736  0.00318006
        2.03    0.196318  0.00295267
        2.17    0.135036  0.00214787
        2.31   0.0852715  0.00223869
        2.45   0.0527706  0.00154261
        2.59   0.0311522  0.00118284
        2.73   0.0170103 0.000840517
        2.87   0.0102945 0.000693982
        3.01  0.00568927 0.000495018
        3.15  0.00264406 0.000362624
        3.29  0.00123505 0.000290338
        3.43 0.000721762  0.00018311
        3.57 0.000435645   0.0001628
        3.71 0.000178284 9.03825e-05
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07   0.0122875 0.000611397
        0.21    0.084279  0.00207684
        0.35    0.207326  0.00318329
        0.49    0.365464  0.00430269
        0.63    0.531082  0.00456626
        0.77     0.67009  0.00461211
        0.91     0.75575  0.00525099
        1.05    0.783471  0.00632397
        1.19    0.758293   0.0062259
        1.33    0.683746  0.00440525
        1.47    0.584838  0.00441478
        1.61     0.49646  0.00492476
        1.75     0.38762  0.00387865
        1.89     0.28404  0.00312688
        2.03    0.196293  0.00288994
        2.17    0.134856  0.00210968
        2.31   0.0852752  0.00219107
        2.45   0.0526357  0.00151567
        2.59   0.0310509  0.00116201
        2.73   0.0169523 0.000824631
        2.87   0.0102147  0.00068378
        3.01   0.0057202 0.000485451
        3.15  0.00259907  0.00035769
        3.29  0.00120877 0.000285347
        3.43 0.000706405 0.000179856
        3.57 0.000426376   0.0001596
        3.71 0.000174491 8.85391e-05
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07    0.012365 0.000603546
        0.21   0.0847594  0.00208841
        0.35    0.207055  0.00312849
        0.49    0.364677  0.00428433
        0.63    0.531041  0.00447131
        0.77     0.67018   0.0045169
        0.91    0.755053  0.00518766
        1.05    0.783215  0.00619742
        1.19    0.758355  0.00609651
        1.33    0.685436  0.00462641
        1.47    0.585915  0.00445244
        1.61    0.497083  0.00486147
        1.75    0.387336   0.0038082
        1.89    0.283317   0.0031442
        2.03    0.195919  0.00285393
        2.17    0.134316  0.00213376
        2.31   0.0851976  0.00214679
        2.45   0.0525367  0.00148733
        2.59   0.0311232  0.00114005
        2.73   0.0169464 0.000807472
        2.87   0.0101287 0.000674926
        3.01  0.00566716 0.000478225
        3.15  0.00265377 0.000354396
        3.29  0.00128004 0.000288165
        3.43 0.000713735 0.000176259
        3.57 0.000417493 0.000156522
        3.71 0.000170855 8.67691e-05
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07   0.0122058 0.000611869
        0.21   0.0846777  0.00204739
        0.35    0.207051  0.00306465
        0.49    0.364909  0.00420318
        0.63    0.531792  0.00444274
        0.77     0.67047  0.00443402
        0.91    0.756228  0.00521318
        1.05    0.782148  0.00616204
        1.19    0.757592  0.00601965
        1.33    0.685667  0.00453777
        1.47    0.585138  0.00442894
        1.61    0.496751  0.00477357
        1.75    0.388048  0.00379645
        1.89    0.283524  0.00308683
        2.03    0.196165  0.00280632
        2.17    0.134393  0.00209161
        2.31   0.0849328  0.00211925
        2.45    0.052138  0.00150945
        2.59   0.0308714  0.00114426
        2.73   0.0170945 0.000804472
        2.87   0.0101298 0.000661153
        3.01  0.00563249 0.000469721
        3.15   0.0026482 0.000347207
        3.29  0.00135649 0.000292251
        3.43 0.000716715 0.000172687
        3.57 0.000408973 0.000153559
        3.71 0.000167369 8.50683e-05
        3.85           0           0
        3.99           0           0
        4.13           0           0

        0.07   0.0123836 0.000624942
        0.21   0.0847222  0.00200692
        0.35    0.206706  0.00302268
        0.49    0.364933  0.00411918
        0.63    0.531611  0.00435757
        0.77    0.669833  0.00439085
        0.91    0.756935   0.0051567
        1.05    0.782187  0.00603891
        1.19    0.758656  0.00599251
        1.33    0.686487  0.00452044
        1.47    0.584758  0.00435663
        1.61    0.496066    0.004727
        1.75    0.387336   0.0037867
        1.89    0.283459  0.00302577
        2.03    0.196401  0.00276005
        2.17    0.134085  0.00207236
        2.31   0.0847884  0.00208178
        2.45   0.0523294  0.00149135
        2.59   0.0307275  0.00113039
        2.73   0.0173995 0.000844199
        2.87   0.0102407 0.000657165
        3.01  0.00556746 0.000464806
        3.15  0.00263889 0.000340388
        3.29  0.00133995 0.000286874
        3.43 0.000702381 0.000169827
        3.57 0.000400794 0.000150706
        3.71 0.000164021 8.34328e-05
        3.85           0           0
        3.99           0           0
        4.13           0           0

