#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1       1.965       1.965           0
           2     1.96493     1.96496  2.5004e-05
           3     1.96472     1.96488 6.93357e-05
           4     1.96436     1.96475 0.000123579
           5     1.96387     1.96458 0.000186287
           6     1.96323     1.96435 0.000256563
           7     1.96245     1.96408 0.000333818
           8     1.96153     1.96376 0.000417653
           9     1.96045     1.96339 0.000507798
          10     1.95923     1.96298 0.000604075
          11     1.95785     1.96251 0.000706375
          12     1.95632       1.962 0.000814649
          13     1.95462     1.96143 0.000928891
          14     1.95275     1.96081  0.00104907
          15     1.95072     1.96014  0.00117524
          16      1.9485     1.95941  0.00130753
          17      1.9461     1.95863    0.001446
          18     1.94352     1.95779  0.00159075
          19     1.94073     1.95689  0.00174192
          20     1.93774     1.95593  0.00189975
          21     1.93454     1.95491  0.00206446
          22     1.93111     1.95383  0.00223627
          23     1.92745     1.95268  0.00241542
          24     1.92354     1.95147  0.00260216
          25     1.91938     1.95019  0.00279675
          26     1.91496     1.94883  0.00299947
          27     1.91026      1.9474  0.00321061
          28     1.90527      1.9459  0.00343049
          29     1.89998     1.94431   0.0036594
          30     1.89438     1.94265  0.00389765
          31     1.88845      1.9409  0.00414553
          32     1.88219     1.93907  0.00440337
          33     1.87556     1.93714  0.00467152
          34     1.86858     1.93513  0.00495031
          35      1.8612     1.93301  0.00524011
          36     1.85343      1.9308  0.00554127
          37     1.84525     1.92849  0.00585412
          38     1.83664     1.92607  0.00617896
          39     1.82759     1.92355  0.00651608
          40      1.8181     1.92091  0.00686577
          41     1.80814     1.91816  0.00722826
          42     1.79771     1.91529  0.00760381
          43      1.7868     1.91231  0.00799262
          44     1.77539     1.90919  0.00839485
          45     1.76349     1.90596  0.00881064
          46     1.75108     1.90259  0.00924007
          47     1.73816     1.89909  0.00968316
          48     1.72473     1.89546   0.0101399
          49      1.7108     1.89169   0.0106102
          50     1.69637     1.88778   0.0110938
          51     1.68145     1.88374   0.0115906
          52     1.66605     1.87955   0.0121001
          53     1.65018     1.87522    0.012622
          54     1.63387     1.87075   0.0131559
          55     1.61713     1.86614    0.013701
          56         1.6     1.86139   0.0142568
          57      1.5825      1.8565   0.0148225
          58     1.56466     1.85147   0.0153973
          59     1.54652      1.8463   0.0159803
          60     1.52811     1.84099   0.0165706
          61     1.50949     1.83556    0.017167
          62     1.49067        1.83   0.0177685
          63     1.47172     1.82431    0.018374
          64     1.45267      1.8185   0.0189823
          65     1.43356     1.81258   0.0195923
          66     1.41445     1.80655   0.0202028
          67     1.39537     1.80041   0.0208125
