#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1      1.5912      1.5912           0
           2      1.5892      1.5902 0.000706971
           3     1.59258       1.591 0.000801387
           4     1.59167     1.59116 0.000618388
           5     1.59282      1.5915 0.000576509
           6     1.59352     1.59183 0.000570695
           7     1.59457     1.59222 0.000608415
           8     1.59475     1.59254 0.000608819
           9      1.5953     1.59285  0.00061375
          10     1.59551     1.59311 0.000607431
          11     1.59544     1.59332 0.000588033
          12     1.59626     1.59357   0.0005876
          13     1.59604     1.59376 0.000572237
          14     1.59636     1.59394  0.00056078
          15     1.59662     1.59412 0.000551036
          16     1.59645     1.59427 0.000535523
          17     1.59643      1.5944 0.000518832
          18     1.59628      1.5945 0.000500503
          19     1.59668     1.59462 0.000487085
          20     1.59716     1.59474 0.000479086
          21     1.59692     1.59485  0.00046736
          22     1.59675     1.59493 0.000454081
          23     1.59701     1.59502 0.000443212
          24     1.59674     1.59509 0.000430503
          25      1.5973     1.59518 0.000422225
          26     1.59695     1.59525 0.000411405
          27     1.59709     1.59532  0.00040174
          28     1.59679     1.59537 0.000390833
          29     1.59687     1.59542 0.000380739
          30     1.59719     1.59548 0.000372589
          31     1.59703     1.59553 0.000363882
          32     1.59697     1.59558 0.000355289
          33     1.59691     1.59562 0.000346824
          34     1.59721     1.59566 0.000339774
          35     1.59683      1.5957 0.000331702
          36     1.59705     1.59574  0.00032462
          37       1.597     1.59577 0.000317649
          38     1.59693      1.5958 0.000310756
          39     1.59701     1.59583 0.000304328
          40     1.59707     1.59586 0.000298285
          41     1.59686     1.59589    0.000292
          42     1.59701     1.59591 0.000286263
          43     1.59677     1.59593 0.000280294
          44     1.59719     1.59596 0.000275366
          45     1.59691     1.59598  0.00027006
          46     1.59724     1.59601 0.000265561
          47     1.59706     1.59603 0.000260849
          48     1.59656     1.59604 0.000255651
          49     1.59711     1.59606 0.000251355
          50     1.59721     1.59609 0.000247372
          51     1.59696      1.5961 0.000243109
          52      1.5969     1.59612 0.000238909
          53     1.59676     1.59613 0.000234705
          54     1.59727     1.59615 0.000231295
          55     1.59693     1.59617  0.00022752
          56      1.5969     1.59618 0.000223833
          57     1.59689     1.59619 0.000220257
          58     1.59692     1.59621 0.000216817
          59     1.59684     1.59622 0.000213408
          60     1.59725     1.59623 0.000210545
          61     1.59726     1.59625 0.000207765
          62     1.59712     1.59626 0.000204886
          63     1.59682     1.59627 0.000201822
          64     1.59708     1.59629 0.000199057
          65      1.5971      1.5963 0.000196393
          66     1.59692     1.59631 0.000193641
          67     1.59694     1.59632  0.00019098
          68       1.597     1.59633 0.000188438
          69     1.59695     1.59634 0.000185927
          70     1.59721     1.59635  0.00018369
          71     1.59692     1.59636 0.000181278
          72     1.59742     1.59637 0.000179366
          73     1.59694     1.59638 0.000177077
          74     1.59689     1.59639  0.00017482
          75     1.59702     1.59639 0.000172691
          76     1.59705      1.5964 0.000170632
          77     1.59648      1.5964 0.000168419
          78     1.59691     1.59641 0.000166383
          79     1.59687     1.59642 0.000164381
          80     1.59703     1.59642 0.000162504
          81     1.59709     1.59643 0.000160706
          82      1.5968     1.59644 0.000158808
          83     1.59684     1.59644 0.000156968
          84     1.59692     1.59645 0.000155203
          85     1.59674     1.59645 0.000153415
          86     1.59689     1.59646 0.000151717
          87     1.59724     1.59647 0.000150239
          88     1.59704     1.59647 0.000148675
          89     1.59688     1.59648 0.000147074
          90     1.59697     1.59648 0.000145541
          91     1.59708     1.59649 0.000144089
          92       1.597     1.59649 0.000142632
          93     1.59708      1.5965 0.000141238
          94     1.59709     1.59651 0.000139872
          95     1.59693     1.59651 0.000138471
          96     1.59724     1.59652 0.000137238
          97     1.59709     1.59652 0.000135951
          98     1.59695     1.59653 0.000134633
          99     1.59708     1.59653 0.000133388
         100     1.59688     1.59654 0.000132099
         101     1.59713     1.59654 0.000130924
         102     1.59701     1.59655 0.000129718
         103     1.59689     1.59655 0.000128501
         104     1.59687     1.59655 0.000127301
         105     1.59704     1.59656 0.000126173
         106     1.59702     1.59656 0.000125059
         107     1.59698     1.59657  0.00012395
         108     1.59695     1.59657 0.000122853
         109     1.59698     1.59657 0.000121784
         110     1.59701     1.59658 0.000120741
         111     1.59703     1.59658 0.000119722
         112     1.59727     1.59659  0.00011881
         113     1.59688     1.59659 0.000117787
         114     1.59701      1.5966 0.000116811
         115     1.59739      1.5966 0.000116001
         116     1.59719     1.59661 0.000115111
         117     1.59716     1.59661 0.000114226
         118     1.59697     1.59661 0.000113299
         119     1.59686     1.59662 0.000112366
         120     1.59684     1.59662 0.000111445
         121     1.59677     1.59662 0.000110531
         122     1.59669     1.59662 0.000109626
         123     1.59688     1.59662 0.000108755
         124     1.59705     1.59663 0.000107932
         125     1.59705     1.59663 0.000107123
         126     1.59696     1.59663 0.000106304
         127     1.59682     1.59663 0.000105478
         128     1.59685     1.59664 0.000104667
         129     1.59664     1.59664 0.000103856
         130      1.5965     1.59663 0.000103062
         131     1.59672     1.59664 0.000102277
         132     1.59685     1.59664 0.000101515
         133     1.59687     1.59664 0.000100767
         134     1.59694     1.59664 0.000100041
         135     1.59626     1.59664 9.93399e-05
         136      1.5972     1.59664 9.86964e-05
         137     1.59688     1.59664 9.79909e-05
         138     1.59681     1.59664 9.72886e-05
         139     1.59672     1.59665 9.65903e-05
         140     1.59684     1.59665 9.59106e-05
         141     1.59692     1.59665 9.52495e-05
         142     1.59703     1.59665 9.46174e-05
         143     1.59698     1.59665 9.39842e-05
