#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
           1    -1.47905    -1.47905           0
           2    -1.73437    -1.60671   0.0902666
           3    -1.58601    -1.59981   0.0604408
           4    -1.47854    -1.56949   0.0523858
           5    -1.39482    -1.53456   0.0522748
           6    -1.33537    -1.50136   0.0530671
           7    -1.25538    -1.46622   0.0559228
           8    -1.15027    -1.42673   0.0613122
           9    -1.03421    -1.38311    0.068271
          10   -0.979512    -1.34275   0.0723975
          11   -0.940961    -1.30623   0.0744624
          12   -0.904374    -1.27274   0.0754123
          13    -0.84234    -1.23963   0.0765346
          14   -0.768388    -1.20597   0.0781199
          15   -0.735906    -1.17463   0.0789476
          16   -0.686894    -1.14415   0.0796816
          17   -0.676669    -1.11665   0.0795982
          18   -0.704371    -1.09375   0.0784023
          19   -0.694449    -1.07273    0.077041
          20   -0.646513    -1.05142   0.0760794
          21   -0.591529    -1.02952   0.0755427
          22   -0.581194    -1.00914   0.0748072
          23    -0.58243   -0.990589   0.0738194
          24   -0.589504   -0.973878   0.0726107
          25   -0.566814   -0.957595   0.0715086
          26    -0.54235   -0.941624   0.0705192
          27     -0.4836    -0.92466    0.069918
          28   -0.496971   -0.909386   0.0690693
          29   -0.506495   -0.895493   0.0680704
          30   -0.520268   -0.882985   0.0669406
          31   -0.489684   -0.870298   0.0659726
          32   -0.479825   -0.858096   0.0650296
          33   -0.491419   -0.846985   0.0640013
          34   -0.486101    -0.83637   0.0629929
          35   -0.485801   -0.826354   0.0619843
          36   -0.490043   -0.817012   0.0609624
          37   -0.487485   -0.808106   0.0599618
          38   -0.507182   -0.800187   0.0589045
          39    -0.49717   -0.792417   0.0579043
          40   -0.489969   -0.784856   0.0569482
          41   -0.475513   -0.777311   0.0560568
          42   -0.507854   -0.770895    0.055088
          43   -0.523824    -0.76515   0.0541057
          44   -0.517145   -0.759513   0.0531688
          45    -0.49718   -0.753684   0.0523059
          46   -0.462071   -0.747344   0.0515516
          47   -0.459199   -0.741213    0.050818
          48   -0.479482   -0.735761   0.0500509
          49   -0.483025   -0.730603   0.0492945
          50   -0.453367   -0.725058   0.0486195
          51   -0.437073   -0.719411    0.047993
          52   -0.451192   -0.714253   0.0473464
          53   -0.459008   -0.709437   0.0466974
          54   -0.456936   -0.704761   0.0460661
          55   -0.403176   -0.699278   0.0455537
          56   -0.393047    -0.69381   0.0450673
          57   -0.419383   -0.688995   0.0445331
          58   -0.422833   -0.684406   0.0440011
          59   -0.424513   -0.680001   0.0434752
          60   -0.405499   -0.675426   0.0429907
          61   -0.366586   -0.670363    0.042583
          62      -0.344   -0.665099   0.0422203
          63   -0.368929   -0.660398    0.041811
          64   -0.389421   -0.656164   0.0413715
          65    -0.38395   -0.651976   0.0409465
          66   -0.380499   -0.647863   0.0405321
          67   -0.381987   -0.643895    0.040121
          68    -0.39708   -0.640265   0.0396948
          69   -0.420411   -0.637079   0.0392472
          70   -0.432873   -0.634161   0.0387948
          71    -0.39876   -0.630846   0.0383898
          72    -0.39594   -0.627583    0.037995
          73   -0.374277   -0.624113   0.0376326
          74   -0.366283   -0.620629    0.037285
          75    -0.34032   -0.616892   0.0369747
          76   -0.351724   -0.613403   0.0366525
          77   -0.357461   -0.610079   0.0363269
          78   -0.402472   -0.607417   0.0359585
          79   -0.437009    -0.60526    0.035568
          80   -0.417358   -0.602911   0.0352008
          81   -0.368553   -0.600018    0.034885
          82   -0.358902   -0.597077   0.0345832
          83    -0.34247    -0.59401   0.0343024
          84   -0.348879   -0.591092   0.0340179
          85    -0.35421   -0.588305   0.0337316
          86   -0.380982   -0.585894   0.0334255
          87   -0.381828   -0.583549   0.0331235
          88   -0.356421   -0.580968   0.0328475
          89   -0.363377   -0.578523   0.0325692
          90   -0.373448   -0.576244    0.032287
          91   -0.373048   -0.574011   0.0320093
          92   -0.379992   -0.571902   0.0317308
          93   -0.384854   -0.569891   0.0314532
          94   -0.382461   -0.567897   0.0311818
          95   -0.344165   -0.565542   0.0309423
          96   -0.341008   -0.563203   0.0307083
          97   -0.317874   -0.560674   0.0304957
          98   -0.316987   -0.558187   0.0302857
          99   -0.316166   -0.555743   0.0300783
         100   -0.314635   -0.553332    0.029874
         101   -0.288532    -0.55071    0.029693
         102   -0.306803   -0.548319   0.0294981
         103   -0.309534      -0.546   0.0293026
         104   -0.333553   -0.543957    0.029092
         105   -0.329497   -0.541915   0.0288865
         106   -0.332605    -0.53994   0.0286814
         107   -0.326543   -0.537946   0.0284826
         108   -0.345852   -0.536167   0.0282744
         109   -0.391597   -0.534841   0.0280461
         110   -0.398946   -0.533606   0.0278183
         111   -0.384669   -0.532264      0.0276
         112     -0.3476   -0.530615   0.0274028
         113   -0.364389   -0.529144   0.0271998
         114   -0.384792   -0.527878   0.0269906
         115   -0.367602   -0.526484   0.0267919
         116    -0.34209   -0.524894    0.026608
         117   -0.309702   -0.523055   0.0264441
         118   -0.303172   -0.521192   0.0262856
         119   -0.332925    -0.51961   0.0261123
         120   -0.332609   -0.518051   0.0259411
         121   -0.350002   -0.516663   0.0257639
         122    -0.37004   -0.515461   0.0255807
         123   -0.382076   -0.514376   0.0253957
         124   -0.384262   -0.513327   0.0252126
         125   -0.348025   -0.512005   0.0250455
         126   -0.323696    -0.51051   0.0248913
         127   -0.320339   -0.509013   0.0247403
         128   -0.331811   -0.507628   0.0245857
         129   -0.350038   -0.506407   0.0244255
         130   -0.371791   -0.505371   0.0242595
         131   -0.407854   -0.504627   0.0240858
         132    -0.40191   -0.503849   0.0239159
         133   -0.400898   -0.503075   0.0237486
         134   -0.405532   -0.502347   0.0235825
         135   -0.428685   -0.501801   0.0234141
         136   -0.409174    -0.50112   0.0232519
         137   -0.374864   -0.500198   0.0231004
         138   -0.347721   -0.499093   0.0229594
         139   -0.364017   -0.498122   0.0228148
         140   -0.362974   -0.497156   0.0226722
         141    -0.38012   -0.496326   0.0225266
         142   -0.381952   -0.495521   0.0223824
         143   -0.352651   -0.494522   0.0222482
         144   -0.350571   -0.493522   0.0221161
         145   -0.350537   -0.492536   0.0219856
         146   -0.318708   -0.491345   0.0218672
         147   -0.340349   -0.490318   0.0217425
         148   -0.347308   -0.489352   0.0216171
         149   -0.352613   -0.488434   0.0214915
         150   -0.377634   -0.487695   0.0213609
         151   -0.379653    -0.48698   0.0212314
         152    -0.41399     -0.4865   0.0210972
         153       -0.38   -0.485804   0.0209708
         154   -0.339711   -0.484855    0.020856
         155   -0.351147   -0.483992   0.0207393
         156   -0.346608   -0.483112    0.020625
         157   -0.338468    -0.48219   0.0205142
         158   -0.332243   -0.481241   0.0204063
         159   -0.362868   -0.480497   0.0202916
         160   -0.368889   -0.479799   0.0201767
         161   -0.344601    -0.47896   0.0200689
         162   -0.316591   -0.477957     0.01997
         163   -0.328915   -0.477043   0.0198684
         164   -0.310229   -0.476026   0.0197733
         165   -0.310452   -0.475022   0.0196789
         166   -0.331292   -0.474156   0.0195794
         167   -0.339394    -0.47335   0.0194788
         168   -0.352748   -0.472632   0.0193761
         169   -0.352161   -0.471919   0.0192745
         170   -0.344002   -0.471166   0.0191758
         171   -0.356598   -0.470496   0.0190754
         172    -0.39519   -0.470059   0.0189695
         173   -0.406092   -0.469689   0.0188635
         174   -0.414348   -0.469371   0.0187577
         175    -0.40567   -0.469007   0.0186541
         176   -0.388953   -0.468552   0.0185536
         177   -0.387583   -0.468094   0.0184544
         178   -0.410486   -0.467771   0.0183536
         179   -0.397843    -0.46738   0.0182552
         180    -0.38661   -0.466931   0.0181593
         181   -0.351656   -0.466295   0.0180702
         182   -0.362099   -0.465722   0.0179799
         183   -0.374967   -0.465226   0.0178885
         184   -0.404024   -0.464893   0.0177944
         185   -0.420466   -0.464653   0.0176998
         186   -0.429333   -0.464463   0.0176057
         187   -0.430756   -0.464283   0.0175125
         188   -0.428837   -0.464095   0.0174203
         189    -0.39712    -0.46374   0.0173318
         190   -0.392227   -0.463364   0.0172446
         191   -0.413427   -0.463102   0.0171563
         192   -0.441607    -0.46299   0.0170673
         193    -0.40623   -0.462696   0.0169814
         194   -0.384921   -0.462295   0.0168986
         195   -0.369827   -0.461821   0.0168186
         196   -0.351878    -0.46126   0.0167422
         197   -0.326737   -0.460577   0.0166711
         198   -0.322638   -0.459881   0.0166015
         199   -0.332383    -0.45924   0.0165304
         200   -0.356884   -0.458728   0.0164557
         201   -0.372979   -0.458302   0.0163793
         202   -0.373258   -0.457881   0.0163036
         203   -0.348574   -0.457342   0.0162322
         204   -0.329663   -0.456716   0.0161647
         205   -0.337278   -0.456134   0.0160963
         206    -0.33134   -0.455528   0.0160296
         207   -0.352811   -0.455032   0.0159598
         208   -0.366164   -0.454605   0.0158888
         209   -0.345853   -0.454084   0.0158213
         210   -0.354074   -0.453608   0.0157532
         211   -0.370125   -0.453212   0.0156835
         212   -0.380248   -0.452868   0.0156133
         213   -0.395474   -0.452599   0.0155423
         214   -0.384312    -0.45228   0.0154729
         215   -0.406607   -0.452067   0.0154024
         216   -0.429561   -0.451963   0.0153315
         217   -0.462924   -0.452013   0.0152609
         218   -0.478079   -0.452133   0.0151914
         219   -0.468798   -0.452209   0.0151222
         220   -0.490301   -0.452382   0.0150544
         221   -0.475095   -0.452485   0.0149867
         222   -0.443394   -0.452444   0.0149192
         223   -0.433028   -0.452357   0.0148526
         224   -0.453838   -0.452364   0.0147863
         225   -0.462942   -0.452411   0.0147206
         226   -0.443829   -0.452373   0.0146555
         227   -0.439957   -0.452318   0.0145911
         228   -0.473005   -0.452409   0.0145274
         229   -0.461933    -0.45245    0.014464
         230   -0.424239   -0.452328   0.0144016
         231   -0.428221   -0.452223   0.0143397
         232   -0.415361   -0.452064   0.0142787
         233   -0.419614   -0.451925   0.0142181
         234    -0.39181   -0.451668   0.0141597
         235   -0.381547    -0.45137   0.0141026
         236   -0.376503   -0.451053   0.0140464
         237   -0.378698   -0.450747   0.0139904
         238    -0.41538   -0.450599   0.0139324
         239   -0.429204   -0.450509   0.0138744
         240   -0.434274   -0.450442   0.0138168
         241   -0.456924   -0.450468   0.0137595
         242   -0.463198   -0.450521   0.0137027
         243   -0.449931   -0.450519   0.0136463
         244    -0.41844   -0.450387    0.013591
         245   -0.387563   -0.450131    0.013538
         246   -0.402608   -0.449938   0.0134843
         247    -0.41309   -0.449788   0.0134306
         248   -0.439495   -0.449747   0.0133765
         249   -0.453788   -0.449763   0.0133228
         250   -0.456905   -0.449792   0.0132695
