#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.117426    0.117426           0
           2    0.121836    0.119631  0.00155917
           3    0.133124    0.124129   0.0038166
           4     0.08627    0.114664  0.00868208
           5     0.09026    0.109783  0.00820366
           6    0.108986     0.10965  0.00683746
           7    0.110972    0.109839  0.00586329
           8    0.138752    0.113453  0.00614409
           9    0.110914    0.113171  0.00546788
          10    0.111234    0.112977  0.00492453
          11     0.10249    0.112024   0.0045682
          12    0.123318    0.112965  0.00428337
          13    0.115706    0.113176  0.00395907
          14    0.129748     0.11436  0.00384917
          15    0.093156    0.112946  0.00384337
          16     0.10872    0.112682  0.00361222
          17     0.09652    0.111731  0.00352263
          18     0.10318    0.111256  0.00335881
          19    0.104558    0.110904  0.00320047
          20    0.096104    0.110164  0.00312483
          21    0.114552    0.110373    0.002983
          22    0.088942    0.109399  0.00300226
          23    0.125336    0.110091  0.00295061
          24    0.136438    0.111189  0.00302499
          25    0.106002    0.110982   0.0029111
          26    0.084818    0.109975  0.00296797
          27    0.114952     0.11016  0.00286376
          28     0.09824    0.109734  0.00279295
          29    0.122892    0.110188  0.00273324
          30     0.11877    0.110474  0.00265706
          31    0.100142    0.110141  0.00259217
          32    0.127402     0.11068  0.00256668
          33    0.108856    0.110625  0.00248949
          34    0.092416    0.110089  0.00247321
          35    0.094858    0.109654  0.00244053
          36     0.10176    0.109435  0.00238257
          37     0.10147    0.109219  0.00232788
          38    0.082734    0.108522  0.00236866
          39     0.11491    0.108686  0.00231358
          40    0.147956    0.109668  0.00245522
          41    0.103768    0.109524  0.00239955
          42    0.100848    0.109318  0.00235129
          43    0.123074    0.109637  0.00231827
          44    0.129444    0.110088  0.00230888
          45    0.127146    0.110467  0.00228847
          46    0.095838    0.110149  0.00226071
          47    0.105358    0.110047  0.00221491
          48     0.11175    0.110082  0.00216905
          49    0.123962    0.110365   0.0021432
          50    0.092896    0.110016  0.00212862
