#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1        2.94        2.94           0
           2     2.93989     2.93995 3.74107e-05
           3     2.93958     2.93982 0.000103739
           4     2.93905     2.93963 0.000184897
           5     2.93831     2.93937 0.000278719
           6     2.93736     2.93903 0.000383863
           7     2.93619     2.93863 0.000499447
           8     2.93481     2.93815 0.000624875
           9      2.9332      2.9376 0.000759739
          10     2.93137     2.93698 0.000903774
          11     2.92931     2.93628  0.00105682
          12     2.92701     2.93551  0.00121879
          13     2.92447     2.93466  0.00138969
          14     2.92168     2.93373  0.00156947
          15     2.91863     2.93272  0.00175819
          16     2.91532     2.93164  0.00195606
          17     2.91173     2.93046  0.00216318
          18     2.90786     2.92921  0.00237967
          19      2.9037     2.92787  0.00260576
          20     2.89923     2.92643  0.00284179
          21     2.89443     2.92491   0.0030881
          22     2.88931     2.92329  0.00334502
          23     2.88383     2.92158  0.00361291
          24     2.87799     2.91976  0.00389214
          25     2.87177     2.91784  0.00418311
          26     2.86516     2.91581  0.00448622
          27     2.85813     2.91368   0.0048019
          28     2.85067     2.91143  0.00513062
          29     2.84277     2.90906  0.00547282
          30     2.83439     2.90657  0.00582895
          31     2.82553     2.90396  0.00619945
          32     2.81617     2.90121  0.00658484
          33     2.80627     2.89834   0.0069856
          34     2.79582     2.89532  0.00740226
          35     2.78481     2.89216  0.00783534
          36     2.77319     2.88886  0.00828537
          37     2.76096      2.8854  0.00875285
          38      2.7481     2.88179  0.00923822
          39     2.73459     2.87801  0.00974192
          40      2.7204     2.87407   0.0102644
          41     2.70552     2.86996   0.0108059
          42     2.68994     2.86568    0.011367
          43     2.67364     2.86121   0.0119478
          44     2.65659     2.85656   0.0125487
          45     2.63881     2.85172   0.0131698
          46     2.62027     2.84669   0.0138113
          47     2.60097     2.84146   0.0144732
          48     2.58091     2.83603   0.0151554
          49      2.5601      2.8304   0.0158579
          50     2.53854     2.82457   0.0165803
          51     2.51625     2.81852   0.0173223
          52     2.49324     2.81226   0.0180834
          53     2.46954      2.8058    0.018863
          54     2.44516     2.79912   0.0196604
          55     2.42016     2.79223   0.0204747
          56     2.39456     2.78513    0.021305
