#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        1.96        1.96           0
           2     1.95993     1.95996 2.49404e-05
           3     1.95972     1.95988 6.91594e-05
           4     1.95937     1.95975 0.000123265
           5     1.95887     1.95958 0.000185813
           6     1.95824     1.95935 0.000255909
           7     1.95746     1.95908 0.000332965
           8     1.95654     1.95877 0.000416583
           9     1.95547      1.9584 0.000506493
          10     1.95425     1.95798 0.000602516
          11     1.95287     1.95752 0.000704545
          12     1.95134       1.957 0.000812528
          13     1.94964     1.95644  0.00092646
          14     1.94779     1.95582  0.00104631
          15     1.94575     1.95515  0.00117213
          16     1.94355     1.95442  0.00130404
          17     1.94115     1.95364  0.00144212
          18     1.93858     1.95281  0.00158644
          19      1.9358     1.95191  0.00173717
          20     1.93282     1.95096  0.00189453
          21     1.92962     1.94994  0.00205874
          22      1.9262     1.94886  0.00223001
          23     1.92255     1.94772   0.0024086
          24     1.91866     1.94651  0.00259476
          25     1.91451     1.94523  0.00278874
          26      1.9101     1.94388  0.00299081
          27     1.90542     1.94245  0.00320127
          28     1.90045     1.94095  0.00342041
          29     1.89518     1.93937  0.00364855
          30     1.88959     1.93771  0.00388597
          31     1.88369     1.93597  0.00413297
          32     1.87744     1.93414  0.00438989
          33     1.87085     1.93222  0.00465706
          34     1.86388     1.93021  0.00493484
          35     1.85654     1.92811  0.00522356
          36     1.84879     1.92591  0.00552358
          37     1.84064      1.9236  0.00583523
          38     1.83207     1.92119  0.00615881
          39     1.82306     1.91868  0.00649461
          40      1.8136     1.91605  0.00684291
          41     1.80368     1.91331  0.00720396
          42     1.79329     1.91045    0.007578
          43     1.78242     1.90747  0.00796523
          44     1.77106     1.90437  0.00836582
          45     1.75921     1.90115  0.00877989
          46     1.74685     1.89779  0.00920754
          47     1.73398     1.89431  0.00964878
          48     1.72061     1.89069   0.0101036
          49     1.70673     1.88694   0.0105719
          50     1.69236     1.88304   0.0110535
          51      1.6775     1.87901   0.0115482
          52     1.66216     1.87484   0.0120556
          53     1.64636     1.87053   0.0125753
          54     1.63011     1.86608   0.0131069
          55     1.61344     1.86149   0.0136498
          56     1.59637     1.85675   0.0142034
          57     1.57894     1.85188   0.0147668
          58     1.56116     1.84687   0.0153393
          59     1.54309     1.84172     0.01592
          60     1.52475     1.83643   0.0165079
          61     1.50619     1.83102    0.017102
          62     1.48744     1.82548   0.0177012
          63     1.46855     1.81981   0.0183045
          64     1.44956     1.81403   0.0189106
          65     1.43052     1.80813   0.0195184
          66     1.41146     1.80212   0.0201267
          67     1.39244       1.796   0.0207344
          68     1.37349     1.78979   0.0213401
          69     1.35465     1.78348   0.0219429
          70     1.33597     1.77709   0.0225415
          71     1.31748     1.77062   0.0231349
          72     1.29922     1.76407   0.0237219
          73     1.28124     1.75746   0.0243015
          74     1.26356     1.75078   0.0248728
          75     1.24621     1.74405   0.0254347
          76     1.22924     1.73728   0.0259864
          77     1.21268     1.73047    0.026527
          78     1.19655     1.72362   0.0270556
          79      1.1809     1.71675   0.0275716
          80     1.16575     1.70986    0.028074
          81     1.15113     1.70297   0.0285623
          82     1.13707     1.69607   0.0290358
          83      1.1236     1.68917   0.0294937
          84     1.11075     1.68228   0.0299357
          85     1.09855     1.67541    0.030361
          86     1.08702     1.66857   0.0307692
          87     1.07619     1.66176   0.0311598
          88     1.06608     1.65499   0.0315324
          89      1.0567     1.64827   0.0318866
          90     1.04808      1.6416   0.0322221
          91     1.04023       1.635   0.0325386
          92     1.03316     1.62845    0.032836
          93     1.02687     1.62198   0.0331139
          94     1.02137      1.6156   0.0333724
          95     1.01664     1.60929   0.0336114
          96     1.01268     1.60308   0.0338309
          97     1.00946     1.59696   0.0340312
          98     1.00697     1.59094   0.0342123
          99     1.00517     1.58502   0.0343745
         100     1.00404     1.57921   0.0345183
         101     1.00353     1.57351   0.0346439
         102     1.00359     1.56792   0.0347519
         103     1.00418     1.56245   0.0348428
         104     1.00525     1.55709   0.0349173
         105     1.00675     1.55185   0.0349759
         106     1.00862     1.54672   0.0350194
         107      1.0108     1.54172   0.0350485
         108     1.01325     1.53682   0.0350639
         109     1.01591     1.53204   0.0350663
         110     1.01873     1.52738   0.0350567
         111     1.02167     1.52282   0.0350356
         112     1.02467     1.51837    0.035004
         113     1.02771     1.51403   0.0349625
         114     1.03073     1.50979   0.0349119
         115     1.03373     1.50565   0.0348529
         116     1.03666     1.50161   0.0347862
         117      1.0395     1.49766   0.0347123
         118     1.04224      1.4938   0.0346321
         119     1.04486     1.49003   0.0345459
         120     1.04735     1.48634   0.0344544
         121     1.04971     1.48273   0.0343581
         122     1.05193      1.4792   0.0342575
         123     1.05401     1.47574   0.0341529
         124     1.05595     1.47236   0.0340449
         125     1.05776     1.46904   0.0339337
         126     1.05945     1.46579   0.0338197
         127     1.06101      1.4626   0.0337033
         128     1.06246     1.45948   0.0335846
         129     1.06382     1.45641   0.0334641
         130     1.06507      1.4534   0.0333418
         131     1.06625     1.45044    0.033218
         132     1.06736     1.44754   0.0330928
         133     1.06841     1.44469   0.0329666
         134     1.06941     1.44189   0.0328393
         135     1.07036     1.43914   0.0327112
         136     1.07128     1.43643   0.0325823
         137     1.07217     1.43377   0.0324528
         138     1.07303     1.43116   0.0323227
         139     1.07388     1.42859   0.0321922
         140     1.07471     1.42606   0.0320613
         141     1.07552     1.42358   0.0319302
         142     1.07632     1.42113   0.0317989
         143      1.0771     1.41872   0.0316674
         144     1.07786     1.41636   0.0315358
         145      1.0786     1.41403   0.0314042
         146     1.07933     1.41174   0.0312727
         147     1.08003     1.40948   0.0311412
         148      1.0807     1.40726     0.03101
         149     1.08135     1.40507   0.0308789
         150     1.08196     1.40292   0.0307481
         151     1.08255     1.40079   0.0306175
         152      1.0831      1.3987   0.0304874
         153     1.08363     1.39665   0.0303576
         154     1.08412     1.39462   0.0302282
         155     1.08458     1.39262   0.0300993
         156     1.08502     1.39064   0.0299709
         157     1.08544      1.3887   0.0298429
         158     1.08585     1.38678   0.0297156
         159     1.08626     1.38489   0.0295887
         160     1.08667     1.38303   0.0294624
         161     1.08709     1.38119   0.0293367
         162     1.08754     1.37938   0.0292116
         163     1.08801     1.37759    0.029087
         164     1.08852     1.37583    0.028963
         165     1.08907     1.37409   0.0288396
         166     1.08966     1.37238   0.0287167
         167     1.09031     1.37069   0.0285944
         168       1.091     1.36902   0.0284726
         169     1.09175     1.36738   0.0283513
         170     1.09253     1.36577   0.0282306
         171     1.09335     1.36417   0.0281104
         172      1.0942      1.3626   0.0279908
         173     1.09506     1.36106   0.0278717
         174     1.09592     1.35953   0.0277531
         175     1.09677     1.35803   0.0276351
         176     1.09759     1.35655   0.0275177
         177     1.09836     1.35509   0.0274009
         178     1.09906     1.35365   0.0272847
         179     1.09969     1.35224   0.0271691
         180     1.10022     1.35084   0.0270542
         181     1.10065     1.34945     0.02694
         182     1.10095     1.34809   0.0268266
         183     1.10112     1.34674   0.0267139
         184     1.10116      1.3454    0.026602
         185     1.10105     1.34408    0.026491
         186      1.1008     1.34277   0.0263809
         187      1.1004     1.34148   0.0262716
         188     1.09986     1.34019   0.0261633
         189     1.09918     1.33892   0.0260559
         190     1.09837     1.33765   0.0259495
         191     1.09744     1.33639   0.0258441
         192      1.0964     1.33514   0.0257397
         193     1.09527      1.3339   0.0256363
         194     1.09404     1.33267    0.025534
         195     1.09275     1.33143   0.0254327
         196     1.09141     1.33021   0.0253324
         197     1.09003     1.32899   0.0252331
         198     1.08862     1.32778   0.0251349
         199     1.08721     1.32657   0.0250376
         200     1.08579     1.32536   0.0249413
         201      1.0844     1.32417   0.0248461
         202     1.08304     1.32297   0.0247517
         203     1.08172     1.32178   0.0246583
         204     1.08046      1.3206   0.0245658
         205     1.07926     1.31942   0.0244741
         206     1.07814     1.31825   0.0243833
         207     1.07711     1.31709   0.0242934
         208     1.07617     1.31593   0.0242042
         209     1.07533     1.31478   0.0241157
         210     1.07459     1.31363    0.024028
         211     1.07397      1.3125   0.0239409
         212     1.07347     1.31137   0.0238546
         213      1.0731     1.31025   0.0237688
         214     1.07287     1.30914   0.0236836
         215     1.07277     1.30804   0.0235989
         216     1.07283     1.30695   0.0235148
         217     1.07303     1.30588   0.0234311
         218     1.07341     1.30481   0.0233479
         219     1.07395     1.30376   0.0232651
         220     1.07468     1.30271   0.0231826
         221     1.07559     1.30169   0.0231005
         222     1.07669     1.30067   0.0230186
         223       1.078     1.29967   0.0229371
         224     1.07951     1.29869   0.0228557
         225     1.08122     1.29773   0.0227746
         226     1.08315     1.29678   0.0226936
         227     1.08528     1.29584   0.0226127
         228     1.08761     1.29493    0.022532
         229     1.09015     1.29404   0.0224513
         230     1.09287     1.29316   0.0223707
         231     1.09576     1.29231   0.0222902
         232     1.09882     1.29147   0.0222097
         233     1.10202     1.29066   0.0221293
         234     1.10534     1.28987   0.0220489
         235     1.10876      1.2891   0.0219685
