# generation best_length mean_best_half
711 4.76839 5.73897
712 4.76839 5.74854
713 4.76839 5.78744
714 4.76839 5.77706
715 4.76839 5.73793
716 4.76839 5.69966
717 4.76839 5.75088
718 4.76839 5.8628
719 4.76839 5.82227
720 4.76839 5.86781
721 4.76839 5.9534
722 4.76839 5.90134
723 4.76839 5.78477
724 4.76839 5.62042
725 4.76839 5.65501
726 4.76839 5.66271
727 4.76839 5.66329
728 4.76839 5.73625
729 4.76839 5.69811
730 4.76839 5.78048
731 4.76839 5.77268
732 4.76839 5.86198
733 4.76839 5.94373
734 4.76839 5.87871
735 4.76839 5.79277
736 4.76839 5.92362
737 4.76839 5.76712
738 4.76839 5.85155
739 4.76839 5.79582
740 4.76839 5.6842
741 4.76839 5.69839
742 4.76839 5.86255
743 4.76839 5.97621
744 4.76839 5.90777
745 4.76839 5.93197
746 4.76839 5.87645
747 4.76839 5.86343
748 4.76839 5.85181
749 4.76839 5.74563
750 4.76839 5.81464
751 4.76839 5.7034
752 4.76839 5.76179
753 4.76839 5.79186
754 4.76839 5.78922
755 4.76839 5.84417
756 4.76839 5.92376
757 4.76839 5.91989
758 4.76839 5.97643
759 4.76839 6.02025
760 4.76839 6.0553
761 4.76839 6.10896
762 4.76839 6.13506
763 4.76839 6.08431
764 4.76839 6.14663
765 4.76839 6.01418
766 4.76839 6.11004
767 4.76839 6.08031
768 4.76839 5.97484
769 4.76839 5.92391
770 4.76839 5.94798
771 4.76839 5.79456
772 4.76839 5.67591
773 4.76839 5.67583
774 4.76839 5.69617
775 4.76839 5.68083
776 4.76839 5.65404
777 4.76839 5.62359
778 4.76839 5.625
779 4.76839 5.66036
780 4.76839 5.79669
781 4.76839 5.69165
782 4.76839 5.67452
783 4.76839 5.71721
784 4.76839 5.74626
785 4.76839 5.81836
786 4.76839 5.84145
787 4.76839 5.80653
788 4.76839 5.90479
789 4.76839 5.94305
790 4.76839 6.00651
791 4.76839 5.99579
792 4.76839 5.97607
793 4.76839 5.98956
794 4.76839 5.98762
795 4.76839 5.98212
796 4.76839 6.05853
797 4.76839 5.96025
798 4.76839 5.8891
799 4.76839 5.8719
800 4.76839 5.90113
801 4.76839 5.73261
802 4.76839 5.79948
803 4.76839 5.72136
804 4.76839 5.6751
805 4.76839 5.67751
806 4.76839 5.78715
807 4.76839 5.7986
808 4.76839 5.78505
809 4.76839 5.75271
810 4.76839 5.75196
811 4.76839 5.77269
812 4.76839 5.73848
813 4.76839 5.64693
814 4.76839 5.5617
815 4.76839 5.64732
816 4.76839 5.69908
817 4.76839 5.68156
818 4.76839 5.68953
819 4.76839 5.7638
820 4.76839 5.73325
821 4.76839 5.793
822 4.76839 5.81713
823 4.76839 5.70197
824 4.76839 5.78183
825 4.76839 5.8291
826 4.76839 5.91892
827 4.76839 5.85314
828 4.76839 5.80247
829 4.76839 5.81326
830 4.76839 5.80755
831 4.76839 5.74653
832 4.76839 5.74494
833 4.76839 5.87701
834 4.76839 5.97703
835 4.76839 6.02639
836 4.76839 5.93424
837 4.76839 5.97886
838 4.76839 5.93586
839 4.76839 5.95195
840 4.76839 5.9873
841 4.76839 5.93467
842 4.76839 5.86826
843 4.76839 5.87537
844 4.76839 5.90032
845 4.76839 5.87518
846 4.76839 5.94967
847 4.76839 5.86306
848 4.76839 5.81677
849 4.76839 5.81094
850 4.76839 5.81125
851 4.76839 5.91094
852 4.76839 6.0219
