0 0
1 7
2 20
3 13
4 18
5 9
6 11
7 12
8 25
9 21
10 2
11 6
12 8
13 32
14 31
15 19
16 33
17 15
18 5
19 17
20 27
21 24
22 26
23 4
24 30
25 10
26 3
27 16
28 28
29 29
30 22
31 23
32 1
33 14
34 0
