#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.231617    0.231617           0
           2      0.2275    0.229559  0.00145572
           3    0.231805    0.230308  0.00114703
           4     0.22752    0.229611  0.00105084
           5    0.229329    0.229554 0.000842187
           6    0.227956    0.229288  0.00074278
           7    0.229599    0.229332 0.000637994
           8    0.229711     0.22938 0.000559995
           9    0.227718    0.229195 0.000527314
          10    0.229267    0.229202 0.000474632
          11    0.228778    0.229164 0.000433049
          12     0.23452     0.22961 0.000583299
          13    0.230615    0.229687 0.000543525
          14    0.229543    0.229677 0.000504799
          15    0.225981    0.229431 0.000527861
          16     0.22937    0.229427 0.000494884
          17    0.227706    0.229326 0.000476008
          18    0.225206    0.229097 0.000501563
          19    0.227204    0.228997 0.000484954
          20    0.229285    0.229012  0.00046092
          21    0.231326    0.229122  0.00045196
          22    0.232642    0.229282 0.000458861
          23    0.224818    0.229088 0.000478199
          24    0.230109     0.22913 0.000460162
          25    0.232659    0.229271 0.000462902
          26    0.232055    0.229378  0.00045731
          27    0.227113    0.229295 0.000448006
          28    0.223925    0.229103 0.000471271
          29    0.232295    0.229213 0.000467703
          30    0.232667    0.229328 0.000466073
          31    0.226693    0.229243 0.000458726
          32    0.231884    0.229326 0.000451753
          33    0.231098    0.229379 0.000441245
          34    0.229873    0.229394 0.000428506
          35     0.23257    0.229484 0.000425764
          36     0.22845    0.229456 0.000414906
          37    0.231195    0.229503 0.000406347
          38    0.226096    0.229413 0.000405421
          39    0.234624    0.229547 0.000416459
          40    0.231269     0.22959 0.000408268
          41     0.22483    0.229474 0.000414485
          42    0.225762    0.229385 0.000413931
          43    0.226632    0.229321 0.000409227
          44     0.23173    0.229376 0.000403572
          45    0.232416    0.229444 0.000400219
          46    0.228623    0.229426 0.000391915
          47    0.229971    0.229437 0.000383748
          48    0.230887    0.229468 0.000376941
          49     0.23078    0.229494 0.000370199
          50    0.230385    0.229512 0.000363223
