#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.505168   -0.505168           0
           2   -0.502208   -0.503688  0.00104652
           3   -0.503916   -0.503764 0.000700433
           4    -0.50678   -0.504518 0.000838065
           5   -0.504612   -0.504537 0.000670663
           6   -0.502592   -0.504213 0.000632381
           7    -0.50606   -0.504477 0.000594562
           8   -0.504564   -0.504488 0.000520342
           9   -0.505076   -0.504553 0.000466617
          10   -0.503996   -0.504497 0.000423265
          11   -0.504176   -0.504468 0.000385793
          12   -0.505896   -0.504587 0.000371543
          13   -0.503668   -0.504516 0.000349624
          14   -0.504784   -0.504535 0.000325173
          15   -0.503952   -0.504497 0.000305812
          16    -0.50644   -0.504618 0.000309884
          17    -0.50362   -0.504559 0.000297164
          18   -0.505144   -0.504592 0.000282425
          19   -0.506672   -0.504701 0.000288002
          20   -0.504224   -0.504677 0.000274588
          21   -0.504504   -0.504669 0.000261637
          22   -0.505324   -0.504699 0.000251432
          23   -0.503244   -0.504636  0.00024833
          24   -0.504664   -0.504637 0.000237986
          25    -0.50256   -0.504554 0.000242532
          26   -0.505088   -0.504574 0.000234073
          27   -0.501464   -0.504459 0.000252162
          28   -0.504924   -0.504476 0.000243702
          29   -0.505676   -0.504517 0.000238787
          30   -0.503012   -0.504467 0.000236039
          31    -0.50594   -0.504514 0.000233159
          32   -0.504328   -0.504509 0.000225946
          33   -0.505416   -0.504536 0.000220766
          34   -0.504032   -0.504521  0.00021477
          35   -0.504868   -0.504531 0.000208862
          36   -0.506076   -0.504574 0.000207421
          37   -0.506052   -0.504614 0.000205625
          38   -0.505396   -0.504635 0.000201241
          39   -0.505816   -0.504665 0.000198348
          40   -0.503664    -0.50464 0.000194961
          41   -0.508136   -0.504725 0.000208019
          42   -0.503968   -0.504707 0.000203846
          43   -0.505292   -0.504721 0.000199559
          44   -0.504124   -0.504707 0.000195484
          45   -0.502724   -0.504663 0.000196044
          46   -0.503784   -0.504644 0.000192712
          47   -0.505152   -0.504655 0.000188915
          48     -0.5037   -0.504635 0.000186023
          49   -0.505656   -0.504656  0.00018339
          50     -0.5046   -0.504655 0.000179726
