#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.684528   -0.684528           0
           2   -0.681888   -0.683208 0.000933381
           3   -0.683104   -0.683173 0.000622897
           4   -0.685664   -0.683796 0.000713468
           5    -0.68332   -0.683701 0.000577091
           6    -0.68228   -0.683464 0.000527259
           7    -0.68438   -0.683595 0.000467893
           8    -0.68084   -0.683251 0.000520934
           9   -0.681968   -0.683108 0.000482149
          10   -0.681484   -0.682946 0.000460473
          11    -0.68268   -0.682921 0.000419244
          12   -0.683028    -0.68293 0.000384401
          13   -0.683944   -0.683008 0.000362654
          14   -0.681352    -0.68289 0.000355525
          15   -0.681416   -0.682792 0.000345136
          16    -0.68368   -0.682847    0.000328
          17   -0.683096   -0.682862 0.000309032
          18   -0.683868   -0.682918 0.000296875
          19   -0.684532   -0.683003 0.000293155
          20   -0.681276   -0.682916 0.000290933
          21    -0.68294   -0.682918 0.000277081
          22   -0.684444   -0.682987 0.000273036
          23   -0.684636   -0.683059 0.000270415
          24    -0.67982   -0.682924 0.000290875
          25   -0.682672   -0.682914 0.000279414
          26   -0.683112   -0.682921 0.000268772
          27   -0.682796   -0.682917 0.000258857
          28   -0.682632   -0.682906 0.000249812
          29    -0.68266   -0.682898 0.000241342
          30   -0.681752    -0.68286 0.000236301
          31   -0.682556    -0.68285 0.000228881
          32   -0.681144   -0.682797 0.000227853
          33     -0.6804   -0.682724 0.000232234
          34   -0.679904   -0.682641 0.000239758
          35   -0.682928   -0.682649 0.000233047
          36   -0.681296   -0.682612 0.000229586
          37   -0.684436   -0.682661 0.000228614
          38   -0.681428   -0.682629 0.000224888
          39    -0.68184   -0.682608 0.000220029
          40   -0.683392   -0.682628 0.000215399
          41    -0.68092   -0.682586 0.000214135
          42    -0.68452   -0.682632 0.000213929
          43   -0.683264   -0.682647 0.000209458
          44    -0.68398   -0.682677 0.000206877
          45   -0.683728   -0.682701 0.000203593
          46   -0.681344   -0.682671 0.000201292
          47   -0.682304   -0.682663 0.000197161
          48   -0.682776   -0.682666 0.000193067
          49   -0.683588   -0.682684 0.000190042
          50   -0.682892   -0.682689 0.000186287
