#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.449633    0.449633           0
           2    0.455743    0.452688  0.00216039
           3    0.437279    0.447552  0.00443416
           4    0.451071    0.448432  0.00341179
           5    0.460337    0.450813  0.00346204
           6    0.450363    0.450738  0.00288584
           7    0.430957    0.447912  0.00360045
           8    0.465795    0.450147  0.00378115
           9    0.442431     0.44929  0.00345687
          10    0.442236    0.448585  0.00318233
          11    0.447537    0.448489  0.00289445
          12     0.42402     0.44645  0.00329414
          13    0.419006    0.444339  0.00365514
          14    0.444037    0.444318  0.00339412
          15    0.442162    0.444174  0.00317089
          16     0.45164    0.444641  0.00300685
          17    0.442653    0.444524  0.00283225
          18    0.435422    0.444018  0.00271966
          19    0.450811    0.444375  0.00259991
          20    0.451772    0.444745  0.00249608
          21    0.422347    0.443679  0.00259511
          22    0.423735    0.442772  0.00263072
          23    0.462234    0.443618  0.00264894
          24    0.429575    0.443033  0.00260239
          25    0.448086    0.443235  0.00250613
          26    0.437642     0.44302  0.00241895
          27    0.452294    0.443364  0.00235362
          28     0.43071    0.442912  0.00231254
          29    0.440641    0.442833  0.00223412
          30    0.437193    0.442645  0.00216755
          31    0.425743      0.4421  0.00216512
          32    0.431197     0.44176   0.0021241
          33    0.434397    0.441536  0.00207142
          34    0.440389    0.441503  0.00201077
          35    0.424037    0.441004  0.00201429
          36    0.423134    0.440507  0.00201857
          37    0.443933      0.4406  0.00196613
          38    0.424942    0.440188  0.00195709
          39    0.432882        0.44  0.00191586
          40     0.44262    0.440066  0.00186908
          41    0.452884    0.440379  0.00184946
          42    0.441837    0.440413  0.00180575
          43    0.451379    0.440668  0.00178167
          44    0.439063    0.440632  0.00174155
          45    0.442959    0.440684  0.00170362
          46    0.444061    0.440757  0.00166816
          47    0.447793    0.440907  0.00163937
          48    0.443266    0.440956  0.00160596
          49    0.452575    0.441193  0.00159059
          50    0.442189    0.441213  0.00155891
