#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.80478    -0.80478           0
           2   -0.804072   -0.804426 0.000250316
           3   -0.805284   -0.804712 0.000287017
           4   -0.804664     -0.8047 0.000215513
           5   -0.803796   -0.804519 0.000236382
           6   -0.806356   -0.804825 0.000341908
           7   -0.805364   -0.804902 0.000301599
           8   -0.803764    -0.80476 0.000295563
           9   -0.803228    -0.80459 0.000307862
          10   -0.806404   -0.804771 0.000326181
          11     -0.8025   -0.804565 0.000355927
          12      -0.807   -0.804768  0.00037974
          13   -0.807476   -0.804976 0.000403652
          14   -0.803712   -0.804886 0.000384784
          15   -0.804368   -0.804851 0.000360677
          16   -0.805588   -0.804897 0.000341061
          17   -0.802716   -0.804769 0.000344289
          18   -0.804016   -0.804727 0.000327693
          19   -0.806588   -0.804825 0.000324753
          20   -0.804404   -0.804804 0.000309197
          21   -0.802536   -0.804696 0.000312767
          22   -0.806564   -0.804781 0.000309861
          23   -0.801128   -0.804622 0.000334626
          24   -0.803636   -0.804581 0.000323195
          25   -0.806296    -0.80465 0.000317465
          26   -0.805268   -0.804673 0.000306144
          27   -0.803984   -0.804648 0.000295868
          28   -0.805264    -0.80467 0.000286119
          29   -0.802936    -0.80461  0.00028243
          30   -0.804312     -0.8046  0.00027319
          31   -0.803968    -0.80458 0.000265138
          32   -0.805192   -0.804599 0.000257542
          33    -0.80274   -0.804543 0.000255823
          34   -0.802444   -0.804481 0.000255637
          35   -0.801828   -0.804405 0.000259326
          36   -0.805316    -0.80443 0.000253354
          37   -0.805032   -0.804447 0.000247028
          38    -0.80636   -0.804497 0.000245605
          39   -0.804112   -0.804487 0.000239506
          40     -0.8028   -0.804445 0.000237203
          41   -0.807804   -0.804527 0.000245159
          42    -0.80172    -0.80446 0.000248263
          43   -0.800592    -0.80437 0.000258272
          44   -0.804472   -0.804372 0.000252413
          45   -0.801852   -0.804316 0.000252941
          46   -0.808468   -0.804407 0.000263052
          47   -0.803368   -0.804385 0.000258382
          48   -0.804476   -0.804386 0.000253006
          49   -0.804748   -0.804394  0.00024795
          50   -0.805892   -0.804424 0.000244795
