#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     10.4481     10.4481           0
           2     10.5202     10.4841   0.0255061
           3     10.5225     10.4969    0.019954
           4     9.43531     10.2315    0.230333
           5     10.8485     10.3549    0.214793
           6     10.4237     10.3664      0.1793
           7     10.0113     10.3157    0.160702
           8     10.7227     10.3665    0.148452
           9     10.6624     10.3994    0.135549
          10     9.95243     10.3547    0.129153
          11     10.6565     10.3821    0.120291
          12     10.4124     10.3847    0.110293
          13     10.7145       10.41    0.104687
          14     10.4122     10.4102   0.0972092
          15     9.49144     10.3489     0.10832
          16     9.87408     10.3193    0.105537
          17     10.2223     10.3136   0.0994833
          18     10.5479     10.3266   0.0948042
          19     10.8813     10.3558   0.0942026
          20     11.1446     10.3952   0.0974001
          21     10.0336      10.378   0.0942723
          22     9.87603     10.3552   0.0927072
          23     9.57042     10.3211   0.0947473
          24     9.71894      10.296   0.0940624
          25     10.4079     10.3004   0.0904064
          26      10.448     10.3061   0.0871072
          27     10.3249     10.3068   0.0838838
          28     10.5964     10.3172   0.0815229
          29     9.95668     10.3047   0.0796538
          30     9.79588     10.2878   0.0787839
          31     10.2895     10.2878   0.0762425
          32     10.2459     10.2865   0.0738712
          33     9.92574     10.2756   0.0724372
          34     10.2934     10.2761   0.0703086
          35     9.82022     10.2631   0.0694958
          36     10.8921     10.2806   0.0697276
          37     10.0384      10.274   0.0681494
          38     10.3551     10.2761   0.0663894
          39     10.2524     10.2755   0.0646899
          40     9.88788     10.2658   0.0637945
          41     10.8538     10.2802   0.0638297
          42     9.64383      10.265    0.064083
          43     10.1193     10.2616   0.0626822
          44     9.97576     10.2551   0.0615934
          45     10.2607     10.2553   0.0602248
          46     10.5028     10.2607   0.0591554
          47     10.1277     10.2578   0.0579644
          48     9.87396     10.2498   0.0573059
          49      10.704     10.2591   0.0568809
          50     10.8439     10.2708   0.0569331
